method,within_user_oof_accuracy,within_user_oof_ba,within_user_oof_macro_f1,cross_user_oof_accuracy,cross_user_oof_ba,cross_user_oof_macro_f1,user_gap_accuracy,user_gap_ba,user_gap_macro_f1
raw250_linear,0.6436107854630715,0.6394769315997734,0.6398446512162608,0.5920281359906213,0.584319104421912,0.585331419445034,0.05158264947245017,0.05515782717786133,0.0545132317712268
a2_234x234,0.5041031652989449,0.4922620811663662,0.4842961977714857,0.48534583821805394,0.4769157360357506,0.47188559087461907,0.018757327080891006,0.015346345130615613,0.012410606896866627
