cv_mode,method,split,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,objective_loss_mean,objective_loss_std,n_mean,n_std
within_user,raw250_linear,train,0.9988273545894966,0.001070481870872961,0.9987693201107835,0.0011248048171583484,0.9988193032354697,0.0010780177597604,,,511.8,1.7888543819998295
within_user,raw250_linear,val,0.6466311509336531,0.07287625499392654,0.6436076389211063,0.0702057720167621,0.637638800014551,0.0727647702020929,,,170.6,2.0736441353327724
within_user,raw250_linear,test,0.6432251991565785,0.058423147302605956,0.6349081630157482,0.06035973426282009,0.6301471889391491,0.06064271026135876,,,170.6,2.0736441353327706
within_user,a2_234x234,train,0.7667451156629398,0.20547876020891387,0.7636304150497258,0.20989250563544945,0.7572022775550589,0.22191015473331405,0.9665223806285285,0.5273495748422166,511.8,1.7888543819998295
within_user,a2_234x234,val,0.5120889378528718,0.0908995322294714,0.5091389714087082,0.07892305840948115,0.493439025594657,0.09520914551635123,1.530014097889076,0.2706183550583403,170.6,2.0736441353327724
within_user,a2_234x234,test,0.5036510875429829,0.10723437828746561,0.49596449474158455,0.10096923525613613,0.4780755832799611,0.11655068540784952,1.5143086441533022,0.2970689121816983,170.6,2.0736441353327706
cross_user,raw250_linear,train,0.980746561886051,0.043051996423375136,0.9778104553003104,0.049617330338275964,0.9795768423829074,0.04566756874701166,,,511.8,2.387467277262662
cross_user,raw250_linear,val,0.6236839837883973,0.0522554371079713,0.6171201782966489,0.048876141973809496,0.6136503998151337,0.04352140964870188,,,170.6,2.4083189157584592
cross_user,raw250_linear,test,0.5919973336700904,0.050003868536095814,0.5852505922726511,0.047843409947462605,0.582204251621641,0.050816777137650766,,,170.6,2.408318915758458
cross_user,a2_234x234,train,0.7875275162804006,0.18166310720856527,0.7839542808702875,0.1855433731105549,0.7814622483198705,0.19086465792392787,0.9079834612117734,0.46063285728889714,511.8,2.387467277262662
cross_user,a2_234x234,val,0.48877309068856567,0.05732364946219913,0.4786117980603274,0.05812086671526607,0.4617194372426954,0.059803455610423925,1.5974486318154764,0.16754191798045268,170.6,2.4083189157584592
cross_user,a2_234x234,test,0.4857680522658189,0.08542750891180845,0.47446367766220704,0.07852592990047799,0.46304831897401943,0.08342206868411346,1.604507854774586,0.23011967495676103,170.6,2.408318915758458
