cv_mode,method,split,user,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,n_mean,n_std
cross_user,a2_234x234,test,user_18,0.2666666666666666,,0.3055555555555555,,0.2293650793650793,,30.0,
cross_user,a2_234x234,test,user_20,0.7619047619047619,,0.7638888888888888,,0.7280002405002405,,42.0,
cross_user,a2_234x234,train,user_1,0.8722222222222222,0.1250925583244189,0.8412037037037038,0.15193157911543698,0.8292546959213626,0.16199374015663814,60.0,0.0
cross_user,a2_234x234,train,user_15,0.6825396825396824,0.2622652641564811,0.6875,0.2610409184612848,0.6510085593418926,0.285896609549652,42.0,0.0
cross_user,a2_234x234,train,user_18,0.6333333333333333,0.3214550253664318,0.5925925925925926,0.3539169417336369,0.5616883116883117,0.3830155810774824,30.0,0.0
cross_user,a2_234x234,train,user_20,0.6904761904761906,0.23449661432847874,0.6898148148148149,0.2520492146077074,0.669462481962482,0.26085689259248296,42.0,0.0
cross_user,a2_234x234,val,user_13,0.5625,,0.5416666666666666,,0.5136904761904763,,32.0,
cross_user,a2_234x234,val,user_5,0.5238095238095238,,0.5,,0.5177910052910053,,42.0,
cross_user,a2_234x234,val,user_7,0.3636363636363636,,0.3527777777777778,,0.3384074259074259,,55.0,
cross_user,a2_234x234,val,user_8,0.6976744186046512,,0.6527777777777778,,0.6583994708994708,,43.0,
cross_user,a2_234x234,test,user_10,0.4545454545454545,,0.4444444444444444,,0.3823412698412698,,33.0,
cross_user,a2_234x234,test,user_12,0.5238095238095238,,0.5,,0.4646825396825397,,42.0,
cross_user,a2_234x234,test,user_2,0.6136363636363636,,0.5833333333333334,,0.514021164021164,,44.0,
cross_user,a2_234x234,test,user_6,0.5,,0.5249999999999999,,0.4628283753283753,,50.0,
cross_user,a2_234x234,train,user_10,0.6666666666666666,0.2424242424242425,0.6435185185185185,0.25051387515682744,0.6052970177970177,0.28097571048347464,33.0,0.0
cross_user,a2_234x234,train,user_12,0.7698412698412698,0.11983864182969439,0.75,0.13661330258962504,0.7502204585537918,0.1408811870927575,42.0,0.0
cross_user,a2_234x234,train,user_2,0.7803030303030303,0.19856579427395696,0.7662037037037037,0.20906507296177015,0.7407567740901074,0.23540749375455805,44.0,0.0
cross_user,a2_234x234,train,user_6,0.7533333333333333,0.1616580753730953,0.7546296296296297,0.15313300453589127,0.7270914270914269,0.17658498308515977,50.0,0.0
cross_user,a2_234x234,val,user_0,0.4545454545454545,,0.4583333333333333,,0.376984126984127,,22.0,
cross_user,a2_234x234,val,user_14,0.3902439024390244,,0.4027777777777777,,0.3640211640211639,,41.0,
cross_user,a2_234x234,val,user_16,0.5238095238095238,,0.5277777777777778,,0.4314355034943269,,42.0,
cross_user,a2_234x234,val,user_3,0.5714285714285714,,0.5486111111111112,,0.5007529507529508,,63.0,
cross_user,a2_234x234,test,user_13,0.34375,,0.3333333333333333,,0.3069444444444444,,32.0,
cross_user,a2_234x234,test,user_5,0.238095238095238,,0.2291666666666666,,0.2224206349206349,,42.0,
cross_user,a2_234x234,test,user_7,0.2909090909090909,,0.2888888888888889,,0.2378306878306878,,55.0,
cross_user,a2_234x234,test,user_8,0.5348837209302325,,0.5416666666666666,,0.4767255892255892,,43.0,
cross_user,a2_234x234,val,user_11,0.2727272727272727,,0.25,,0.2310696248196247,,44.0,
cross_user,a2_234x234,val,user_19,0.5952380952380952,,0.5902777777777778,,0.5327214452214452,,42.0,
cross_user,a2_234x234,val,user_4,0.3636363636363636,,0.375,,0.2981481481481481,,44.0,
cross_user,a2_234x234,val,user_9,0.325,,0.3124999999999999,,0.2490546218487395,,40.0,
cross_user,a2_234x234,test,user_0,0.3181818181818182,,0.2916666666666667,,0.2430555555555555,,22.0,
cross_user,a2_234x234,test,user_14,0.7073170731707317,,0.6597222222222222,,0.6528032153032153,,41.0,
cross_user,a2_234x234,test,user_16,0.5714285714285714,,0.548611111111111,,0.5221153846153846,,42.0,
cross_user,a2_234x234,test,user_3,0.5714285714285714,,0.5486111111111112,,0.5227004275917319,,63.0,
cross_user,a2_234x234,val,user_1,0.65,,0.6069444444444444,,0.5964886964886965,,60.0,
cross_user,a2_234x234,val,user_15,0.5476190476190477,,0.5763888888888888,,0.5089285714285715,,42.0,
cross_user,a2_234x234,val,user_18,0.2,,0.2222222222222222,,0.1629629629629629,,30.0,
cross_user,a2_234x234,val,user_20,0.4761904761904761,,0.4583333333333333,,0.4438949938949939,,42.0,
cross_user,a2_234x234,test,user_11,0.3181818181818182,,0.3333333333333333,,0.3317640692640692,,44.0,
cross_user,a2_234x234,test,user_19,0.6428571428571429,,0.625,,0.6096380471380473,,42.0,
cross_user,a2_234x234,test,user_4,0.5909090909090909,,0.5972222222222222,,0.5517857142857142,,44.0,
cross_user,a2_234x234,test,user_9,0.3,,0.3055555555555555,,0.2918650793650794,,40.0,
