CNN_test_balanced_accuracy,CNN_test_accuracy,CNN_test_macro_f1,kNN_selected_k,kNN_test_balanced_accuracy,kNN_test_accuracy,kNN_test_macro_f1,prototype_test_balanced_accuracy,prototype_test_accuracy,prototype_test_macro_f1,linear_probe_test_balanced_accuracy,linear_probe_test_accuracy,linear_probe_test_macro_f1,retrieval_macro_mAP,retrieval_micro_mAP,SameLabel_macro_at_1,SameLabel_micro_at_1,D_intra_macro,D_inter_centroids,D_inter_over_D_intra,NMI_arithmetic,ARI,silhouette_macro,silhouette_micro
0.02724358974358974,0.02867383512544803,0.01204212454212454,15,0.06762820512820512,0.07168458781362007,0.05772458479442285,0.04455128205128205,0.04659498207885305,0.025851779799148225,0.1560897435897436,0.15053763440860216,0.12710760832932777,0.03410759378774001,0.035076443968865716,0.049999999999999996,0.053763440860215055,0.06729132945112787,0.025333762168884277,0.3764788476486725,0.5720848077536356,0.022947982774474,-0.3689990109195308,-0.3713962709335944
