split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train,0.02754237288135593,0.025798103252521205,0.006413129807339971,0.0066322409930797055,3.949912785136767
val,0.02877697841726619,0.02724358974358974,0.004798887010425472,0.004486520673571033,3.9501568670753096
test,0.02867383512544803,0.02724358974358974,0.01204212454212454,0.011076975593104624,3.950528114072738
