k,same_label_micro,same_label_macro
1,0.053763440860215055,0.049999999999999996
3,0.05973715651135005,0.05534188034188033
5,0.05806451612903227,0.054294871794871795
10,0.05197132616487455,0.04871794871794872
20,0.043010752688172046,0.041314102564102555
50,0.03541218637992832,0.03455769230769231
