D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.06729132945112787,0.025333762168884277,0.3764788476486725,0.04455128205128205,0.04659498207885305,0.025851779799148225
