representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
r0a_integrated_128d,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
r0b_analog_k,16,0.961306980630738,0.5563552188552189,0.5109619547119547,0.5136986301369864,0.5019476352680687
r1_raw_what,16,0.966114738814375,0.5635040885040886,0.507415501165501,0.5136986301369864,0.5064599247889955
r1_norm_what,16,0.9127423574724215,0.5140993265993266,0.4358918858918859,0.4452054794520548,0.448480211047787
r2_mh_qraw,16,0.9522044356746985,0.5576178451178452,0.5250242812742812,0.5273972602739726,0.5200007229612493
r2_mh_qnorm,16,0.9268852462169103,0.49848484848484836,0.4920877733377733,0.5,0.48862166821821446
r2_ms_qraw,16,0.9520115344401306,0.5682659932659934,0.5121274558774559,0.5136986301369864,0.5070038931752038
r2_ms_qnorm,16,0.9271760819244125,0.5345959595959596,0.4871274558774559,0.4931506849315068,0.48506062220402413
r2_mh_qraw_hard,16,0.8038449915819893,0.4552008177008178,0.3810779498279498,0.3904109589041096,0.38106965035643414
r2_mh_qnorm_hard,16,0.8038449915819893,0.4552008177008178,0.3810779498279498,0.3904109589041096,0.38106965035643414
r2_ms_qraw_hard,16,0.7957128334168555,0.4989177489177489,0.41500235875235875,0.4246575342465753,0.4055820816522702
r2_ms_qnorm_hard,16,0.7957128334168555,0.4989177489177489,0.41500235875235875,0.4246575342465753,0.4055820816522702
