representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
r0a_integrated_128d,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
r0b_analog_k,16,0.912135811343263,0.5247113997113998,0.5237255799755799,0.5342465753424658,0.5278893986130828
r1_raw_what,16,0.8798793697766539,0.5415464165464166,0.5262896825396824,0.541095890410959,0.5314853547204212
r1_norm_what,16,0.8963778544981779,0.4899531024531025,0.48945013320013314,0.5068493150684932,0.4965056779368547
r2_mh_qraw,16,0.8642750527194559,0.5591029341029341,0.5310266122766122,0.547945205479452,0.5335577631844387
r2_mh_qnorm,16,0.8734825005483429,0.5144901394901396,0.5084346209346209,0.5205479452054794,0.5038492392646245
r2_ms_qraw,16,0.8707933674178019,0.5435305435305435,0.5326499888999888,0.547945205479452,0.5385482734134696
r2_ms_qnorm,16,0.895650098479862,0.5121753246753246,0.4917429792429792,0.5,0.4927399980851183
r2_mh_qraw_hard,16,0.6947984761568011,0.4627705627705628,0.4899642024642024,0.4931506849315068,0.48823170544070926
r2_mh_qnorm_hard,16,0.6947984761568011,0.4627705627705628,0.4899642024642024,0.4931506849315068,0.48823170544070926
r2_ms_qraw_hard,16,0.6982493274788574,0.48360389610389604,0.4913530913530913,0.4931506849315068,0.4792870023067424
r2_ms_qnorm_hard,16,0.6982493274788574,0.48360389610389604,0.4913530913530913,0.4931506849315068,0.4792870023067424
