representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
r0a_integrated_128d,128,0.9900386164786831,0.5583754208754209,0.5390873015873016,0.547945205479452,0.5277767784642319
r0b_analog_k,64,0.988984431363777,0.5398569023569023,0.5372155622155621,0.541095890410959,0.5360085547994883
r1_raw_what,64,0.9925296243697543,0.5492544492544492,0.577092352092352,0.5821917808219178,0.5755920488529184
r1_norm_what,64,1.0,0.4771645021645022,0.515315934065934,0.5273972602739726,0.5037437908332376
r2_mh_qraw,64,0.971133684119763,0.5484547859547859,0.5733877233877233,0.5821917808219178,0.5722746986392919
r2_mh_qnorm,64,0.9922548479000092,0.5520622895622896,0.58009768009768,0.589041095890411,0.5748268710544925
r2_ms_qraw,64,0.9727362482223271,0.5484547859547859,0.5876734376734376,0.5958904109589042,0.5829290812687397
r2_ms_qnorm,64,0.9922548479000092,0.5520622895622896,0.5741452991452991,0.5821917808219178,0.5686644880805153
r2_mh_qraw_hard,64,0.7930487454491623,0.33390452140452137,0.3615141802641803,0.363013698630137,0.35340983475994925
r2_mh_qnorm_hard,64,0.7930487454491623,0.33390452140452137,0.3615141802641803,0.363013698630137,0.35340983475994925
r2_ms_qraw_hard,64,0.7947848565602734,0.31988936988936983,0.3703074703074703,0.3698630136986301,0.35892125333772934
r2_ms_qnorm_hard,64,0.7947848565602734,0.31988936988936983,0.3703074703074703,0.3698630136986301,0.35892125333772934
