representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
r0a_integrated_128d,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
r0b_analog_k,32,0.9314342562068655,0.560990860990861,0.5226641414141414,0.5342465753424658,0.5148247318525957
r1_raw_what,32,0.9416224091033517,0.5778258778258779,0.520544733044733,0.5273972602739726,0.5194244710111584
r1_norm_what,32,0.9648334207315864,0.5228294853294854,0.4876734376734377,0.5,0.48533141483972075
r2_mh_qraw,32,0.9294785693737276,0.5594336219336219,0.5475489787989788,0.5547945205479452,0.5374558095451109
r2_mh_qnorm,32,0.946804626577236,0.5345658970658971,0.47917984792984786,0.4931506849315068,0.46941695347517776
r2_ms_qraw,32,0.9283253516763924,0.5686928811928812,0.5395652958152958,0.547945205479452,0.5291661246387056
r2_ms_qnorm,32,0.9123092388623668,0.5365500240500242,0.48271103896103895,0.4931506849315068,0.4732983614055462
r2_mh_qraw_hard,32,0.8508174558281816,0.40262145262145266,0.45497141747141745,0.4589041095890411,0.44156341763758644
r2_mh_qnorm_hard,32,0.8508174558281816,0.40262145262145266,0.45497141747141745,0.4589041095890411,0.44156341763758644
r2_ms_qraw_hard,32,0.8418033452901147,0.39630832130832133,0.46925713175713174,0.4726027397260274,0.45955617410961325
r2_ms_qnorm_hard,32,0.8418033452901147,0.39630832130832133,0.46925713175713174,0.4726027397260274,0.45955617410961325
