representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
r0a_integrated_128d,128,0.9524424209606818,0.5180615680615681,0.5161477411477411,0.5273972602739726,0.5037371394492463
r0b_analog_k,32,0.9573219187491708,0.4753367003367004,0.4584748584748584,0.4726027397260274,0.4324835725827762
r1_raw_what,32,0.9628306878914029,0.4974266474266475,0.44206765456765457,0.4520547945205479,0.43402365535054993
r1_norm_what,32,0.878933628897871,0.43284030784030786,0.3961101398601399,0.4041095890410959,0.37846123306907614
r2_mh_qraw,32,0.9497204387904014,0.5253367003367004,0.4940989565989565,0.5068493150684932,0.4813457104957464
r2_mh_qnorm,32,0.9342173039752043,0.48922558922558923,0.44928266178266174,0.4589041095890411,0.4251664492037243
r2_ms_qraw,32,0.9492177242637304,0.5108164983164984,0.4795787545787545,0.4931506849315068,0.4641487992308108
r2_ms_qnorm,32,0.8743733487238242,0.468025493025493,0.400770757020757,0.410958904109589,0.38742853122110094
r2_mh_qraw_hard,32,0.6330811074531686,0.32682780182780186,0.2849768287268287,0.2876712328767123,0.2619982109371343
r2_mh_qnorm_hard,32,0.6330811074531686,0.32682780182780186,0.2849768287268287,0.2876712328767123,0.2619982109371343
r2_ms_qraw_hard,32,0.6621177457579887,0.32156685906685906,0.31127553002553005,0.3150684931506849,0.28520336778523475
r2_ms_qnorm_hard,32,0.6621177457579887,0.32156685906685906,0.31127553002553005,0.3150684931506849,0.28520336778523475
