representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
r0a_integrated_128d,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
r0b_analog_k,32,0.9496422316128168,0.5771945646945646,0.5913780663780663,0.5958904109589042,0.5858518292885123
r1_raw_what,32,0.9679061383307115,0.5739959114959116,0.567110667110667,0.5684931506849316,0.5666319184721144
r1_norm_what,32,0.9546036705124279,0.5397005772005772,0.5151785714285714,0.5205479452054794,0.515246807609611
r2_mh_qraw,32,0.9217138508431933,0.5811928811928812,0.584208152958153,0.589041095890411,0.5778863209212179
r2_mh_qnorm,32,0.9447948609487162,0.5517316017316017,0.5571539571539571,0.5616438356164384,0.5527100030001882
r2_ms_qraw,32,0.9234083777643204,0.5692881192881193,0.5961129148629147,0.6027397260273972,0.5895527012052703
r2_ms_qnorm,32,0.943192296846152,0.5398268398268399,0.5716741591741592,0.5753424657534246,0.5659463091640592
r2_mh_qraw_hard,32,0.9070052267759415,0.47451899951899956,0.4345321345321345,0.4452054794520548,0.4148824239246696
r2_mh_qnorm_hard,32,0.9070052267759415,0.47451899951899956,0.4345321345321345,0.4452054794520548,0.4148824239246696
r2_ms_qraw_hard,32,0.9031899720415689,0.46525974025974026,0.4271298146298146,0.4383561643835616,0.4087354853868801
r2_ms_qnorm_hard,32,0.9031899720415689,0.46525974025974026,0.4271298146298146,0.4383561643835616,0.4087354853868801
