representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
r0a_integrated_128d,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
r0b_analog_k,16,0.9239184083458888,0.5540464165464166,0.5107004107004106,0.5205479452054794,0.491534406923094
r1_raw_what,16,0.9616624583838281,0.558411495911496,0.526436063936064,0.5342465753424658,0.5097772574385061
r1_norm_what,16,0.9361503361560198,0.5325817700817701,0.48906232656232645,0.5,0.48637834543353925
r2_mh_qraw,16,0.9211100081352965,0.5673039923039923,0.5380792818292818,0.5547945205479452,0.5239596131837512
r2_mh_qnorm,16,0.8908745141500338,0.5399531024531025,0.5006583694083694,0.5205479452054794,0.4846375714782132
r2_ms_qraw,16,0.9527528146623565,0.5610209235209235,0.5202242202242202,0.5342465753424658,0.5042671442695091
r2_ms_qnorm,16,0.9730051756094578,0.5577501202501202,0.5111013986013986,0.5273972602739726,0.49929003543341105
r2_mh_qraw_hard,16,0.8464850662378797,0.4352873977873979,0.4508699633699633,0.4589041095890411,0.43157102402018027
r2_mh_qnorm_hard,16,0.8464850662378797,0.4352873977873979,0.4508699633699633,0.4589041095890411,0.43157102402018027
r2_ms_qraw_hard,16,0.8245452790952116,0.4391594516594517,0.4563873626373626,0.4726027397260274,0.44394884792713163
r2_ms_qnorm_hard,16,0.8245452790952116,0.4391594516594517,0.4563873626373626,0.4726027397260274,0.44394884792713163
