representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
r0a_integrated_128d,128,0.9432645336868841,0.5162157287157286,0.5210699023199022,0.5273972602739726,0.5152861017277494
r0b_analog_k,32,0.9634705442769138,0.474549062049062,0.4856872294372294,0.4863013698630137,0.4644349727782895
r1_raw_what,32,0.9703140878546416,0.5122474747474747,0.5027618215118215,0.5,0.49109453175949347
r1_norm_what,32,0.8950957360226631,0.45897065897065903,0.48577741702741695,0.4931506849315068,0.47181458839067525
r2_mh_qraw,32,0.9581797112044493,0.5107864357864357,0.4971341158841158,0.5,0.479011116878764
r2_mh_qnorm,32,0.9003042557424189,0.5031204906204906,0.5148559773559773,0.5273972602739726,0.5096226790499235
r2_ms_qraw,32,0.9549117373482402,0.5107864357864357,0.4987574925074924,0.5,0.4815933693331393
r2_ms_qnorm,32,0.8976160836994082,0.49339826839826834,0.5029512154512153,0.5136986301369864,0.49614815132545576
r2_mh_qraw_hard,32,0.6208679147191613,0.3105940355940356,0.3084880397380397,0.3082191780821918,0.29094275819104193
r2_mh_qnorm_hard,32,0.6208679147191613,0.3105940355940356,0.3084880397380397,0.3082191780821918,0.29094275819104193
r2_ms_qraw_hard,32,0.6474238348704443,0.3252405002405003,0.32664488289488286,0.3287671232876712,0.3119864420970447
r2_ms_qnorm_hard,32,0.6474238348704443,0.3252405002405003,0.32664488289488286,0.3287671232876712,0.3119864420970447
