representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
r0a_integrated_128d,128,0.9524424209606818,0.5180615680615681,0.5161477411477411,0.5273972602739726,0.5037371394492463
r0b_analog_k,128,0.9951608848667672,0.4875060125060125,0.5108287545787545,0.5205479452054794,0.49423569473276596
r1_raw_what,128,0.9973118279569894,0.4924362674362675,0.5271936396936396,0.5342465753424658,0.5146772920440522
r1_norm_what,128,0.9110454805863505,0.4536796536796536,0.4648448773448773,0.4726027397260274,0.45337870843892886
r2_mh_qraw,128,0.9043641018874928,0.48789682539682544,0.5048971861471861,0.5205479452054794,0.491790941780266
r2_mh_qnorm,128,0.9983974358974358,0.49180495430495436,0.5212433399933399,0.5273972602739726,0.5020526185426089
r2_ms_qraw,128,0.9493620090937364,0.495508658008658,0.5491563991563991,0.5616438356164384,0.5350130712199678
r2_ms_qnorm,128,0.9983974358974358,0.4848605098605099,0.5108266733266733,0.5205479452054794,0.49091003507243913
r2_mh_qraw_hard,128,0.8938471076448294,0.3636063011063011,0.28659951159951164,0.2945205479452055,0.28659313383317864
r2_mh_qnorm_hard,128,0.8938471076448294,0.3636063011063011,0.28659951159951164,0.2945205479452055,0.28659313383317864
r2_ms_qraw_hard,128,0.8890987695631579,0.38507094757094756,0.2872308247308248,0.2945205479452055,0.28615732944296607
r2_ms_qnorm_hard,128,0.8890987695631579,0.38507094757094756,0.2872308247308248,0.2945205479452055,0.28615732944296607
