representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
r0a_integrated_128d,128,0.9524424209606818,0.5180615680615681,0.5161477411477411,0.5273972602739726,0.5037371394492463
r0b_analog_k,64,0.9935268979386627,0.47947330447330444,0.4887348762348762,0.5,0.47294975453659266
r1_raw_what,64,0.988209908078662,0.4946248196248196,0.5075056887556887,0.5205479452054794,0.4873335902071534
r1_norm_what,64,0.9849140028219724,0.4817881192881193,0.4745060495060495,0.4794520547945205,0.44849760736857514
r2_mh_qraw,64,0.9656944943826605,0.504467291967292,0.5334727772227772,0.547945205479452,0.5234257825036687
r2_mh_qnorm,64,0.9234064184437275,0.48255170755170756,0.5290084915084915,0.547945205479452,0.5141854447832545
r2_ms_qraw,64,0.9641512845061172,0.4925625300625301,0.5258970196470196,0.541095890410959,0.511764173415589
r2_ms_qnorm,64,0.9935268979386627,0.49475108225108216,0.48207486957486956,0.4931506849315068,0.4599742798968805
r2_mh_qraw_hard,64,0.6272494220172129,0.29451659451659445,0.35202644577644576,0.3493150684931507,0.3533268827909932
r2_mh_qnorm_hard,64,0.6272494220172129,0.29451659451659445,0.35202644577644576,0.3493150684931507,0.3533268827909932
r2_ms_qraw_hard,64,0.6221633247927508,0.289556277056277,0.36555458430458426,0.363013698630137,0.3679941482056233
r2_ms_qnorm_hard,64,0.6221633247927508,0.289556277056277,0.36555458430458426,0.363013698630137,0.3679941482056233
