representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
r0a_integrated_128d,128,0.9432645336868841,0.5162157287157286,0.5210699023199022,0.5273972602739726,0.5152861017277494
r0b_analog_k,128,0.9067685027167921,0.5086399711399711,0.5207181707181707,0.5273972602739726,0.51433274611185
r1_raw_what,128,0.9908956374416498,0.5093073593073593,0.4927239427239427,0.5,0.4812038088760225
r1_norm_what,128,1.0,0.4782467532467532,0.4187180874680874,0.4246575342465753,0.4139063369455526
r2_mh_qraw,128,0.9432366022864036,0.533008658008658,0.5364559052059052,0.541095890410959,0.5279303332450908
r2_mh_qnorm,128,0.9782799473828856,0.47467532467532464,0.5020944333444333,0.5068493150684932,0.48519720618118795
r2_ms_qraw,128,0.9432366022864036,0.533008658008658,0.5424082861582862,0.547945205479452,0.5348391651539227
r2_ms_qnorm,128,0.9782799473828856,0.47467532467532464,0.5020944333444333,0.5068493150684932,0.4860695904039558
r2_mh_qraw_hard,128,0.7870776656433199,0.3944324194324194,0.39748792873792876,0.410958904109589,0.38211026991061314
r2_mh_qnorm_hard,128,0.7870776656433199,0.3944324194324194,0.39748792873792876,0.410958904109589,0.38211026991061314
r2_ms_qraw_hard,128,0.8756574464527173,0.38593073593073596,0.3669053169053169,0.3767123287671233,0.3505010052488123
r2_ms_qnorm_hard,128,0.8756574464527173,0.38593073593073596,0.3669053169053169,0.3767123287671233,0.3505010052488123
