representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
r0a_integrated_128d,128,0.9312395565165112,0.5579184704184704,0.5758297258297258,0.5958904109589042,0.5647219342648474
r0b_analog_k,32,0.8797330766228524,0.5379329004329004,0.5437229437229437,0.5684931506849316,0.5257431187952769
r1_raw_what,32,0.9907104522564646,0.5406144781144782,0.5409493284493284,0.547945205479452,0.5248138606253473
r1_norm_what,32,0.9821978704780668,0.528577441077441,0.5426719114219114,0.5547945205479452,0.532738820067671
r2_mh_qraw,32,0.9458637032912778,0.5494107744107743,0.5501123876123876,0.5684931506849316,0.5387848497055657
r2_mh_qnorm,32,0.9262790484864972,0.49617003367003365,0.531547619047619,0.547945205479452,0.5161830039442269
r2_ms_qraw,32,0.9458232389923505,0.5424663299663299,0.5705849705849705,0.589041095890411,0.5611799927215748
r2_ms_qnorm,32,0.9781036304173529,0.49755892255892253,0.5203504828504828,0.5342465753424658,0.5090302756984847
r2_mh_qraw_hard,32,0.8749722080865197,0.3729617604617605,0.3505994005994006,0.3561643835616438,0.3348535528560039
r2_mh_qnorm_hard,32,0.8749722080865197,0.3729617604617605,0.3505994005994006,0.3561643835616438,0.3348535528560039
r2_ms_qraw_hard,32,0.9201633294380674,0.3649591149591149,0.3432470307470307,0.3493150684931507,0.3241931239535716
r2_ms_qnorm_hard,32,0.9201633294380674,0.3649591149591149,0.3432470307470307,0.3493150684931507,0.3241931239535716
