representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.9142970468060572,0.5677308802308801,0.5951208513708514,0.6027397260273972,0.5886323296910186
r0a_integrated_128d,128,0.9432645336868841,0.5162157287157286,0.5210699023199022,0.5273972602739726,0.5152861017277494
r0b_analog_k,64,0.9874109844286947,0.5088023088023087,0.504240897990898,0.5068493150684932,0.48631260968485085
r1_raw_what,64,0.9833066903813267,0.5466750841750841,0.5218614718614718,0.5273972602739726,0.510325821367488
r1_norm_what,64,0.9377421973513757,0.5227332852332852,0.4566489066489066,0.4589041095890411,0.4461762081843046
r2_mh_qraw,64,0.9567421169359727,0.5277837902837903,0.5173722111222111,0.5205479452054794,0.5045701234843666
r2_mh_qnorm,64,0.9301859683226638,0.5175986050986051,0.5078733766233766,0.5136986301369864,0.496066862559168
r2_ms_qraw,64,0.9583761038640772,0.5277837902837903,0.5313582251082251,0.5342465753424658,0.5181764851075996
r2_ms_qnorm,64,0.9265000708867664,0.5245430495430495,0.5214015151515151,0.5273972602739726,0.5168877966865584
r2_mh_qraw_hard,64,0.8079011552192634,0.4166426166426167,0.34657634032634027,0.3561643835616438,0.3394173555794056
r2_mh_qnorm_hard,64,0.8079011552192634,0.4166426166426167,0.34657634032634027,0.3561643835616438,0.3394173555794056
r2_ms_qraw_hard,64,0.8071591746507462,0.42219817219817224,0.34657634032634027,0.3561643835616438,0.3381875583438612
r2_ms_qnorm_hard,64,0.8071591746507462,0.42219817219817224,0.34657634032634027,0.3561643835616438,0.3381875583438612
