representation,dimension,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1
r0_direct_l2,128,0.8985211802679326,0.5597342472342473,0.5878697691197691,0.6027397260273972,0.5918189327859674
r0a_integrated_128d,128,0.9900386164786831,0.5583754208754209,0.5390873015873016,0.547945205479452,0.5277767784642319
r0b_analog_k,16,0.959221392321323,0.52749518999519,0.5683011433011432,0.5753424657534246,0.5593089738110378
r1_raw_what,16,0.9216092278581091,0.5225348725348725,0.5012896825396825,0.5068493150684932,0.4988027136577861
r1_norm_what,16,0.8142330922078259,0.4717352092352092,0.45771520146520145,0.4589041095890411,0.454089409200971
r2_mh_qraw,16,0.8957806421190965,0.5290103415103414,0.5692300754800754,0.5753424657534246,0.5755518070817001
r2_mh_qnorm,16,0.948859979145631,0.5053992303992304,0.5663551726051725,0.5684931506849316,0.5530373138000594
r2_ms_qraw,16,0.8944386766654961,0.535954785954786,0.576805833055833,0.5821917808219178,0.5834931942539322
r2_ms_qnorm,16,0.9585406520921197,0.5206770081770081,0.5733967421467421,0.5753424657534246,0.563135270809375
r2_mh_qraw_hard,16,0.6735543637024669,0.4088023088023089,0.412783744033744,0.410958904109589,0.3925342713427255
r2_mh_qnorm_hard,16,0.6735543637024669,0.4088023088023089,0.412783744033744,0.410958904109589,0.3925342713427255
r2_ms_qraw_hard,16,0.6510001424450423,0.3819203944203944,0.4237935675435675,0.4315068493150685,0.4124307847192373
r2_ms_qnorm_hard,16,0.6510001424450423,0.3819203944203944,0.4237935675435675,0.4315068493150685,0.4124307847192373
