epoch,target_grad_ratio,calibration_ratio_median,kappa,warmup_scale,regularizer_multiplier,effective_lambda_p2,effective_lambda_a1,train_task_loss,train_p2,train_a1,train_base_regularizer,train_weighted_regularizer,train_total_loss,train_weighted_reg_to_task_loss_ratio,val_wholecount_ba,val_wholecount_loss,val_objective_loss,last_progress_epoch,epochs_since_progress,early_stop_triggered,first_batch_task_hidden_grad_norm,first_batch_base_reg_hidden_grad_norm,first_batch_base_reg_to_task_hidden_grad_ratio,first_batch_effective_reg_to_task_hidden_grad_ratio,first_batch_task_reg_hidden_grad_cosine,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3
1,0.05,0.012834756048153628,3.895672018416966,0.1,0.38956720184169663,0.0038956720184169665,0.038956720184169666,2.533585060894387,0.00018589820259165744,0.007131686449778649,0.000715027641969462,0.0002785513155773866,2.5338636289980654,0.00010994354200961957,0.09722222222222222,2.483226776123047,2.483226776123047,1,0,False,0.02003804442937377,0.0002478953812785904,0.01237123623277332,0.004819427882524115,0.07727168187107297,0.00016206437879139412,3.6240159567104286e-05,0.0003593900880665942
2,0.05,0.012834756048153628,3.895672018416966,0.2,0.7791344036833933,0.007791344036833933,0.07791344036833933,2.478468051260392,0.00016773360622177147,0.006033861284302916,0.0006050634672368352,0.00047142575827560255,2.4789394626518946,0.0001902085274150963,0.08333333333333333,2.486065149307251,2.486065149307251,1,1,False,,,,,,0.00015825968124625624,3.12938707812149e-05,0.00031364726037626185
3,0.05,0.012834756048153628,3.895672018416966,0.3,1.1687016055250898,0.011687016055250899,0.11687016055250898,2.4599415312125226,0.00017068768036601867,0.0057401716678680634,0.0005757240615600781,0.0006728496577024858,2.4606143771678775,0.00027352262204818884,0.09027777777777778,2.4829394817352295,2.4829394817352295,3,0,False,,,,,,0.00015908231631742083,2.9936271045437538e-05,0.000323044455494702
4,0.05,0.012834756048153628,3.895672018416966,0.4,1.5582688073667865,0.015582688073667866,0.15582688073667866,2.4533075839024607,0.0001741559362159593,0.00564067853312529,0.0005658094151009262,0.0008816831551248564,2.4541892508836702,0.0003593854928383536,0.09027777777777778,2.4827075004577637,2.4827075004577637,4,0,False,,,,,,0.00016155486877646183,2.9971033049066188e-05,0.00033094191901521437
5,0.05,0.012834756048153628,3.895672018416966,0.5,1.947836009208483,0.01947836009208483,0.19478360092084832,2.4427316865904607,0.00017375358527749874,0.005683599793305701,0.0005700975305259727,0.0011104565120194742,2.443842123379601,0.00045459618758597175,0.09027777777777778,2.4767940044403076,2.4767940044403076,5,0,False,0.0064546571629755835,0.00012853054353269237,0.01991283817054662,0.03878694323413188,0.05365173712520889,0.00016429305462613094,3.006502557111096e-05,0.0003269026751718973
6,0.05,0.012834756048153628,3.895672018416966,0.6,2.3374032110501797,0.023374032110501798,0.23374032110501797,2.4286224234740215,0.00017051021959700762,0.0055918176097413865,0.0005608868613685264,0.0013110188005104175,2.429933496268399,0.0005398199357128028,0.09027777777777778,2.4800612926483154,2.4800612926483154,5,1,False,,,,,,0.00016687161064940774,2.992117696492003e-05,0.0003147378631305629
7,0.05,0.012834756048153628,3.895672018416966,0.7,2.726970412891876,0.02726970412891876,0.2726970412891876,2.4140682187630262,0.00016713000071778405,0.005408052691673658,0.0005424765834108751,0.001479317605148411,2.4155475009944474,0.000612790307105081,0.08333333333333333,2.4803802967071533,2.4803802967071533,5,2,False,,,,,,0.00017006843336901938,2.921822009122351e-05,0.00030210333519000896
8,0.05,0.012834756048153628,3.895672018416966,0.8,3.116537614733573,0.031165376147335732,0.3116537614733573,2.407478284097169,0.0001695048385062303,0.005349590354911637,0.0005366540829115667,0.0016725026065060507,2.4091507887881307,0.0006947113988748844,0.09722222222222221,2.4672093391418457,2.4672093391418457,8,0,False,,,,,,0.0001741395984476163,2.937085241252751e-05,0.00030500405254551785
9,0.05,0.012834756048153628,3.895672018416966,0.9,3.5061048165752693,0.035061048165752694,0.35061048165752695,2.39890180807721,0.00017304833978013795,0.005533269566456545,0.0005550574610072305,0.001946089622963752,2.400847892547844,0.0008112418842702027,0.10416666666666667,2.4593935012817383,2.4593935012817383,9,0,False,,,,,,0.00017995183947099383,3.0474622953221685e-05,0.00030871855005663585
10,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.383138873696122,0.00017664214678704996,0.005719210689233395,0.0005736875041927373,0.0022348983699404562,2.3853737840143623,0.0009377961119295778,0.10416666666666667,2.459031820297241,2.459031820297241,10,0,False,0.01125749000738995,0.0002102059988794817,0.018672545899795827,0.07274211457444105,-0.11455729953657552,0.00018811672790198012,3.103467339618789e-05,0.0003107750315256032
11,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.3646998930716063,0.00018038043046807758,0.005951239685359669,0.0005969277769106756,0.002325434885316379,2.367025357720774,0.000983395352674447,0.11111111111111112,2.455669403076172,2.455669403076172,11,0,False,,,,,,0.00019784941050070122,3.190076369685025e-05,0.00031139110561649407
12,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.3502892676401057,0.0001923955658423873,0.006186538458466786,0.0006205777996524257,0.0024175676713551744,2.3527068480361963,0.0010286255843658862,0.11805555555555557,2.450807571411133,2.450807571411133,12,0,False,,,,,,0.00020869142532075328,3.3692749789436093e-05,0.000334802526239668
13,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.334086045545883,0.00020375928964057902,0.00637501721605402,0.0006395393328119242,0.0024914355570267686,2.3365774880998518,0.0010674137578523097,0.11805555555555557,2.438955783843994,2.438955783843994,13,0,False,,,,,,0.0002196690099908555,3.4698387745937347e-05,0.0003569104624876076
14,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.322491217398192,0.00021277473243225923,0.006574435565915606,0.0006595713042545096,0.00256947350765221,2.3250606819192225,0.0011063436918098246,0.0992063492063492,2.4337985515594482,2.4337985515594482,14,0,False,,,,,,0.00023103657093623625,3.6340123870495784e-05,0.0003709475163281406
15,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.3115951781018467,0.00022035696107546338,0.006863573405782655,0.0006885609258705246,0.0026824075160403822,2.314277605427727,0.0011604140471702428,0.11805555555555557,2.4170615673065186,2.4170615673065186,15,0,False,,,,,,0.00024342987209112862,3.7701013340967786e-05,0.00037993999957884443
16,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.299682455095695,0.00022133462912068028,0.006768211998885398,0.0006790345538890056,0.002645295958488333,2.3023277765297028,0.001150287489747473,0.11805555555555557,2.4362969398498535,2.4362969398498535,15,1,False,,,,,,0.0002565137526419546,3.725578748228721e-05,0.0003702343473004148
17,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.2965218852596316,0.00021871255763618856,0.006545849070722388,0.0006567720281122102,0.0025585684472480196,2.2990804399762834,0.0011141058413901258,0.11111111111111112,2.439835786819458,2.439835786819458,15,2,False,,,,,,0.00026894024934534706,3.440225176896304e-05,0.0003527951508555273
18,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.2937398170234826,0.00021795526326921723,0.006315887146653438,0.0006337682777661478,0.0024689533980162544,2.2962087965257814,0.0010763877313775462,0.11111111111111112,2.441774606704712,2.441774606704712,15,3,False,,,,,,0.00028313327421996865,3.2988635080456956e-05,0.0003377438809705831
19,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.284891560648066,0.0002247585118105058,0.006427877562572593,0.0006450353476432074,0.002512846216190728,2.2874043989099446,0.0010997660718209345,0.11805555555555557,2.4398062229156494,2.4398062229156494,15,4,False,,,,,,0.0002979522189962968,3.444086062053572e-05,0.0003418824780965224
20,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.2811612553522633,0.00023236795303611352,0.006512557904968574,0.0006535794706566326,0.0025461312786558975,2.2837073831673127,0.0011161557617559645,0.11805555555555557,2.4378066062927246,2.4378066062927246,15,5,False,0.00537679838915731,0.00016430337786440294,0.03055784613306911,0.11904334612368843,-0.15767336016009806,0.00031303318856378595,3.550426789594289e-05,0.00034856639659992404
21,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.2755990315632646,0.00023624918342392856,0.006465871832389609,0.0006489496784911471,0.002528095183486885,2.2781270600842527,0.0011109581030846914,0.11805555555555557,2.4372923374176025,2.4372923374176025,15,6,False,,,,,,0.0003282030677285026,3.537638416057106e-05,0.0003451680956542279
22,0.05,0.012834756048153628,3.895672018416966,1.0,3.895672018416966,0.03895672018416966,0.38956720184169663,2.2752630328967935,0.00023760974257719573,0.006326260087649352,0.000635002121584179,0.0024737600199461443,2.2777368193444203,0.001087241336135379,0.11805555555555557,2.4366185665130615,2.4366185665130615,15,7,False,,,,,,0.00034461591503760823,3.4807644727695555e-05,0.0003334056704646544
