epoch,target_grad_ratio,calibration_ratio_median,kappa,warmup_scale,regularizer_multiplier,effective_lambda_p2,effective_lambda_a1,train_task_loss,train_p2,train_a1,train_base_regularizer,train_weighted_regularizer,train_total_loss,train_weighted_reg_to_task_loss_ratio,val_wholecount_ba,val_wholecount_loss,val_objective_loss,last_progress_epoch,epochs_since_progress,early_stop_triggered,first_batch_task_hidden_grad_norm,first_batch_base_reg_hidden_grad_norm,first_batch_base_reg_to_task_hidden_grad_ratio,first_batch_effective_reg_to_task_hidden_grad_ratio,first_batch_task_reg_hidden_grad_cosine,train_p2_hidden_1,train_p2_hidden_2
1,0.1,0.038621588639200295,2.589225444198885,0.1,0.25892254441988855,0.0025892254441988857,0.025892254441988855,3.0147413005106625,0.0018825577555958456,0.08841997930033071,0.008860823781696019,0.002294267082936331,3.017035493341863,0.0007610162379596911,0.10588624338624338,2.6061251163482666,2.6061251163482666,1,0,False,0.07448298171516836,0.002523664747927692,0.03388243448118768,0.008772926147009282,0.35062599549508916,0.00014305309866989439,0.0036220624073121615
2,0.1,0.038621588639200295,2.589225444198885,0.2,0.5178450888397771,0.005178450888397771,0.05178450888397771,2.516789023519178,0.0019384877549455518,0.07887308917644717,0.007906693933137313,0.004094442626759538,2.520883420248245,0.001626851749788052,0.10515873015873016,2.4652469158172607,2.4652469158172607,2,0,False,,,,,,0.00014607887815286545,0.003730896653177893
3,0.1,0.038621588639200295,2.589225444198885,0.3,0.7767676332596655,0.0077676763325966545,0.07767676332596656,2.4563607603260245,0.0020634535056492393,0.07464664093444762,0.0074852986803050706,0.005814337601208749,2.4621751201747824,0.0023670536083783686,0.14067460317460317,2.448456048965454,2.448456048965454,3,0,False,,,,,,0.00015258927213023264,0.003974317758153361
4,0.1,0.038621588639200295,2.589225444198885,0.4,1.0356901776795542,0.010356901776795543,0.10356901776795542,2.4344916097473566,0.0020942281748900725,0.07240561071443476,0.007261503446148307,0.007520668034677405,2.442012270633612,0.003089215014981249,0.1496031746031746,2.419102668762207,2.419102668762207,4,0,False,,,,,,0.00015763084066746413,0.004030825569023492
5,0.1,0.038621588639200295,2.589225444198885,0.5,1.2946127220994426,0.012946127220994426,0.12946127220994427,2.412365320832717,0.0020465984369071903,0.0704116550836834,0.007061631470059466,0.009142078266907067,2.421507396304053,0.003789674054737008,0.1257936507936508,2.408501148223877,2.408501148223877,5,0,False,0.0281826392577701,0.0023290272766057388,0.08264049563646222,0.10698743701156746,-0.02002721109839451,0.00016127332979184054,0.003931923656004662
6,0.1,0.038621588639200295,2.589225444198885,0.6,1.553535266519331,0.015535352665193309,0.1553535266519331,2.3891308299440523,0.0019714132952383637,0.06799203888376895,0.0068189180768680035,0.010593429326421218,2.399724271334387,0.0044340097217151105,0.13134920634920635,2.4146265983581543,2.4146265983581543,5,1,False,,,,,,0.00016485105775895396,0.003777975582785379
7,0.1,0.038621588639200295,2.589225444198885,0.7,1.8124578109392195,0.018124578109392196,0.18124578109392198,2.370459320212806,0.001835292156724814,0.06484312939869558,0.006502665996891342,0.011785807567303953,2.3822450830686113,0.004971950991441563,0.14027777777777778,2.403106451034546,2.403106451034546,7,0,False,,,,,,0.00016739513005110758,0.0035031891777380507
8,0.1,0.038621588639200295,2.589225444198885,0.8,2.0713803553591084,0.020713803553591086,0.20713803553591084,2.3473800812653955,0.0016541888956589665,0.06221724297729499,0.006238266219755253,0.012921822068190102,2.3603019102920557,0.00550478474760865,0.1638888888888889,2.3868069648742676,2.3868069648742676,8,0,False,,,,,,0.00016838657670624702,0.0031399911998093075
9,0.1,0.038621588639200295,2.589225444198885,0.9,2.3303028997789967,0.02330302899778997,0.23303028997789968,2.3045650082488067,0.0015011630409754646,0.060056622366127584,0.006020674062812647,0.014029994598956916,2.3185949904167713,0.0060879144431764285,0.14722222222222223,2.378901481628418,2.378901481628418,9,0,False,,,,,,0.00016868192227753666,0.0028336441549897296
10,0.1,0.038621588639200295,2.589225444198885,1.0,2.589225444198885,0.02589225444198885,0.25892254441988855,2.2599918251398714,0.001368346658740481,0.058930636324283386,0.00590674719402948,0.015293900638485325,2.2752857717097115,0.006767237150310834,0.1672979797979798,2.3520467281341553,2.3520467281341553,10,0,False,0.04443171804721325,0.002030254988736651,0.04569382139532163,0.11831160499944618,-0.037748662758017394,0.00016966441689999278,0.002567028892691377
