epoch,target_grad_ratio,calibration_ratio_median,kappa,warmup_scale,regularizer_multiplier,effective_lambda_p2,effective_lambda_a1,train_task_loss,train_p2,train_a1,train_base_regularizer,train_weighted_regularizer,train_total_loss,train_weighted_reg_to_task_loss_ratio,val_wholecount_ba,val_wholecount_loss,val_objective_loss,last_progress_epoch,epochs_since_progress,early_stop_triggered,first_batch_task_hidden_grad_norm,first_batch_base_reg_hidden_grad_norm,first_batch_base_reg_to_task_hidden_grad_ratio,first_batch_effective_reg_to_task_hidden_grad_ratio,first_batch_task_reg_hidden_grad_cosine,train_p2_hidden_1,train_p2_hidden_2
1,0.05,0.02956961568858628,1.6909249185575228,0.1,0.16909249185575229,0.001690924918557523,0.01690924918557523,2.4925004463392773,0.00010088241172504809,0.0018841285425239913,0.00018942167836388896,3.202978371044524e-05,2.492532445723752,1.2850462577644558e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,0,False,0.004129106968756799,0.00011188200765223883,0.02709593345457081,0.004581718906991021,0.08020729888956998,0.00016467547289712159,3.7089349288135135e-05
2,0.05,0.02956961568858628,1.6909249185575228,0.2,0.33818498371150457,0.003381849837115046,0.03381849837115046,2.485130619879639,0.00010323061406105058,0.001816855391676629,0.00018271784485067704,6.179243054234129e-05,2.4851923793195243,2.4864862252324605e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,1,False,,,,,,0.00016707713163109967,3.938409575213487e-05
3,0.05,0.02956961568858628,1.6909249185575228,0.3,0.5072774755672568,0.0050727747556725674,0.05072774755672568,2.484709154513124,0.00010588933237753777,0.0018048755940380098,0.0001815464608834114,9.209443167354527e-05,2.4848011890089654,3.706447151219639e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,2,False,,,,,,0.00016965853632327566,4.212013025078926e-05
4,0.05,0.02956961568858628,1.6909249185575228,0.4,0.6763699674230091,0.006763699674230092,0.06763699674230092,2.483755297997322,0.00010767079973028309,0.0017265838910721359,0.00017373509853441116,0.00011750920249406479,2.483872816607792,4.731110290486897e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,3,False,,,,,,0.0001731614784915449,4.218012494512548e-05
5,0.05,0.02956961568858628,1.6909249185575228,0.5,0.8454624592787614,0.008454624592787615,0.08454624592787614,2.482635661369757,0.00011007185859223764,0.0016254681898297007,0.0001636475407584168,0.00013835784898415246,2.482774024986359,5.573022700713789e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,4,False,9.643160485742867e-05,6.494599779693443e-05,0.6734928646366013,0.5694129336423589,0.019828130063343476,0.00017875551469820407,4.1388204859410574e-05
6,0.05,0.02956961568858628,1.6909249185575228,0.6,1.0145549511345135,0.010145549511345135,0.10145549511345137,2.4822681676500227,0.00011340726498627022,0.0015395880919655148,0.00015509288263424636,0.00015735025401928472,2.4824255485337696,6.338970787682827e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,5,False,,,,,,0.00018687603008178368,3.993849523527097e-05
7,0.05,0.02956961568858628,1.6909249185575228,0.7,1.183647442990266,0.01183647442990266,0.1183647442990266,2.481144598552159,0.00011768023388379328,0.0014854521991960743,0.00014972202620850138,0.00017721808784787194,2.4813218334250524,7.14259410561099e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,6,False,,,,,,0.00019718042890206236,3.8180039513597896e-05
8,0.05,0.02956961568858628,1.6909249185575228,0.8,1.3527399348460183,0.013527399348460183,0.13527399348460184,2.4798804765724274,0.0001223335130157818,0.0013807617078203445,0.00013929950692506568,0.00018843600401020064,2.4800688723894075,7.598592181775144e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,7,False,,,,,,0.0002091816356389586,3.5485393323025086e-05
9,0.05,0.02956961568858628,1.6909249185575228,0.9,1.5218324267017707,0.015218324267017707,0.15218324267017708,2.47873630129737,0.0001286512199240671,0.0013463761114071342,0.00013592412657017873,0.00020685375130814683,2.478943153420742,8.345129379025902e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,8,False,,,,,,0.00022314805004977351,3.415439015214004e-05
10,0.05,0.02956961568858628,1.6909249185575228,1.0,1.6909249185575228,0.01690924918557523,0.16909249185575229,2.476102889302265,0.0001354149723383029,0.0013038029968570244,0.00013173444919118243,0.00022275306130342646,2.47632567320346,8.996114913714086e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,9,False,0.003072215252783208,6.360310217946887e-05,0.02070268420217268,0.035006684598480955,0.029888181286427676,0.00023818838986846267,3.264155410058442e-05
11,0.05,0.02956961568858628,1.6909249185575228,1.0,1.6909249185575228,0.01690924918557523,0.16909249185575229,2.4730445821601226,0.00014173970115932086,0.0012123657173273537,0.00012265397063432432,0.0002073986548369369,2.473251996475325,8.386369430339224e-05,0.08333333333333333,2.4849374294281006,2.485133647918701,1,10,False,,,,,,0.00025338526363741037,3.0094137679378335e-05
12,0.05,0.02956961568858628,1.6909249185575228,1.0,1.6909249185575228,0.01690924918557523,0.16909249185575229,2.471930225211454,0.00014900009839301817,0.0011448976876319943,0.00011597977376205562,0.00019611308801041198,2.4721263423433815,7.93360128090331e-05,0.08333333333333333,2.4849069118499756,2.4849066734313965,1,11,False,,,,,,0.0002700034181327718,2.7996781104673686e-05
13,0.05,0.02956961568858628,1.6909249185575228,1.0,1.6909249185575228,0.01690924918557523,0.16909249185575229,2.4706647272979945,0.00015746346842068795,0.001135561419666942,0.00011513077966222082,0.00019467750158667463,2.4708594139184474,7.879559676216398e-05,0.08333333333333333,2.484956979751587,2.485133647918701,1,12,False,,,,,,0.0002883745322529733,2.655240324842415e-05
14,0.05,0.02956961568858628,1.6909249185575228,1.0,1.6909249185575228,0.01690924918557523,0.16909249185575229,2.4696078378444284,0.00016597400606460004,0.0011562109374234424,0.00011728083362791643,0.00019831308270900762,2.469806164349213,8.030144692207616e-05,0.08333333333333333,2.4851267337799072,2.4864962100982666,1,13,False,,,,,,0.00030616286310700705,2.578514879051453e-05
