epoch,target_grad_ratio,calibration_ratio_median,kappa,warmup_scale,regularizer_multiplier,effective_lambda_p2,effective_lambda_a1,train_task_loss,train_p2,train_a1,train_base_regularizer,train_weighted_regularizer,train_total_loss,train_weighted_reg_to_task_loss_ratio,val_wholecount_ba,val_wholecount_loss,val_objective_loss,last_progress_epoch,epochs_since_progress,early_stop_triggered,first_batch_task_hidden_grad_norm,first_batch_base_reg_hidden_grad_norm,first_batch_base_reg_to_task_hidden_grad_ratio,first_batch_effective_reg_to_task_hidden_grad_ratio,first_batch_task_reg_hidden_grad_cosine,train_p2_hidden_1,train_p2_hidden_2
1,0.05,0.17299888089297394,0.2890192106556608,0.1,0.028901921065566077,0.0002890192106556608,0.002890192106556608,2.4847866516310253,0.0001056265104119225,0.001742950902302812,0.00017535136049820138,5.067991204701815e-06,2.4847917351583195,2.0396081898520998e-06,0.08333333333333333,2.4849367141723633,2.4849367141723633,1,0,False,0.0007510386114944179,0.00015542995028997524,0.20695334156082928,0.005981349142046223,0.34518994993586344,0.00017649994176458214,3.4753081927067165e-05
2,0.05,0.17299888089297394,0.2890192106556608,0.2,0.057803842131132155,0.0005780384213113216,0.005780384213113216,2.4826057104974115,0.00010675734919930685,0.0017011396616149097,0.00017118153969593756,9.89495096473234e-06,2.4826156756553717,3.985711836113436e-06,0.09027777777777778,2.4844748973846436,2.4844748973846436,2,0,False,,,,,,0.00017849767895510802,3.501701747110753e-05
3,0.05,0.17299888089297394,0.2890192106556608,0.3,0.08670576319669823,0.0008670576319669823,0.008670576319669823,2.4802186608109333,0.0001103218650417691,0.0018576959257451705,0.00018687281383300864,1.6202950324181336e-05,2.4802348244415913,6.532871710143336e-06,0.08333333333333333,2.48503041267395,2.48503041267395,2,1,False,,,,,,0.00018161929066440414,3.902444422802857e-05
4,0.05,0.17299888089297394,0.2890192106556608,0.4,0.11560768426226431,0.0011560768426226431,0.011560768426226432,2.4774793429547044,0.00011623500791825546,0.002249623298574489,0.00022612467949982353,2.6141751099791835e-05,2.4775055497115326,1.0551753407806228e-05,0.08333333333333333,2.4849205017089844,2.4849205017089844,2,2,False,,,,,,0.00018498275259997785,4.748725926042887e-05
5,0.05,0.17299888089297394,0.2890192106556608,0.5,0.1445096053278304,0.001445096053278304,0.014450960532783039,2.4709159166595405,0.0001211692074908059,0.00258238082783691,0.000259449778366337,3.749298221025321e-05,2.470953416496054,1.5173718359846255e-05,0.08333333333333333,2.485304832458496,2.485304832458496,2,3,False,0.002435349068282678,0.00017679614807677088,0.07259581403722189,0.010490792434971504,-0.14630253097478274,0.00018767437672906952,5.466404065698956e-05
6,0.05,0.17299888089297394,0.2890192106556608,0.6,0.17341152639339646,0.0017341152639339646,0.017341152639339646,2.464869748294456,0.00012530360560024256,0.0028956079488482306,0.0002908138412999858,5.043047413812219e-05,2.4649201998817327,2.0459691297285422e-05,0.08333333333333333,2.4848546981811523,2.4848546981811523,2,4,False,,,,,,0.00019032864025597606,6.0278568477445986e-05
7,0.05,0.17299888089297394,0.2890192106556608,0.7,0.20231344745896254,0.0020231344745896256,0.020231344745896256,2.4559401128049974,0.00013121964408244246,0.0034692064793251467,0.00034823284821870146,7.04521898492023e-05,2.456010490604604,2.8686444543933483e-05,0.08333333333333333,2.488797903060913,2.488797903060913,2,5,False,,,,,,0.00019463086693119675,6.78084220977864e-05
8,0.05,0.17299888089297394,0.2890192106556608,0.8,0.23121536852452862,0.0023121536852452862,0.023121536852452863,2.4465722372938146,0.0001408172830544162,0.004306584703231074,0.0004320666498525418,9.990045048914394e-05,2.446672115801944,4.0832822741275415e-05,0.08333333333333333,2.492758274078369,2.492758274078369,2,6,False,,,,,,0.00020120543242522744,8.04291338088366e-05
9,0.05,0.17299888089297394,0.2890192106556608,0.9,0.2601172895900947,0.0026011728959009473,0.026011728959009474,2.437892160399235,0.0001531103249322086,0.0053173095374985276,0.0005332620839689331,0.0001387106886214902,2.4380308949803733,5.689779510131187e-05,0.08333333333333333,2.489340305328369,2.489340305328369,2,7,False,,,,,,0.0002083943466439109,9.782629841161177e-05
10,0.05,0.17299888089297394,0.2890192106556608,1.0,0.2890192106556608,0.002890192106556608,0.028901921065566077,2.4292735680040107,0.00016536303438613329,0.006222805671919644,0.000623934194541788,0.00018032895818993083,2.4294539109359716,7.423163885905875e-05,0.07142857142857142,2.4885199069976807,2.4885199069976807,2,8,False,0.0048034531415602245,0.0003040102989105703,0.06328994786692636,0.01829201077493698,-0.15159203510412272,0.00021487974964796362,0.00011584631752133812
