epoch,target_grad_ratio,calibration_ratio_median,kappa,warmup_scale,regularizer_multiplier,effective_lambda_p2,effective_lambda_a1,train_task_loss,train_p2,train_a1,train_base_regularizer,train_weighted_regularizer,train_total_loss,train_weighted_reg_to_task_loss_ratio,val_wholecount_ba,val_wholecount_loss,val_objective_loss,last_progress_epoch,epochs_since_progress,early_stop_triggered,first_batch_task_hidden_grad_norm,first_batch_base_reg_hidden_grad_norm,first_batch_base_reg_to_task_hidden_grad_ratio,first_batch_effective_reg_to_task_hidden_grad_ratio,first_batch_task_reg_hidden_grad_cosine,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3
1,0.05,0.011528123895483803,4.337219174022561,0.1,0.43372191740225613,0.004337219174022562,0.043372191740225614,2.529371385525098,0.00031323169602326433,0.009993812029222716,0.001002513559891004,0.0004348121277896588,2.529806191662708,0.00017190521339727725,0.09722222222222222,2.4708733558654785,2.4708733558654785,1,0,False,0.023220936681982413,0.00025069409969788567,0.010796037349018923,0.004682478019362857,0.1761934376917721,0.00017644160363735814,3.6918641334133486e-05,0.0007263348368116736
2,0.05,0.011528123895483803,4.337219174022561,0.2,0.8674438348045123,0.008674438348045124,0.08674438348045123,2.4574662826557785,0.0002953942157123751,0.008763866750731833,0.0008793406508279493,0.0007627786390832826,2.458229019391557,0.0003103923111648756,0.10416666666666667,2.46742844581604,2.46742844581604,2,0,False,,,,,,0.00017643285212555834,3.46201879450536e-05,0.0006751296224261726
3,0.05,0.011528123895483803,4.337219174022561,0.3,1.3011657522067683,0.013011657522067684,0.13011657522067685,2.4381535578512694,0.00030414133148128406,0.008434128627764532,0.0008464542505284852,0.0011013772379905114,2.4392549347344037,0.00045172595238880225,0.09722222222222222,2.466787338256836,2.466787338256836,3,0,False,,,,,,0.00017748180957769146,3.4185993280298823e-05,0.0007007561568747854
4,0.05,0.011528123895483803,4.337219174022561,0.4,1.7348876696090245,0.017348876696090247,0.17348876696090246,2.414400254592633,0.0003020929699559678,0.007856081404183028,0.0007886290787671101,0.0013681829293064529,2.4157684120171656,0.0005666761038083547,0.09027777777777778,2.464219093322754,2.464219093322754,4,0,False,,,,,,0.00017793582079201944,3.2491238508052905e-05,0.0006958518479129207
5,0.05,0.011528123895483803,4.337219174022561,0.5,2.1686095870112805,0.021686095870112804,0.21686095870112806,2.3933746363332884,0.00030335650070796425,0.00777286156954279,0.0007803197451201933,0.001692208929929927,2.3950668337423093,0.0007070388831906545,0.09027777777777778,2.4652462005615234,2.4652462005615234,4,1,False,0.007045468037213805,0.0001376535687415798,0.019537888471638877,0.042370052249553244,0.10670928463642163,0.00017928368961073863,3.23367777799269e-05,0.0006984490457410874
6,0.05,0.011528123895483803,4.337219174022561,0.6,2.6023315044135367,0.026023315044135367,0.2602331504413537,2.380522933966527,0.00030169846670759806,0.0076903506052294,0.0007720520561993789,0.00200913529386247,2.3825320302927144,0.0008439890518150836,0.09027777777777778,2.4721243381500244,2.4721243381500244,4,2,False,,,,,,0.00018207079634449498,3.2799032992357146e-05,0.000690225580316069
7,0.05,0.011528123895483803,4.337219174022561,0.7,3.0360534218157924,0.030360534218157924,0.30360534218157925,2.370389706912016,0.0003140470090265291,0.007986293578273561,0.0008017698337128402,0.002434216036177569,2.3728239158755122,0.0010269265130030884,0.09027777777777778,2.4689066410064697,2.4689066410064697,4,3,False,,,,,,0.00018629757336800895,3.442693464742515e-05,0.0007214165230966117
8,0.05,0.011528123895483803,4.337219174022561,0.8,3.469775339218049,0.034697753392180494,0.3469775339218049,2.3534344510654575,0.0003089617876114168,0.008029617742665767,0.0008060514066619205,0.002796817359133029,2.3562312388789426,0.0011883982398009179,0.09027777777777778,2.469651699066162,2.469651699066162,4,4,False,,,,,,0.00019051417336809625,3.485944812766035e-05,0.0007015117432200991
9,0.05,0.011528123895483803,4.337219174022561,0.9,3.903497256620305,0.03903497256620305,0.3903497256620305,2.344394016594156,0.00028291981200015946,0.007250229481819267,0.0007278521498344621,0.002841168871909226,2.3472352237176155,0.0012118990458936441,0.09722222222222222,2.4690887928009033,2.4690887928009033,4,5,False,,,,,,0.0001934765270386587,3.219824097031209e-05,0.0006230846503244556
10,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.335949361837259,0.00026884851448501186,0.006969589906746262,0.0006996474671418011,0.003034524507972888,2.3389838464083645,0.0012990540623646863,0.10416666666666667,2.463663339614868,2.463663339614868,10,0,False,0.008620264412739533,0.00017028000782545272,0.01975345530861013,0.08567506511770161,-0.14559837112059051,0.00019825686976251877,3.0531737902430134e-05,0.0005777569395219891
11,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.3291578658066188,0.0002631186751092555,0.0067456323355308085,0.0006771944304960242,0.0029371407611548848,2.3320949779320093,0.0012610312097233965,0.10416666666666667,2.462902307510376,2.462902307510376,11,0,False,,,,,,0.00020525859332829393,2.9183511046485144e-05,0.0005549139071900314
12,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.319914077522422,0.0002644373960159847,0.0068260139397789505,0.0006852457876895873,0.0029720612096306893,2.322886173983654,0.0012811083127719691,0.11111111111111112,2.4556374549865723,2.4556374549865723,12,0,False,,,,,,0.00021372949097905848,2.9779689638653415e-05,0.0005498030152822654
13,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.3084093793944525,0.00026306705731195647,0.0067595999516392846,0.0006785906924226557,0.0029431966204747635,2.3113526181797153,0.0012749890235010351,0.125,2.4473633766174316,2.4473633766174316,13,0,False,,,,,,0.00022335396996934107,2.9848637965507004e-05,0.0005359985636628959
14,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.301872650645481,0.0002668003312018724,0.006777796830193311,0.0006804476793063564,0.0029512507181370987,2.30482388609658,0.0012821085985402025,0.11805555555555557,2.4459102153778076,2.4459102153778076,14,0,False,,,,,,0.000233697456761749,3.0067022088871028e-05,0.0005366365109103862
15,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.2987306454505854,0.0002564232462412788,0.006690666472247566,0.0006716308979840113,0.00291301041565797,2.3016436280564063,0.0012672256409958708,0.1111111111111111,2.4529383182525635,2.4529383182525635,14,1,False,,,,,,0.00024462254500944686,2.924686712366144e-05,0.0004954003066100219
16,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.296719622488892,0.000245481334977724,0.006385657518762268,0.0006410205936024892,0.0027802468653409236,2.299499877348619,0.001210529503957495,0.10416666666666667,2.4499897956848145,2.4499897956848145,14,2,False,,,,,,0.0002558166850955352,2.776571266101064e-05,0.000452861608867253
17,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.2938828410872496,0.000245858394487147,0.006311260380985764,0.0006335846112564962,0.0027479953585407358,2.296630807259407,0.001197966744124668,0.1111111111111111,2.447579860687256,2.447579860687256,14,3,False,,,,,,0.0002682390093315303,2.775099383706785e-05,0.00044158519535820784
18,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.293907691607582,0.0002496371247531949,0.00636516788031861,0.0006390131705219372,0.0027715402459741766,2.2966792702469685,0.0012082178616489435,0.10416666666666667,2.449770212173462,2.449770212173462,14,4,False,,,,,,0.0002811145500368928,2.772874675761057e-05,0.0004400680685298046
19,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.2906756384647653,0.00024838009532605155,0.006227246067276715,0.000625208418096196,0.0027116659580667386,2.2933873170008963,0.0011837843440305348,0.10416666666666667,2.4550621509552,2.4550621509552,14,5,False,,,,,,0.00029461929747328264,2.717821407181693e-05,0.00042334274929750187
20,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.2838356970920004,0.00025702313820169455,0.006484471053917365,0.0006510173280165561,0.0028236048330557684,2.286659287093223,0.001236343243365122,0.11111111111111112,2.4532814025878906,2.4532814025878906,14,6,False,0.007363706747497047,0.0001588615597315067,0.02157358585545308,0.09356937022469301,-0.03785997811977221,0.0003087239349164748,2.7788951014553873e-05,0.0004345565247762205
21,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.281518307076879,0.000252701199492087,0.006349014680152967,0.0006374284795769162,0.002764667038887534,2.284282997840448,0.0012117663182066127,0.10416666666666667,2.4519927501678467,2.4519927501678467,14,7,False,,,,,,0.0003223619989352701,2.7047003536319228e-05,0.00040869461913495335
22,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.280174822076873,0.0002487711489690298,0.006225562399564224,0.0006250439617677036,0.0027109526679650743,2.2828858391142957,0.0011889231657666633,0.09722222222222221,2.456721544265747,2.456721544265747,14,8,False,,,,,,0.0003361674466470125,2.5679626791982828e-05,0.00038446637316127654
23,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.276108867330108,0.0002581962831260271,0.00633671553965767,0.0006362535219748541,0.002759570962783084,2.2788683855184795,0.001212407280860902,0.10416666666666667,2.4608490467071533,2.4608490467071533,14,9,False,,,,,,0.00035125385282004954,2.599977325062887e-05,0.00039733523258393574
24,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.269217091460236,0.000263689470277232,0.006330128429736461,0.000635649749537106,0.002756952324548733,2.2719740818371665,0.0012149354660353983,0.10416666666666667,2.4548308849334717,2.4548308849334717,14,10,False,,,,,,0.0003655954071147473,2.596345164204175e-05,0.00039950954361551034
25,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.266378361674061,0.00025952282590008534,0.006087881759796516,0.0006113834253339203,0.0026517039186540804,2.2690300801945225,0.0011700181944445493,0.10416666666666667,2.4542391300201416,2.4542391300201416,14,11,False,,,,,,0.00037766931051141526,2.4941294685115543e-05,0.0003759578640192824
26,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.2676491852266243,0.00025304016394087027,0.005816599296441177,0.0005841903345821275,0.0025337615508021923,2.270183003913105,0.0011173516465021345,0.09722222222222221,2.4583775997161865,2.4583775997161865,14,12,False,,,,,,0.00038975706998629114,2.3858075725383938e-05,0.0003455053619589984
27,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.2656504943736038,0.0002562750480338136,0.005762448990412967,0.0005788076534729432,0.0025104156930942133,2.2681608635053783,0.001108033078945074,0.09722222222222221,2.456947088241577,2.456947088241577,14,13,False,,,,,,0.00040362705266192917,2.3716237205800017e-05,0.00034148183940002527
28,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.2611643886402018,0.00026732477944656056,0.005936955832339272,0.0005963688391992557,0.0025865823858403146,2.2637510119124657,0.0011439161163314666,0.10416666666666667,2.4614272117614746,2.4614272117614746,14,14,False,,,,,,0.0004184482976427164,2.435979060524373e-05,0.0003591662512829875
29,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.2610086208776843,0.00026772715635806093,0.005898064744567399,0.0005924837770366885,0.002569732018193413,2.2635783775743232,0.001136542335338769,0.09722222222222221,2.460646867752075,2.460646867752075,14,15,False,,,,,,0.0004310262022402118,2.3725017201533723e-05,0.00034843026876783004
30,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.261978859335133,0.00027065530939611947,0.005802645841725619,0.0005829711570408477,0.0025284736789522528,2.26450728221112,0.0011178149028746676,0.10416666666666667,2.4590797424316406,2.4590797424316406,14,16,False,0.0066798992913029,0.0001433676968046257,0.021462553633299186,0.09308779914183281,-0.1974167543102737,0.00044217582999627635,2.3202182571074574e-05,0.0003465879231020319
31,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.2624058817832275,0.000275964122403833,0.005833016477666295,0.0005860612924064858,0.0025418763537450395,2.2649477303746237,0.0011235279992030138,0.10416666666666667,2.458463668823242,2.458463668823242,14,17,False,,,,,,0.00045364720771119655,2.326220709715009e-05,0.0003509829333272447
32,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.258051853787263,0.00028785500578660834,0.005985751784151731,0.0006014537548112544,0.0026086367624242775,2.260660525648606,0.0011552599016045643,0.09722222222222221,2.4565205574035645,2.4565205574035645,14,18,False,,,,,,0.00046756883430745127,2.392386108325881e-05,0.0003720723215683737
33,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.2520718611456236,0.0002899735508985151,0.005924640150449003,0.0005953637505869466,0.0025822230568235795,2.2546541038355605,0.0011465988725199952,0.1111111111111111,2.458789110183716,2.458789110183716,14,19,False,,,,,,0.0004789827843541327,2.3951282783697173e-05,0.0003669865817945048
34,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.255068203668381,0.0002859911402301116,0.00567589405597077,0.0005704493178920291,0.002474163747881499,2.257542351642287,0.0010971569480057008,0.09722222222222221,2.4571011066436768,2.4571011066436768,14,20,False,,,,,,0.0004895433645075101,2.3171175240215214e-05,0.0003452589125260262
35,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.250518593238266,0.000290759186760928,0.005631931789745152,0.0005661007727210998,0.0024553031653403055,2.252973906554782,0.0010909943924557297,0.09722222222222221,2.4586076736450195,2.4586076736450195,14,21,False,,,,,,0.0005016613228882947,2.323045292399341e-05,0.00034738583388063487
36,0.05,0.011528123895483803,4.337219174022561,1.0,4.337219174022561,0.04337219174022561,0.43372191740225613,2.247232421540147,0.0002966107623876039,0.005690517597278763,0.0005720178785023765,0.002480966947081526,2.249713393373867,0.0011040099472137323,0.1111111111111111,2.445827007293701,2.445827007293701,14,22,False,,,,,,0.0005155646301511028,2.3517036479680396e-05,0.0003507506402779255
