mean_embedding_cosine_similarity,median_embedding_cosine_similarity,mean_embedding_cosine_distance,median_embedding_cosine_distance,prediction_agreement
0.9663281500903427,0.9697458264638419,0.03367184990965717,0.030254173536158113,0.6220472440944882
