pi,si,user,label,valid,pad,source_trial,sample_id,y,cv_fold
39,44,user_20,K,122,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_44,9,0
39,45,user_20,B,147,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_45,1,1
39,46,user_20,L,75,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_46,10,1
39,53,user_20,H,109,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_53,6,4
39,54,user_20,X,85,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_54,11,1
39,55,user_20,J,77,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_55,8,4
39,56,user_20,C,72,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_56,2,0
39,60,user_20,G,116,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_60,5,3
39,61,user_20,E,149,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_61,4,1
39,63,user_20,I,51,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_63,7,3
3,28,user_3,J,57,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_28,8,3
3,29,user_3,B,102,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_29,1,2
3,30,user_3,X,70,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_30,11,3
3,31,user_3,E,114,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_31,4,0
3,35,user_3,G,109,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_35,5,0
3,39,user_3,C,72,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_39,2,1
3,41,user_3,I,93,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_41,7,2
3,42,user_3,D,95,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_42,3,2
3,43,user_3,H,102,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_43,6,2
3,46,user_3,A,109,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_46,0,0
3,48,user_3,K,108,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_48,9,1
3,50,user_3,A,104,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_50,0,4
3,51,user_3,G,114,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_51,5,4
3,53,user_3,H,102,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_53,6,4
3,56,user_3,E,115,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_56,4,2
3,58,user_3,D,95,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_58,3,4
3,60,user_3,J,58,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_60,8,4
3,61,user_3,I,91,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_61,7,4
3,62,user_3,B,119,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_62,1,1
3,65,user_3,X,86,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_65,11,2
3,67,user_3,K,103,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_67,9,3
3,70,user_3,C,70,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_70,2,2
3,72,user_3,L,61,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_72,10,4
3,99,user_3,K,108,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_99,9,0
3,100,user_3,X,94,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_100,11,4
3,103,user_3,C,76,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_103,2,0
3,104,user_3,A,119,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_104,0,2
3,105,user_3,L,77,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_105,10,1
3,106,user_3,H,110,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_106,6,1
3,110,user_3,B,126,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_110,1,3
3,111,user_3,I,98,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_111,7,0
3,114,user_3,G,113,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_114,5,1
3,117,user_3,E,125,256,user_3/action_0/user_3_action_0,user_3/action_0/user_3_action_0/segment_117,4,0
23,25,user_3,J,67,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_25,8,0
23,26,user_3,B,122,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_26,1,0
23,27,user_3,X,81,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_27,11,1
23,28,user_3,E,121,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_28,4,4
23,32,user_3,G,119,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_32,5,3
23,36,user_3,C,75,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_36,2,4
23,38,user_3,I,95,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_38,7,1
23,39,user_3,D,93,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_39,3,3
23,40,user_3,H,103,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_40,6,1
23,43,user_3,A,90,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_43,0,1
23,45,user_3,K,91,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_45,9,0
23,70,user_3,H,83,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_70,6,3
23,73,user_3,E,93,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_73,4,3
23,75,user_3,D,83,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_75,3,1
23,77,user_3,J,59,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_77,8,1
23,78,user_3,I,86,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_78,7,2
23,79,user_3,B,103,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_79,1,4
23,82,user_3,X,72,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_82,11,0
23,84,user_3,K,82,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_84,9,4
23,87,user_3,C,63,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_87,2,3
23,89,user_3,L,57,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_89,10,0
23,93,user_3,K,100,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_93,9,2
23,96,user_3,C,64,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_96,2,3
23,97,user_3,A,100,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_97,0,3
23,98,user_3,L,69,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_98,10,2
23,99,user_3,H,104,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_99,6,0
23,103,user_3,B,113,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_103,1,4
23,104,user_3,I,90,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_104,7,3
23,107,user_3,G,104,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_107,5,2
23,110,user_3,E,106,256,user_3/action_1/user_3_action_1,user_3/action_1/user_3_action_1/segment_110,4,1
4,24,user_4,L,69,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_24,10,4
4,27,user_4,J,85,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_27,8,1
4,28,user_4,B,114,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_28,1,0
4,29,user_4,X,96,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_29,11,0
4,30,user_4,E,116,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_30,4,3
4,34,user_4,G,112,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_34,5,0
4,38,user_4,C,117,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_38,2,0
4,40,user_4,I,75,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_40,7,2
4,41,user_4,D,93,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_41,3,1
4,42,user_4,H,127,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_42,6,3
4,45,user_4,A,117,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_45,0,1
4,47,user_4,K,104,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_47,9,2
4,71,user_4,G,108,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_71,5,3
4,73,user_4,H,107,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_73,6,0
4,76,user_4,E,117,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_76,4,1
4,78,user_4,D,96,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_78,3,0
4,80,user_4,J,75,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_80,8,2
4,81,user_4,I,59,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_81,7,1
4,82,user_4,B,105,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_82,1,2
4,85,user_4,X,94,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_85,11,2
4,87,user_4,K,110,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_87,9,4
4,90,user_4,C,62,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_90,2,2
4,92,user_4,L,67,256,user_4/action_0/user_4_action_0,user_4/action_0/user_4_action_0/segment_92,10,1
24,25,user_4,J,71,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_25,8,3
24,26,user_4,B,111,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_26,1,4
24,27,user_4,X,90,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_27,11,3
24,28,user_4,E,110,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_28,4,2
24,32,user_4,G,110,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_32,5,1
24,36,user_4,C,116,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_36,2,3
24,38,user_4,I,83,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_38,7,3
24,39,user_4,D,94,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_39,3,4
24,40,user_4,H,103,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_40,6,2
24,43,user_4,A,109,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_43,0,0
24,45,user_4,K,114,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_45,9,0
24,70,user_4,G,102,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_70,5,2
24,72,user_4,H,100,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_72,6,4
24,75,user_4,E,113,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_75,4,4
24,77,user_4,D,90,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_77,3,3
24,79,user_4,J,65,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_79,8,0
24,80,user_4,I,65,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_80,7,4
24,81,user_4,B,114,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_81,1,1
24,84,user_4,K,84,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_84,9,1
24,87,user_4,C,73,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_87,2,4
24,89,user_4,L,68,256,user_4/action_1/user_4_action_1,user_4/action_1/user_4_action_1/segment_89,10,3
5,28,user_5,J,68,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_28,8,4
5,29,user_5,B,101,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_29,1,0
5,30,user_5,X,77,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_30,11,0
5,31,user_5,E,92,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_31,4,4
5,35,user_5,G,86,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_35,5,2
5,39,user_5,C,58,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_39,2,3
5,41,user_5,I,92,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_41,7,3
5,42,user_5,D,79,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_42,3,2
5,43,user_5,H,96,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_43,6,2
5,46,user_5,A,89,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_46,0,0
5,48,user_5,K,73,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_48,9,0
5,76,user_5,I,102,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_76,7,4
5,77,user_5,H,97,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_77,6,1
5,82,user_5,B,109,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_82,1,4
5,83,user_5,L,69,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_83,10,3
5,85,user_5,D,88,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_85,3,3
5,86,user_5,J,81,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_86,8,1
5,87,user_5,E,103,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_87,4,1
5,88,user_5,A,99,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_88,0,4
5,91,user_5,X,82,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_91,11,3
5,95,user_5,C,63,256,user_5/action_0/user_5_action_0,user_5/action_0/user_5_action_0/segment_95,2,0
25,25,user_5,J,81,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_25,8,3
25,26,user_5,B,126,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_26,1,1
25,27,user_5,X,97,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_27,11,4
25,28,user_5,E,129,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_28,4,0
25,32,user_5,G,102,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_32,5,1
25,36,user_5,C,86,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_36,2,1
25,38,user_5,I,170,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_38,7,0
25,39,user_5,D,121,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_39,3,1
25,40,user_5,H,142,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_40,6,4
25,43,user_5,A,145,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_43,0,2
25,45,user_5,K,129,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_45,9,3
25,73,user_5,I,138,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_73,7,1
25,74,user_5,H,131,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_74,6,0
25,79,user_5,B,131,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_79,1,2
25,80,user_5,L,84,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_80,10,1
25,82,user_5,D,105,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_82,3,4
25,83,user_5,J,89,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_83,8,2
25,84,user_5,E,120,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_84,4,3
25,85,user_5,A,120,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_85,0,3
25,88,user_5,X,96,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_88,11,2
25,92,user_5,C,77,256,user_5/action_1/user_5_action_1,user_5/action_1/user_5_action_1/segment_92,2,2
6,24,user_6,J,46,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_24,8,4
6,25,user_6,B,77,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_25,1,0
6,26,user_6,X,58,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_26,11,2
6,27,user_6,E,88,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_27,4,2
6,31,user_6,G,112,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_31,5,4
6,35,user_6,C,60,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_35,2,0
6,37,user_6,I,49,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_37,7,3
6,38,user_6,D,83,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_38,3,1
6,39,user_6,H,87,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_39,6,3
6,42,user_6,A,84,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_42,0,0
6,44,user_6,K,71,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_44,9,0
6,48,user_6,G,113,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_48,5,1
6,50,user_6,J,52,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_50,8,2
6,52,user_6,D,78,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_52,3,0
6,55,user_6,E,94,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_55,4,0
6,56,user_6,H,87,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_56,6,4
6,57,user_6,B,102,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_57,1,1
6,58,user_6,L,55,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_58,10,2
6,59,user_6,A,131,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_59,0,3
6,60,user_6,K,80,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_60,9,3
6,63,user_6,I,62,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_63,7,0
6,87,user_6,H,75,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_87,6,2
6,90,user_6,E,94,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_90,4,3
6,92,user_6,D,79,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_92,3,3
6,94,user_6,J,57,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_94,8,3
6,95,user_6,I,50,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_95,7,4
6,96,user_6,B,124,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_96,1,4
6,98,user_6,X,62,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_98,11,1
6,100,user_6,K,86,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_100,9,4
6,102,user_6,C,54,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_102,2,2
6,104,user_6,L,54,256,user_6/action_0/user_6_action_0,user_6/action_0/user_6_action_0/segment_104,10,0
26,18,user_6,B,99,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_18,1,2
26,19,user_6,X,59,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_19,11,3
26,20,user_6,E,93,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_20,4,1
26,27,user_6,C,56,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_27,2,4
26,29,user_6,I,48,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_29,7,1
26,30,user_6,D,70,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_30,3,4
26,31,user_6,H,88,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_31,6,0
26,33,user_6,A,81,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_33,0,1
26,35,user_6,K,76,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_35,9,2
26,77,user_6,H,76,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_77,6,1
26,80,user_6,E,83,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_80,4,4
26,82,user_6,D,66,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_82,3,2
26,84,user_6,J,46,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_84,8,0
26,85,user_6,I,44,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_85,7,2
26,86,user_6,B,87,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_86,1,3
26,88,user_6,X,55,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_88,11,4
26,90,user_6,K,92,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_90,9,1
26,93,user_6,C,53,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_93,2,1
26,95,user_6,L,53,256,user_6/action_1/user_6_action_1,user_6/action_1/user_6_action_1/segment_95,10,3
7,50,user_7,C,96,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_50,2,4
7,52,user_7,G,158,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_52,5,4
7,54,user_7,J,87,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_54,8,4
7,56,user_7,D,128,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_56,3,3
7,59,user_7,E,164,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_59,4,3
7,60,user_7,H,146,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_60,6,2
7,61,user_7,B,169,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_61,1,3
7,62,user_7,L,89,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_62,10,2
7,63,user_7,A,147,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_63,0,0
7,64,user_7,K,141,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_64,9,4
7,68,user_7,I,67,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_68,7,2
7,93,user_7,A,149,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_93,0,2
7,95,user_7,D,128,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_95,3,2
7,97,user_7,K,130,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_97,9,3
7,98,user_7,B,158,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_98,1,0
7,99,user_7,L,97,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_99,10,0
7,106,user_7,H,170,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_106,6,4
7,107,user_7,X,120,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_107,11,3
7,108,user_7,J,90,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_108,8,3
7,109,user_7,C,93,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_109,2,0
7,113,user_7,G,136,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_113,5,0
7,114,user_7,E,165,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_114,4,2
7,116,user_7,I,71,256,user_7/action_0/user_7_action_0,user_7/action_0/user_7_action_0/segment_116,7,0
27,24,user_7,J,85,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_24,8,1
27,25,user_7,B,136,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_25,1,2
27,26,user_7,X,97,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_26,11,1
27,27,user_7,E,133,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_27,4,0
27,31,user_7,G,112,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_31,5,1
27,35,user_7,C,86,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_35,2,3
27,37,user_7,I,61,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_37,7,4
27,38,user_7,D,147,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_38,3,1
27,39,user_7,H,132,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_39,6,3
27,42,user_7,A,141,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_42,0,3
27,44,user_7,K,129,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_44,9,2
27,70,user_7,C,86,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_70,2,1
27,72,user_7,G,123,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_72,5,2
27,74,user_7,J,90,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_74,8,0
27,76,user_7,D,137,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_76,3,4
27,79,user_7,E,155,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_79,4,1
27,80,user_7,H,136,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_80,6,1
27,81,user_7,B,145,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_81,1,1
27,82,user_7,L,85,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_82,10,1
27,83,user_7,A,139,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_83,0,4
27,84,user_7,K,126,256,user_7/action_1/user_7_action_1,user_7/action_1/user_7_action_1/segment_84,9,0
