method,fixed250_fusion_gain_over_best_single_mean,fixed250_fusion_gain_over_best_single_std,l1whole_l2fixed250_gain_over_l2fixed250_mean,l1whole_l2fixed250_gain_over_l2fixed250_std,reverse_mixed_gain_over_best_component_mean,reverse_mixed_gain_over_best_component_std,whole_fusion_gain_over_best_single_mean,whole_fusion_gain_over_best_single_std
l2_only_count,-0.008119195619195626,0.0033193204518653764,-0.0021621896621896917,0.012821042758006905,-0.013576007326007333,0.004224244043485883,0.012610768860768931,0.031067671841392672
l1_l2_timeshared_count,-0.031027768527768524,0.033974930163106265,-0.008324314574314576,0.03585282659289173,0.011727392977392984,0.008603738812398216,0.01655612905612906,0.04989728911853752
l1_fixed250_l2_whole_count,0.020374301624301577,0.019942775759890258,0.025139212639212666,0.008479530387808446,0.0408004033004033,0.04317840449417416,0.0003376253376253617,0.031036912208147645
l1_capacity_no_phase_l2_whole_count,-0.01009430384430382,0.019627614935133954,0.011913780663780682,0.07447857890442001,0.005825193325193341,0.022880761079778905,-0.004153947903947908,0.013363197342700089
