method,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,std_pairwise_cosine_mean,std_pairwise_cosine_std,mean_adjacent_cosine_mean,mean_adjacent_cosine_std,between_bin_weight_rms_mean,between_bin_weight_rms_std
l1_fixed250_l2_whole_count,0.1057372799103719,0.011335408406126667,0.1251725503910851,0.004396042078605915,0.24737026089593103,0.018596918676227783,0.03325771199433471,0.0056350845340605495
l1_capacity_no_phase_l2_whole_count,0.9097990218141078,0.013188136120953356,0.0027817688674405326,0.00020387838984532944,0.9099313667822221,0.012484648426892274,0.012343391171168087,4.9613639747753905e-05
