method,seed,epoch,train_ba,val_ba,train_loss,val_loss
l2_only_count,23,4.0,0.133826902918884,0.0851190476190476,2.455450174114996,2.4091479778289795
l2_only_count,23,5.0,0.1434381999319106,0.1039682539682539,2.37315111193107,2.391502141952514
l2_only_count,23,6.0,0.1401833821605834,0.1164682539682539,2.3042198462658616,2.368091583251953
l2_only_count,23,7.0,0.1635934504291422,0.1164682539682539,2.267356433474464,2.364963293075561
l2_only_count,23,8.0,0.1855213764804959,0.1115079365079365,2.223015459802598,2.365365505218506
l2_only_count,23,9.0,0.1904602067134438,0.104563492063492,2.197271134890295,2.3752267360687256
l2_only_count,23,10.0,0.2085193248400795,0.1317460317460317,2.161548787673451,2.35795259475708
l2_only_count,23,11.0,0.2345526299156077,0.1164682539682539,2.12604667233518,2.363434314727783
l2_only_count,23,12.0,0.2420443360916908,0.1317460317460317,2.095389092440449,2.3871371746063232
l2_only_count,23,13.0,0.2480154021910866,0.1134920634920634,2.0587269020573,2.3654260635375977
l2_only_count,23,14.0,0.2639229652824762,0.1371031746031746,2.0225127518895163,2.374828577041626
l2_only_count,23,15.0,0.2780309226911195,0.1287698412698412,1.988085275467825,2.3771073818206787
l2_only_count,23,16.0,0.29296146116143,0.1273809523809524,1.9654159166316365,2.374938488006592
l2_only_count,23,17.0,0.3063293892470329,0.1378968253968253,1.9361730321549304,2.3819406032562256
l2_only_count,23,18.0,0.3089130753269241,0.1392857142857142,1.8960496417011123,2.3891618251800537
l2_only_count,23,19.0,0.3370174199670175,0.154563492063492,1.8556959674198328,2.352145910263061
l2_only_count,23,20.0,0.3509051527330799,0.1509920634920634,1.8141602425484975,2.365508317947388
l2_only_count,23,21.0,0.3824470925639131,0.1357142857142857,1.8062521459313556,2.3560047149658203
l2_only_count,23,22.0,0.3934852520377936,0.1718253968253968,1.7665539735771087,2.33912205696106
l2_only_count,23,23.0,0.4021373676730777,0.1406746031746031,1.705783570489867,2.4023756980896
l2_only_count,23,24.0,0.4163699319808347,0.156547619047619,1.6796401802726129,2.325913667678833
l2_only_count,23,25.0,0.423338083201437,0.1327380952380952,1.634865296892373,2.2870821952819824
l2_only_count,23,26.0,0.4564577685427353,0.1327380952380952,1.5920635693660086,2.3117401599884038
l2_only_count,23,27.0,0.4734978055702862,0.1682539682539682,1.5640189419925314,2.3417954444885254
l2_only_count,23,28.0,0.4937852994336232,0.1696428571428571,1.5383824698896291,2.3362724781036377
l2_only_count,23,29.0,0.4873394139762675,0.2001984126984127,1.4825881286660487,2.375757932662964
l2_only_count,23,30.0,0.4916870952645718,0.1841269841269841,1.4572822901960494,2.409588098526001
l2_only_count,23,31.0,0.5159341266310076,0.2023809523809524,1.426270603312888,2.3513009548187256
l2_only_count,23,32.0,0.5124612423555429,0.2099206349206349,1.4066302458308444,2.287487745285034
l2_only_count,23,33.0,0.5460396448276775,0.2238095238095238,1.371212392378592,2.336061716079712
l2_only_count,23,34.0,0.5562717521306321,0.2148809523809524,1.340920232249209,2.312628984451294
l2_only_count,23,35.0,0.5737291370246166,0.2073412698412698,1.308998399880585,2.3118650913238525
l2_only_count,23,36.0,0.5821467362736548,0.2559523809523809,1.263196204697614,2.25897479057312
l2_only_count,23,37.0,0.5944872920712937,0.2287698412698412,1.2233513400804976,2.339167356491089
l2_only_count,23,38.0,0.6048993434692865,0.2232142857142857,1.2039447436029036,2.289095640182495
l2_only_count,23,39.0,0.6136479568656557,0.2365079365079364,1.172147601483816,2.238537311553955
l2_only_count,23,40.0,0.6202738528677524,0.2587301587301587,1.1471279055239207,2.3105149269104004
l2_only_count,23,41.0,0.630879912258682,0.2593253968253968,1.122986949249307,2.279022216796875
l2_only_count,23,42.0,0.6380546332710818,0.2607142857142857,1.0980685403548092,2.260027885437012
l2_only_count,23,43.0,0.6500633324955613,0.2712301587301587,1.0707579555692033,2.263179063796997
l2_only_count,23,44.0,0.6689414507100202,0.279563492063492,1.050708739975028,2.3048460483551025
l2_only_count,23,45.0,0.6747029832588739,0.2676587301587301,1.0207996585898471,2.245756864547729
l2_only_count,23,46.0,0.6724855093747335,0.2607142857142857,0.993457314069423,2.21794867515564
l2_only_count,23,47.0,0.6748384116843967,0.2537698412698412,0.9989893248692642,2.2806880474090576
l2_only_count,23,48.0,0.6863987967371976,0.2746031746031745,0.9655815720968526,2.23230242729187
l2_only_count,23,49.0,0.694742199824911,0.2759920634920634,0.9361592783575008,2.2200820446014404
l2_only_count,23,50.0,0.6898111192380777,0.2537698412698412,0.9231221034686864,2.2351183891296387
l2_only_count,23,51.0,0.7021240045889777,0.2773809523809523,0.9166291724383934,2.2000675201416016
l2_only_count,23,52.0,0.6859911339946292,0.2539021164021164,0.9116060673267212,2.3146955966949463
l2_only_count,23,53.0,0.6708361160394819,0.2912698412698413,0.9329248878098192,2.1760194301605225
l2_only_count,23,54.0,0.7227646020363641,0.2889550264550264,0.8894744090697441,2.221480369567871
l2_only_count,23,55.0,0.7353946596811305,0.2912698412698413,0.8826957908226578,2.20350193977356
l2_only_count,23,56.0,0.7213341890321022,0.2912698412698413,0.8152842814048268,2.1626484394073486
l2_only_count,23,57.0,0.7372779692727734,0.319047619047619,0.8115278574767909,2.187119245529175
l2_only_count,23,58.0,0.7483125325788421,0.3033068783068783,0.7787544950971095,2.1894540786743164
l2_only_count,23,59.0,0.7570589747040793,0.3505291005291005,0.7555239463221801,2.1449673175811768
l2_only_count,23,60.0,0.7593007502241567,0.3168650793650793,0.7347642280764095,2.222020149230957
l2_only_count,23,61.0,0.7588621343090319,0.3105158730158729,0.7119941203606519,2.187263250350952
l2_only_count,23,62.0,0.7636366436284464,0.3539021164021163,0.6941859324089221,2.101832628250122
l2_only_count,23,63.0,0.762237711250554,0.2919973544973545,0.6829284101262971,2.198777914047241
l2_only_count,23,64.0,0.7768031876341044,0.3525493025493025,0.6704302142901593,2.101104736328125
l2_only_count,23,65.0,0.7867343256605114,0.3187169312169312,0.6463626952466784,2.139354705810547
l2_only_count,23,66.0,0.7904830845152159,0.3401455026455026,0.6339355816939611,2.2227139472961426
l2_only_count,23,67.0,0.7952706299827929,0.3632936507936508,0.6192932523363839,2.09785270690918
l2_only_count,23,68.0,0.8010172759282024,0.3506613756613757,0.5913765805928924,2.2110705375671387
l2_only_count,23,69.0,0.8092657458510141,0.3423280423280423,0.5843305605208812,2.100548028945923
l2_only_count,23,70.0,0.8302242514690675,0.3367724867724868,0.5701303708779012,2.115316867828369
l2_only_count,23,71.0,0.8322971244036698,0.3363095238095238,0.5510304468634206,2.073216676712036
l2_only_count,23,72.0,0.8391874879914528,0.3568482443482444,0.5370511933263525,2.084419012069702
l2_only_count,23,73.0,0.8328584578958192,0.3312530062530063,0.5478452557951161,2.279059648513794
l2_only_count,23,74.0,0.8159824453825518,0.3333994708994709,0.5430177026484386,2.1569175720214844
l2_only_count,23,75.0,0.834830765229762,0.3743085618085617,0.5551618109881981,2.2607316970825195
l2_only_count,23,76.0,0.832111714539013,0.3346560846560846,0.5630641322127719,2.361515045166016
l2_only_count,23,77.0,0.8460825445390235,0.3554593554593555,0.5457455167056361,2.087024450302124
l2_only_count,23,78.0,0.8426246371595475,0.3798641173641173,0.5626544928796936,2.1167361736297607
l2_only_count,23,79.0,0.8307852305486357,0.3352513227513227,0.5523117748882602,2.364890813827514
l2_only_count,23,80.0,0.8463468091843,0.4278799903799904,0.5771982116871569,1.9801900386810305
l2_only_count,23,81.0,0.8264292766442184,0.3375661375661375,0.5223650204950684,2.3414294719696045
l2_only_count,23,82.0,0.8437024413931046,0.346530784030784,0.5342988153332893,2.275045156478882
l2_only_count,23,83.0,0.8508422297521401,0.3971620971620972,0.5148922374244401,2.072285890579224
l2_only_count,23,84.0,0.8627458205708254,0.3820105820105819,0.4677986498543809,2.05041241645813
l2_only_count,23,85.0,0.8632568050785713,0.3846260221260222,0.4601625418498881,2.154196262359619
l2_only_count,23,86.0,0.8595067893108451,0.3528439153439153,0.440013487757586,2.1902010440826416
l2_only_count,23,87.0,0.8612857052931925,0.3776815776815777,0.4433728632951562,2.1717662811279297
l2_only_count,23,88.0,0.85912929906839,0.3747354497354497,0.4287889918341284,2.2208797931671143
l2_only_count,23,89.0,0.8659810824092595,0.3492724867724868,0.4186593660902033,2.171623468399048
l2_only_count,23,90.0,0.8603951672234077,0.3406445406445406,0.4084428603698382,2.2510290145874023
l2_only_count,23,91.0,0.8665900013899398,0.3585678210678211,0.4088243565645562,2.3253984451293945
l2_only_count,23,92.0,0.8691933462541986,0.3602513227513227,0.391557593866798,2.266566753387451
l2_only_count,23,93.0,0.8779285076976934,0.3449735449735449,0.3897208247763359,2.22977352142334
l2_only_count,23,94.0,0.8716101482300554,0.3442159692159692,0.3796471123440951,2.305102825164795
l2_only_count,23,95.0,0.8639879806321663,0.3511604136604136,0.3817575836038015,2.3352174758911133
l2_only_count,23,96.0,0.8758303200401287,0.3682900432900433,0.3754478695316692,2.198706150054932
l2_only_count,23,97.0,0.8852985061749813,0.3905122655122655,0.3603111892784729,2.236273288726806
l2_only_count,23,98.0,0.8839731612221855,0.4002344877344876,0.3604802661118532,2.191591739654541
l2_only_count,23,99.0,0.8892158995425676,0.3577741702741703,0.3631277865058583,2.169564008712769
l2_only_count,23,100.0,0.8983149551348265,0.4046957671957672,0.3495842901646783,2.1881303787231445
l2_only_count,37,1.0,0.0695094429213925,0.0734126984126984,4.001057463956166,2.6328485012054443
l2_only_count,37,2.0,0.1237904056693364,0.1130952380952381,2.9297101358128086,2.555809259414673
l2_only_count,37,3.0,0.1234033126904473,0.1200396825396825,2.591677187231855,2.494471788406372
l2_only_count,37,4.0,0.1561472572418743,0.1061507936507936,2.464933053556695,2.443267583847046
l2_only_count,37,5.0,0.1583545737141279,0.113095238095238,2.359693410679724,2.427290916442871
l2_only_count,37,6.0,0.1887844169297199,0.1130952380952381,2.293267021491072,2.407723903656006
l2_only_count,37,7.0,0.192274527063419,0.1200396825396825,2.232727677809802,2.4014692306518555
l2_only_count,37,8.0,0.214027781071575,0.1130952380952381,2.182509196194437,2.4094042778015137
l2_only_count,37,9.0,0.2131547140035394,0.1269841269841269,2.141916674303721,2.3800816535949707
l2_only_count,37,10.0,0.2335590217692541,0.1269841269841269,2.0982890194746795,2.374138116836548
l2_only_count,37,11.0,0.2566874110866001,0.1283730158730159,2.053264950310712,2.353013038635254
l2_only_count,37,12.0,0.278410030273014,0.1339285714285714,2.0057645121047503,2.3513875007629395
l2_only_count,37,13.0,0.300511165921597,0.1478174603174603,1.971241028912096,2.332310676574707
l2_only_count,37,14.0,0.3116752064628602,0.1617063492063492,1.9261228238038477,2.312824249267578
l2_only_count,37,15.0,0.3319085068641714,0.1686507936507936,1.8933867062225604,2.296393156051636
l2_only_count,37,16.0,0.3400633196816276,0.1617063492063492,1.86499205677932,2.2743399143218994
l2_only_count,37,17.0,0.3525598269390486,0.1428571428571428,1.813554524759828,2.264761447906494
l2_only_count,37,18.0,0.372579378919385,0.1547619047619047,1.7786795949361411,2.2520251274108887
l2_only_count,37,19.0,0.3984847153613488,0.1819444444444444,1.739624002098832,2.2507636547088623
l2_only_count,37,20.0,0.4083973981993953,0.1567460317460317,1.694990919707359,2.234079360961914
l2_only_count,37,21.0,0.4305040489820543,0.1630952380952381,1.6511621762471027,2.214820146560669
l2_only_count,37,22.0,0.4486319119506035,0.2097222222222222,1.6158977956246592,2.2328622341156006
l2_only_count,37,23.0,0.4695709603646796,0.167063492063492,1.580521739493549,2.2490246295928955
l2_only_count,37,24.0,0.4732675066470103,0.1839285714285714,1.5489427089280805,2.261986255645752
l2_only_count,37,25.0,0.4837389353701053,0.1906746031746031,1.5105512335050126,2.2188470363616943
l2_only_count,37,26.0,0.4903416002628645,0.2360449735449735,1.483288169522704,2.1793036460876465
l2_only_count,37,27.0,0.505773187129707,0.2485810485810485,1.4405842477811592,2.20626163482666
l2_only_count,37,28.0,0.5192431070726692,0.2283429533429533,1.4187722050179303,2.177542209625244
l2_only_count,37,29.0,0.5418114686015868,0.2269540644540644,1.3758317907172513,2.202877998352051
l2_only_count,37,30.0,0.5410355862957363,0.1975889850889851,1.3399265698844922,2.1419878005981445
l2_only_count,37,31.0,0.5482518203521002,0.2190836940836941,1.3214803127741854,2.1023855209350586
l2_only_count,37,32.0,0.5417930976919346,0.2071789321789322,1.2964359681905857,2.1702113151550293
l2_only_count,37,33.0,0.5535001107820884,0.1948472823472823,1.2875558314348048,2.154492139816284
l2_only_count,37,34.0,0.566297648134429,0.2153499278499279,1.2621545557721348,2.131345272064209
l2_only_count,37,35.0,0.5786436960095633,0.1925324675324675,1.2354708559131458,2.1873269081115723
l2_only_count,37,36.0,0.5999520634139353,0.2300324675324675,1.1846714054655905,2.191876173019409
l2_only_count,37,37.0,0.5908310876861353,0.2238455988455988,1.155684126428811,2.19521164894104
l2_only_count,37,38.0,0.6148493443711496,0.2294011544011543,1.127002453434693,2.2058589458465576
l2_only_count,37,39.0,0.6202566342983726,0.2169011544011544,1.085610451263323,2.260327816009521
l2_only_count,37,40.0,0.6249159699414271,0.2127344877344877,1.065354308655258,2.321876049041748
l2_only_count,37,41.0,0.643458958079541,0.231583694083694,1.0326280543603092,2.3468120098114014
l2_only_count,37,42.0,0.6509558026642986,0.2294011544011543,0.9994486859661372,2.3055427074432373
l2_only_count,37,43.0,0.6756692752860691,0.2266233766233766,0.9780463038746544,2.3287155628204346
l2_only_count,37,44.0,0.6775484828251468,0.2393217893217893,0.9413687282092804,2.3760037422180176
l2_only_count,37,45.0,0.6909374952080563,0.2426948051948052,0.917975734310183,2.2912631034851074
l2_only_count,37,46.0,0.7104259263381819,0.2599567099567099,0.90832930782781,2.274188995361328
l2_only_count,37,47.0,0.7051089939177548,0.274476911976912,0.8679834806365113,2.302331924438477
l2_only_count,37,48.0,0.709789803886208,0.2823833573833573,0.8515891622553183,2.375374794006348
l2_only_count,37,49.0,0.7013251092656666,0.2744829244829245,0.8559853353516781,2.376096725463867
l2_only_count,37,50.0,0.7211635993211871,0.2786796536796537,0.81401658263346,2.3692026138305664
l2_only_count,37,51.0,0.7323198723873303,0.2376082251082251,0.7941243492592632,2.467259645462036
l2_only_count,37,52.0,0.7381212756928509,0.2681637806637806,0.7697039308112993,2.408123254776001
l2_only_count,37,53.0,0.7316646340112724,0.285588023088023,0.7571197611739836,2.4410762786865234
l2_only_count,37,54.0,0.7517228263131338,0.2536435786435786,0.7667776944304908,2.54866361618042
l2_only_count,37,55.0,0.751287199890872,0.2780844155844156,0.7417889658021845,2.549535036087036
l2_only_count,37,56.0,0.7553293439371335,0.2764971139971139,0.7578631962638304,2.4962494373321533
l2_only_count,37,57.0,0.7476552113754207,0.2397546897546897,0.7294861796390579,2.545704841613769
l2_only_count,37,58.0,0.7688357911350733,0.3098665223665224,0.736418459583683,2.514338493347168
l2_only_count,37,59.0,0.7834779761884727,0.2848304473304473,0.6841119960745518,2.444821357727051
l2_only_count,37,60.0,0.7887248582332674,0.2766594516594516,0.6676243998097471,2.5180184841156006
l2_only_count,37,61.0,0.7863571462675131,0.2927669552669552,0.6582519733146628,2.574897289276123
l2_only_count,37,62.0,0.7849785504949569,0.3011002886002886,0.6337892700390644,2.579533576965332
l2_only_count,37,63.0,0.7985534350641519,0.3156204906204906,0.629967371075576,2.6256661415100098
l2_only_count,37,64.0,0.8045951557915937,0.3030844155844155,0.6179022263741945,2.712407112121582
l2_only_count,37,65.0,0.805915752406308,0.3169733044733044,0.5944825517536235,2.595710277557373
l2_only_count,37,66.0,0.8102527848481791,0.3295093795093795,0.5839347156107734,2.659348964691162
l2_only_count,37,67.0,0.811740793977004,0.3248797498797499,0.5591406159474804,2.678530216217041
l2_only_count,37,68.0,0.820044346772094,0.3010702260702261,0.5483800268214254,2.6804988384246826
l2_only_count,37,69.0,0.8295933073975914,0.3080146705146705,0.534768972462508,2.76944899559021
l2_only_count,37,70.0,0.8250514871082221,0.3080146705146705,0.5231094231088478,2.607910633087158
l2_only_count,37,71.0,0.837635141652661,0.2918109668109668,0.5165961773588407,2.951469898223877
l2_only_count,37,72.0,0.8356142323643635,0.2869769119769119,0.4958414814968733,2.825965166091919
l2_only_count,37,73.0,0.8438265371373895,0.2911796536796536,0.4941315273409661,2.7913620471954346
l2_only_count,37,74.0,0.8445387001921333,0.2845658970658971,0.4758032608052744,2.904308319091797
l2_only_count,37,75.0,0.8408818540477733,0.3078463203463203,0.4689428614975048,2.9466021060943604
l2_only_count,37,76.0,0.8424553668588,0.3176046176046175,0.462061902536993,2.897385358810425
l2_only_count,37,77.0,0.8503536323978813,0.2842352092352092,0.4752737805888493,2.9015042781829834
l2_only_count,37,78.0,0.8441392449334938,0.3235569985569985,0.5673770182309176,2.658376932144165
l2_only_count,37,79.0,0.8227467816583555,0.2767977392977393,0.600831205586353,3.0648722648620605
l2_only_count,37,80.0,0.8364973691867793,0.3080146705146705,0.5642426846975304,2.9320619106292725
l2_only_count,37,81.0,0.8341843890595202,0.2848304473304473,0.5341338925127729,2.7386951446533203
l2_only_count,37,82.0,0.8488804988010918,0.3133658008658008,0.474440496267427,2.660989999771118
l2_only_count,37,83.0,0.8522612759046738,0.3337722462722463,0.4567982103040829,2.6591134071350098
l2_only_count,37,84.0,0.8564272324711591,0.3473665223665223,0.4212849508464439,2.938597679138184
l2_only_count,37,85.0,0.8637284821539769,0.3473665223665224,0.4278439845562802,2.6768639087677
l2_only_count,37,86.0,0.8684757003445914,0.3133658008658008,0.4117029653974326,2.8202109336853027
l2_only_count,37,87.0,0.8683006053778298,0.3252705627705627,0.4051124015999333,2.820035219192505
l2_only_count,37,88.0,0.8717550213322457,0.3771224146224146,0.3872260163039636,2.696265459060669
l2_only_count,37,89.0,0.8711501826225684,0.3461038961038961,0.3889632058328277,2.7755239009857178
l2_only_count,37,90.0,0.8727527467251325,0.3549062049062049,0.3786002937672265,2.957634687423706
