method,feature,block_index,layer,aggregation,coef_fro_norm_mean,coef_fro_norm_std,coef_rms_mean,coef_rms_std,coef_norm_fraction_mean,coef_norm_fraction_std
l1_l2_timeshared_count,l1fixed250_l2whole,0,l1,fixed250,4.732933640874717,3.496399813019824,0.03019081355884391,0.022303113225679898,0.6049859518681423,0.022852636399499467
l1_l2_timeshared_count,l1fixed250_l2whole,1,l2,whole_count,2.955144075446279,1.9343842251578125,0.07540203230470979,0.04935681581380884,0.39501404813185764,0.022852636399499377
l1_l2_timeshared_count,l1whole_l2fixed250,0,l1,whole_count,1.4160954714883116,1.195238147082744,0.03613240971054508,0.03049712064023284,0.2205479764629424,0.03243019187668681
l1_l2_timeshared_count,l1whole_l2fixed250,1,l2,fixed250,4.592628759256755,3.0992681895039875,0.029295825620339718,0.01976985843834428,0.7794520235370577,0.03243019187668681
l1_l2_timeshared_count,l2_fixed250,0,l2,fixed250,3.4228658802385135,1.3559227360531754,0.021834049126475918,0.008649267796793635,1.0,0.0
l1_l2_timeshared_count,l2_whole,0,l2,whole_count,6.9750396421647975,5.761914924597055,0.17797175061446582,0.14701824486031034,1.0,0.0
l1_fixed250_l2_whole_count,l1_fixed250,0,l1,fixed250,11.21975496058982,7.356995357520679,0.07156946534506627,0.04692938715091241,1.0,0.0
l1_fixed250_l2_whole_count,l1_l2_fixed250,0,l1,fixed250,1.256853016936031,0.48274650318693113,0.008017313992632552,0.003079381791460505,0.3830671699757325,0.0018294888426727742
l1_fixed250_l2_whole_count,l1_l2_fixed250,1,l2,fixed250,2.0203927205464036,0.7592399788000017,0.012887841784823476,0.00484310036557688,0.6169328300242675,0.001829488842672713
l1_fixed250_l2_whole_count,l1_l2_whole,0,l1,whole_count,4.085745997562165,2.245212040448115,0.10424992617339528,0.05728774857761406,0.3612085739367612,0.008687878029837382
l1_fixed250_l2_whole_count,l1_l2_whole,1,l2,whole_count,7.156038234433069,3.7125115280275636,0.18259002348133382,0.0947266552902898,0.6387914260632388,0.008687878029837358
l1_fixed250_l2_whole_count,l1_whole,0,l1,whole_count,24.67208074770893,15.221297292077464,0.6295209242149099,0.38837928738330324,1.0,0.0
l1_fixed250_l2_whole_count,l1fixed250_l2whole,0,l1,fixed250,3.1211072547427636,1.2282835475216307,0.01990916720473584,0.007835072788759294,0.6061674236747642,0.00916993382564235
l1_fixed250_l2_whole_count,l1fixed250_l2whole,1,l2,whole_count,2.04352809333747,0.845960221023697,0.05214167816374374,0.02158511337708475,0.3938325763252358,0.00916993382564234
l1_fixed250_l2_whole_count,l1whole_l2fixed250,0,l1,whole_count,0.4159154529902245,0.017341709459319118,0.010612298291297647,0.0004424827025305018,0.1788701458329777,0.006091744004735493
l1_fixed250_l2_whole_count,l1whole_l2fixed250,1,l2,fixed250,1.90894390368296,0.014355752710933976,0.012176923207343463,9.15736172275109e-05,0.8211298541670223,0.0060917440047354105
l1_fixed250_l2_whole_count,l2_fixed250,0,l2,fixed250,3.2111179261229807,1.0858229921095723,0.020483334434649562,0.006926334066798276,1.0,0.0
l1_fixed250_l2_whole_count,l2_whole,0,l2,whole_count,5.840044893939126,0.09767259121315254,0.14901177151142878,0.002492166774246584,1.0,0.0
l1_capacity_no_phase_l2_whole_count,l1_fixed250,0,l1,fixed250,7.148127588402235,3.449710945348511,0.04559704481223106,0.022005290563015728,1.0,0.0
l1_capacity_no_phase_l2_whole_count,l1_l2_fixed250,0,l1,fixed250,4.792914769050541,1.9895086354396438,0.030573425950060688,0.012690835926270742,0.49086052921069473,0.04297065706626419
l1_capacity_no_phase_l2_whole_count,l1_l2_fixed250,1,l2,fixed250,4.775522088063425,1.398051999705118,0.03046248013319235,0.008918005294674985,0.5091394707893052,0.042970657066264205
l1_capacity_no_phase_l2_whole_count,l1_l2_whole,0,l1,whole_count,7.741133251052677,9.989230286273322,0.1975190259997013,0.254880386713808,0.4235664910496897,0.0630337987792902
l1_capacity_no_phase_l2_whole_count,l1_l2_whole,1,l2,whole_count,8.594199633371524,9.585485128439096,0.21928545676431768,0.2445786198095027,0.5764335089503103,0.06303379877929027
l1_capacity_no_phase_l2_whole_count,l1_whole,0,l1,whole_count,16.48087876468912,18.366162055336044,0.42051816131415715,0.4686221413420754,1.0,0.0
l1_capacity_no_phase_l2_whole_count,l1fixed250_l2whole,0,l1,fixed250,5.750917285133641,2.7873386010048837,0.03668440859773264,0.017780097168815304,0.6378695854049218,0.01574547551163633
l1_capacity_no_phase_l2_whole_count,l1fixed250_l2whole,1,l2,whole_count,3.203631823652285,1.3288596590283088,0.08174232595510458,0.03390654275404369,0.36213041459507833,0.015745475511636343
l1_capacity_no_phase_l2_whole_count,l1whole_l2fixed250,0,l1,whole_count,2.7452060871721913,1.383284460734794,0.07004535575368985,0.0352952197700129,0.27968861517425525,0.04612653205218281
l1_capacity_no_phase_l2_whole_count,l1whole_l2fixed250,1,l2,fixed250,6.671129809682813,2.2915921866730495,0.04255433344164882,0.014617790510150289,0.7203113848257447,0.046126532052182805
l1_capacity_no_phase_l2_whole_count,l2_fixed250,0,l2,fixed250,5.055380708122394,3.650415852574784,0.03224766455835875,0.0232855629889975,1.0,0.0
l1_capacity_no_phase_l2_whole_count,l2_whole,0,l2,whole_count,8.146671151344496,4.43464638390192,0.20786653565672883,0.11315230031498191,1.0,0.0
