method,feature,block_index,layer,aggregation,coef_fro_norm_mean,coef_fro_norm_std,coef_rms_mean,coef_rms_std,coef_norm_fraction_mean,coef_norm_fraction_std
l2_only_count,l1_fixed250,0,l1,fixed250,9.751678161563365,3.956653559060328,0.06220478029081297,0.025239016428814657,1.0,0.0
l2_only_count,l1_l2_fixed250,0,l1,fixed250,1.5863023938406764,1.0716152038214872,0.010118831881940462,0.006835704296800096,0.41275437786401364,0.04134564926820392
l2_only_count,l1_l2_fixed250,1,l2,fixed250,2.1165293465139445,1.032379284246851,0.013501085741108048,0.006585423092251305,0.5872456221359864,0.04134564926820391
l2_only_count,l1_l2_whole,0,l1,whole_count,9.254070946291801,7.824414283122758,0.23612241522843316,0.19964398468536865,0.40090738327573217,0.05270255363747037
l2_only_count,l1_l2_whole,1,l2,whole_count,12.4681698964159,8.758973329827095,0.3181318153390494,0.22348974300753005,0.5990926167242677,0.05270255363747036
l2_only_count,l1_whole,0,l1,whole_count,30.749959840615574,12.948378882541661,0.7846011585477344,0.33038459644225115,1.0,0.0
l2_only_count,l1fixed250_l2whole,0,l1,fixed250,5.310981890223819,4.440273778294206,0.03387811370888141,0.028323971549689495,0.6198747624453004,0.04663194015771956
l2_only_count,l1fixed250_l2whole,1,l2,whole_count,2.94689738229383,1.9298136957485643,0.07519161365586806,0.049240196387693815,0.3801252375546997,0.04663194015771959
l2_only_count,l1whole_l2fixed250,0,l1,whole_count,0.69099208925365,0.45863718646961116,0.01763102119761598,0.01170236545746092,0.20463310217387345,0.02034771111815431
l2_only_count,l1whole_l2fixed250,1,l2,fixed250,2.566226179622433,1.3581658299691257,0.01636964766835107,0.008663576222677024,0.7953668978261265,0.020347711118154258
l2_only_count,l2_fixed250,0,l2,fixed250,2.66644004605073,1.4298913284331811,0.017008899850384295,0.009121104537217945,1.0,0.0
l2_only_count,l2_whole,0,l2,whole_count,17.39832666559559,7.67594824991172,0.44392731988507755,0.19585579691972133,1.0,0.0
l1_l2_timeshared_count,l1_fixed250,0,l1,fixed250,7.1795984994845385,3.308246348158709,0.04579779396299186,0.021102904938579862,1.0,0.0
l1_l2_timeshared_count,l1_l2_fixed250,0,l1,fixed250,4.587513830898588,2.003140939248998,0.029263198108494926,0.01277779475010282,0.47184434839080397,0.055659854266272867
l1_l2_timeshared_count,l1_l2_fixed250,1,l2,fixed250,4.893915249846159,1.3885569183510638,0.031217695850386296,0.008857437314509248,0.528155651609196,0.05565985426627285
l1_l2_timeshared_count,l1_l2_whole,0,l1,whole_count,3.4464147368760436,2.9214154822273612,0.08793705778494432,0.07454142977212388,0.3656342592650826,0.015596954409664509
l1_l2_timeshared_count,l1_l2_whole,1,l2,whole_count,5.766692009890549,4.593374998429439,0.14714013466683967,0.11720234316051675,0.6343657407349174,0.015596954409664491
l1_l2_timeshared_count,l1_whole,0,l1,whole_count,9.313290125977275,6.107424358666811,0.23763342328276238,0.15583409709769253,1.0,0.0
