method,native_test_ba_mean,native_test_ba_std,native_val_ba_mean,native_val_ba_std,lif_test_ba_mean,lif_test_ba_std,lif_penalty_mean,lif_penalty_std,accumulator_equivalence_error_mean,accumulator_equivalence_error_std,l1_score_rms_mean,l1_score_rms_std,l2_score_rms_mean,l2_score_rms_std,l1_score_rms_fraction_mean,l1_score_rms_fraction_std,best_epoch_mean,best_epoch_std,parameter_count_mean,parameter_count_std
l2_only_count,0.37814870314870314,0.016204074750962832,0.3957651915985249,0.028442065054822965,0.28992558367558363,0.010950027450100569,0.08822311947311946,0.022281441439863953,1.4623006184895834e-05,1.1012082465927615e-06,0.0,0.0,9.80072053273519,2.0982685724528216,0.0,0.0,91.0,9.643650760992955,21760.0,0.0
l1_l2_timeshared_count,0.4677096052096052,0.026418234308615767,0.4593694885361552,0.028693693499225827,0.3427819865319865,0.05276848968875932,0.12492761867761866,0.07181305970671971,1.52587890625e-05,6.607249479556569e-06,3.9968629678090415,0.2159422171547277,9.101263682047525,1.864890174618142,0.3089624813290172,0.04316311030452909,80.33333333333333,6.027713773341708,23296.0,0.0
l1_fixed250_l2_whole_count,0.485277454027454,0.05165658244370609,0.5902056277056277,0.046702323033033045,0.253514541014541,0.029004573628075608,0.23176291301291296,0.0804524301739115,1.1444091796875e-05,3.814697265625e-06,10.781574726104736,3.5543645389084393,6.554490566253662,1.3785921985672924,0.6158644285028315,0.04727011716310852,68.66666666666667,30.138568866708543,46336.0,0.0
l1_capacity_no_phase_l2_whole_count,0.4321463258963259,0.03668717312925807,0.4730940355940356,0.014985924884225994,0.30011793761793765,0.05519297975708582,0.13202838827838828,0.023306974272461322,8.900960286458334e-06,1.1012082465927617e-06,8.264791170756022,2.032544130631587,7.653613249460856,1.0202066567359263,0.5158186790200567,0.0414994490184178,73.33333333333333,10.01665280087781,46336.0,0.0
