reset_case,phase,delay_steps,layer,state,corr_mean_mean,corr_mean_std,corr_mean_count,cosine_mean_mean,cosine_mean_std,cosine_mean_count,normalized_l2_mean_mean,normalized_l2_mean_std,normalized_l2_mean_count
reset_l1,0.75,2,L1,pre_reset,0.5860902328444756,0.03279924179447141,6,0.6123236493174044,0.029657066731372035,6,0.8262640054554056,0.028687651909614552,6
reset_l1,0.75,2,L2,spike50,0.9085057578446865,0.006098975217110389,6,0.950277987623643,0.0030123163344125854,6,0.3127086092122572,0.012123111669985982,6
reset_l1,0.75,2,L2,syn_current,0.9212548669211049,0.01777462708507399,6,0.9377629205602626,0.015179431331634274,6,0.4046879761373224,0.02352152564249108,6
reset_l1,0.75,2,L2,pre_reset,0.9456465929447512,0.010597670244096686,6,0.9556890280219483,0.009557454480975195,6,0.33863284286733103,0.02013730814863346,6
reset_l1,0.75,4,L1,spike50,0.39737535515406663,0.036789004938422055,6,0.42753734203223,0.03667775410687885,6,0.9694578473653723,0.017991318452188175,6
reset_l1,0.75,4,L1,syn_current,0.7679221997098599,0.013678926492867354,6,0.7848091440669056,0.013133387488455843,6,0.6713058107411275,0.02011725919882417,6
reset_l1,0.75,4,L1,pre_reset,0.7241957357287143,0.0202417006821137,6,0.7441958137983372,0.018308100283216833,6,0.703504586529351,0.026446868921355077,6
reset_l1,0.75,4,L2,spike50,0.7485112875050857,0.014243891561418844,6,0.845137413978352,0.010246464730316632,6,0.5341245205722782,0.019873239284964154,6
reset_l1,0.75,4,L2,syn_current,0.8643132800247645,0.026443402316970278,6,0.8898984788126154,0.02136153948355174,6,0.5291914677981547,0.023029994827438283,6
reset_l1,0.75,4,L2,pre_reset,0.8958542008585032,0.021223347045310717,6,0.9134630996008429,0.019154009942605257,6,0.4778175376244749,0.025370553556231135,6
reset_l1,0.75,8,L1,spike50,0.5938151538180105,0.021404092033249455,6,0.6134100530214419,0.0222542920673571,6,0.881112051591952,0.043390183190659626,6
reset_l1,0.75,8,L1,syn_current,0.8925470830610783,0.007384238747056085,6,0.9027755198997368,0.006233981583822096,6,0.5138285920252667,0.012915753284970216,6
reset_l1,0.75,8,L1,pre_reset,0.8700293539036122,0.0073843856184124135,6,0.8816911260303946,0.006331013846983371,6,0.5257508513086714,0.015918994366121975,6
reset_l1,0.75,8,L2,spike50,0.5633817995483579,0.014222050680984396,6,0.7045468423354307,0.021387723555851678,6,0.7045406872612751,0.02670597750873684,6
reset_l1,0.75,8,L2,syn_current,0.7821657112976551,0.03416222751997444,6,0.8180296597367195,0.03077052678187281,6,0.6542237106945433,0.019705321318985978,6
reset_l1,0.75,8,L2,pre_reset,0.810790003610327,0.033795269743723794,6,0.83880104982078,0.033789656555679615,6,0.632842380439683,0.020869640430940358,6
reset_l1,0.75,16,L1,spike50,0.8033668322483676,0.03608516559627802,6,0.8120891769970106,0.03565018969845667,6,0.6973830449284796,0.07094185389012382,6
reset_l1,0.75,16,L1,syn_current,0.9674029935071501,0.0035279036877385156,6,0.9708839235247098,0.0020190731677445536,6,0.3260243455024752,0.014072909505771078,6
reset_l1,0.75,16,L1,pre_reset,0.9566031218380938,0.005416359851312754,6,0.9608460736130714,0.003182869061511847,6,0.33046463661660924,0.007925267654450771,6
reset_l1,0.75,16,L2,spike50,0.49584177706762417,0.02400968405753731,6,0.6620666022572853,0.04545672788916431,6,0.7371414543915922,0.041603387138942224,6
reset_l1,0.75,16,L2,syn_current,0.7230740973422002,0.04164603805804967,6,0.7776133663365422,0.0333522898932229,6,0.695944808897182,0.024927148040839536,6
reset_l1,0.75,16,L2,pre_reset,0.7260451580431382,0.04367180578081122,6,0.7711670067927862,0.03966268998721649,6,0.7103483368494777,0.02170818851467595,6
reset_l1,0.75,32,L1,spike50,0.9419247272873342,0.01871542037920723,3,0.9435608315778303,0.018648764523593358,3,0.3510587530553828,0.1323875585757409,3
reset_l1,0.75,32,L1,syn_current,0.9975155397888589,0.0004549236727817218,3,0.9977932164419349,0.0002915671777876053,3,0.10821009898081886,0.0033653278921203155,3
reset_l1,0.75,32,L1,pre_reset,0.9920547600980605,0.0026162951344713293,3,0.9930187006106888,0.0020106933103517226,3,0.13719186143446852,0.01249478551409987,3
reset_l1,0.75,32,L2,spike50,0.7450849204706039,0.019178493387166293,3,0.8174012632079463,0.021934670309579976,3,0.6269380692565926,0.008285344746384331,3
reset_l1,0.75,32,L2,syn_current,0.9009144648289463,0.03679694496794235,3,0.9474657130767343,0.011574771303379661,3,0.4420600767832932,0.057335924425984085,3
reset_l1,0.75,32,L2,pre_reset,0.8557691930742455,0.007939144989519472,3,0.9136759728976926,0.0056157021313198085,3,0.4808629527576321,0.05035595078405357,3
reset_l2,0.25,0,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,0,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,0,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,0,L2,spike50,0.9469653046568989,0.010719327252169421,6,0.9569633852539899,0.010984450914513519,6,0.30294843151284395,0.035973580034342256,6
reset_l2,0.25,0,L2,syn_current,0.6078770018782143,0.03451762222043383,6,0.6441818979084121,0.035109056450516825,6,0.7510225178827564,0.058260329530328774,6
reset_l2,0.25,0,L2,pre_reset,0.5090467715615973,0.057007583904831106,6,0.5420502683949018,0.056021380592169365,6,0.8182021167053928,0.060502496710349934,6
reset_l2,0.25,1,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,1,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,1,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,1,L2,spike50,0.9059568334583322,0.00866534987108087,6,0.931304883494458,0.010762582811726826,6,0.43658903097080587,0.03783680843629012,6
reset_l2,0.25,1,L2,syn_current,0.757261558367401,0.008948712941114547,6,0.790538222198022,0.007371391822316476,6,0.6305901449590369,0.04416617115482925,6
reset_l2,0.25,1,L2,pre_reset,0.6810340069296551,0.019949272240115737,6,0.7081281095847408,0.018170437948718216,6,0.7087135648567361,0.04975772765606279,6
reset_l2,0.25,2,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,2,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,2,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,2,L2,spike50,0.7987777529519654,0.025984384245238627,6,0.858077747354763,0.03008967572641585,6,0.5602273294738759,0.055554460849005456,6
reset_l2,0.25,2,L2,syn_current,0.8188584274540537,0.018854012835663757,6,0.8457426430688226,0.01609612272266431,6,0.539435792395895,0.027031939921482475,6
reset_l2,0.25,2,L2,pre_reset,0.7603887217787361,0.02531144322044536,6,0.783800206866181,0.021141803926647707,6,0.6183356268497788,0.03212468664967109,6
reset_l2,0.25,4,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,4,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,4,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,4,L2,spike50,0.7032792752167311,0.06234169246691196,6,0.7866649338963941,0.054912343963789405,6,0.5723681561544566,0.09079680633910314,6
reset_l2,0.25,4,L2,syn_current,0.8877286742462344,0.016531170084487165,6,0.9084411098990376,0.008776172521006114,6,0.42125063689871417,0.019150339684260307,6
reset_l2,0.25,4,L2,pre_reset,0.8482531606389802,0.019180113911606324,6,0.8679778581219525,0.009327274411082795,6,0.49465806416574365,0.015602030050672167,6
reset_l2,0.25,8,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,8,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,8,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,8,L2,spike50,0.8672255608785684,0.027082472484506855,6,0.9182884346669303,0.020569506045603397,6,0.35788029629486945,0.05503874690955269,6
reset_l2,0.25,8,L2,syn_current,0.9377245457651147,0.00790306320805675,6,0.9513515334440906,0.005100806157532192,6,0.29415127401350727,0.013665442634139949,6
reset_l2,0.25,8,L2,pre_reset,0.917352565745923,0.011786098499191185,6,0.9293543273594098,0.009098364885766387,6,0.3543678715555639,0.014672433087291267,6
reset_l2,0.25,16,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,16,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,16,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,16,L2,spike50,0.9508479786822578,0.00905578034008947,6,0.9748419683215688,0.00566286302467634,6,0.1965887709126142,0.024270033416370067,6
reset_l2,0.25,16,L2,syn_current,0.9843818500722445,0.0032317134866303877,6,0.9885535917065735,0.002079729436190124,6,0.14234410547492354,0.01258311187270059,6
reset_l2,0.25,16,L2,pre_reset,0.9762840234249414,0.0035783247718165372,6,0.9817777356684076,0.0026219911202901122,6,0.18329146456590753,0.012754849186711747,6
reset_l2,0.25,32,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,32,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,32,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.25,32,L2,spike50,0.9921856795286578,0.0011467431447746178,6,0.9965279801126924,0.0005716176494544624,6,0.07146604635369859,0.005697882612239159,6
reset_l2,0.25,32,L2,syn_current,0.9980742833115824,0.000781271705668462,6,0.9986677319803738,0.0005304051897868409,6,0.044088717683541,0.007900787270295341,6
reset_l2,0.25,32,L2,pre_reset,0.9966521114930785,0.0009594498030979855,6,0.9976098062130987,0.0006354603903088504,6,0.061482295765768614,0.006960338441749927,6
reset_l2,0.5,0,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,0,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,0,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,0,L2,spike50,0.9784771094826827,0.0033420478627128594,6,0.987983692454755,0.002588554197545328,6,0.2646375192307159,0.005847768899501474,6
reset_l2,0.5,0,L2,syn_current,0.5369148448414581,0.06330104019866033,6,0.5919964879679008,0.04159262754893265,6,0.8723437382374694,0.018933315387085946,6
reset_l2,0.5,0,L2,pre_reset,0.4534338889048086,0.06379520829376877,6,0.5104764069361406,0.04521132216018773,6,0.9252896242607972,0.01301245237947697,6
reset_l2,0.5,1,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,1,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,1,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,1,L2,spike50,0.931509984009229,0.0054394951576330905,6,0.9641178035845971,0.002221507306653345,6,0.459334094337476,0.007840937027000828,6
reset_l2,0.5,1,L2,syn_current,0.6793666541368836,0.024223084050688837,6,0.7345304589386336,0.018224009039790205,6,0.7706630658958975,0.013528027373063413,6
reset_l2,0.5,1,L2,pre_reset,0.600894244888275,0.03207677739967495,6,0.657645980882029,0.02254242240572447,6,0.8365448103135044,0.01380872521281013,6
reset_l2,0.5,2,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,2,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,2,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,2,L2,spike50,0.7945524278743356,0.011954332124167204,6,0.8847572268985399,0.003459234514524379,6,0.6256952043532572,0.01739109132102736,6
reset_l2,0.5,2,L2,syn_current,0.7329042992213428,0.022284013785989844,6,0.7906617750887821,0.014624391867556936,6,0.6959079642719413,0.014962286030355666,6
reset_l2,0.5,2,L2,pre_reset,0.6660443806722197,0.02911804567580327,6,0.7223778919498437,0.017180318531258582,6,0.7688870102179829,0.01497884930268785,6
reset_l2,0.5,4,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,4,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,4,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,4,L2,spike50,0.624648739752031,0.014331053491328585,6,0.7518179817747672,0.01542869034815618,6,0.6681834204448186,0.01848873340186828,6
reset_l2,0.5,4,L2,syn_current,0.8175548414789109,0.02205296115978314,6,0.8602897972275979,0.018528668477920663,6,0.5746035318899865,0.02948589742911946,6
reset_l2,0.5,4,L2,pre_reset,0.7627200690273576,0.02065953546092831,6,0.8057102194486373,0.01791740388761511,6,0.6570369738672089,0.02747644394471108,6
reset_l2,0.5,8,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,8,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,8,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,8,L2,spike50,0.8087593737973178,0.01620844519783543,6,0.8965605725435873,0.00924421822893476,6,0.43765379653820724,0.015501843009521671,6
reset_l2,0.5,8,L2,syn_current,0.8918022090470018,0.011789377653510097,6,0.9247655248424662,0.013497909295793262,6,0.41619434354224055,0.03029751744778144,6
reset_l2,0.5,8,L2,pre_reset,0.8532653251886919,0.012910240414473053,6,0.8887711092425447,0.013113874225510044,6,0.4986241813314156,0.026235530431931005,6
reset_l2,0.5,16,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,16,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,16,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,16,L2,spike50,0.9283534009577399,0.009693803322716564,6,0.965634188756264,0.004025595364177,6,0.2501357826608613,0.012166792111012589,6
reset_l2,0.5,16,L2,syn_current,0.9651657152684544,0.005671935301495807,6,0.976535891752253,0.005590383705357793,6,0.23110786042707168,0.014680976721204223,6
reset_l2,0.5,16,L2,pre_reset,0.95023768535231,0.007451246395959355,6,0.9641967586893947,0.005856221489199407,6,0.2877451785910247,0.01039574024077093,6
reset_l2,0.5,32,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,32,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,32,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.5,32,L2,spike50,0.9833770273210014,0.0033452702529313937,6,0.9925193048403457,0.0012013083237757663,6,0.11321128803900542,0.007537788377646423,6
reset_l2,0.5,32,L2,syn_current,0.9950841495644784,0.0015935861341350994,6,0.9967190454295043,0.001234553561151618,6,0.08076438775029264,0.011448681919375276,6
reset_l2,0.5,32,L2,pre_reset,0.9921525922905233,0.0014797376377378556,6,0.9945795538356653,0.0013694881624821676,6,0.10437794608667965,0.009638679483271238,6
reset_l2,0.75,0,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,0,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,0,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,0,L2,spike50,0.9808093445910154,0.0006763777378241461,6,0.9908012629938338,0.0003007817557675836,6,0.26339196847990265,0.0040712563509587695,6
reset_l2,0.75,0,L2,syn_current,0.4950370755525086,0.016980079340513182,6,0.5932150575828319,0.03288588608525544,6,0.8837722858311229,0.008912259209237853,6
reset_l2,0.75,0,L2,pre_reset,0.4207338954207878,0.01827627720076438,6,0.5202218972786702,0.041194587254648946,6,0.9322728676651367,0.007296953817942049,6
reset_l2,0.75,1,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,1,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,1,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,1,L2,spike50,0.9356880638080242,0.008328025576106757,6,0.9692573142446199,0.0037280362694270524,6,0.4687889479039868,0.01583996488034338,6
reset_l2,0.75,1,L2,syn_current,0.654896039728175,0.019068727505292,6,0.7426337097217338,0.02768367429351327,6,0.7897098344330727,0.009063888652713651,6
reset_l2,0.75,1,L2,pre_reset,0.5751221241148298,0.01644023993600587,6,0.6702778305730441,0.0338358784123112,6,0.8494638784760222,0.010387363876346518,6
reset_l2,0.75,2,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,2,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,2,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,2,L2,spike50,0.796184559944868,0.013736601940447436,6,0.8930968165912994,0.005996198201488886,6,0.6358827362697181,0.026627994040269682,6
reset_l2,0.75,2,L2,syn_current,0.7220096398098949,0.015786483512932457,6,0.8041452872577414,0.025039012610538095,6,0.7161272129112648,0.008333704765266832,6
reset_l2,0.75,2,L2,pre_reset,0.656371237366483,0.017976358215860962,6,0.7420649525316585,0.030980785070804533,6,0.7790345379192809,0.016455013481373074,6
reset_l2,0.75,4,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,4,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,4,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,4,L2,spike50,0.6090190990435073,0.02900914390212788,6,0.753985271589989,0.028478612959537557,6,0.6831822311750683,0.03964293100881193,6
reset_l2,0.75,4,L2,syn_current,0.7944343702473975,0.013895231906964286,6,0.8617119127087812,0.01951380575514668,6,0.5989082630583874,0.01652988743183638,6
reset_l2,0.75,4,L2,pre_reset,0.7389413069150673,0.01594238558051209,6,0.8110253098443394,0.022923639229915586,6,0.6764433580225072,0.019133573831162473,6
reset_l2,0.75,8,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,8,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,8,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,8,L2,spike50,0.7994074386060667,0.010559893349953083,6,0.8944936980344863,0.008207237045969882,6,0.4436465410117381,0.01364935967260133,6
reset_l2,0.75,8,L2,syn_current,0.8938100186640018,0.009615255329173194,6,0.9285276096899073,0.01380378858990987,6,0.4326842569884907,0.016193665301652137,6
reset_l2,0.75,8,L2,pre_reset,0.8577728408601679,0.007520312207590069,6,0.8967955857146346,0.014983456514271314,6,0.5156566557555848,0.014264812159959244,6
reset_l2,0.75,16,L1,spike50,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,16,L1,syn_current,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,16,L1,pre_reset,1.0,0.0,6,1.0,0.0,6,0.0,0.0,6
reset_l2,0.75,16,L2,spike50,0.9212654231814515,0.004190643126391086,6,0.962716374517492,0.0012343542541328918,6,0.26351084029550625,0.005818141229838593,6
reset_l2,0.75,16,L2,syn_current,0.9596487006561905,0.003189285791791964,6,0.9736490944838315,0.004214684484079837,6,0.25963636782089844,0.01110532158327954,6
reset_l2,0.75,16,L2,pre_reset,0.9434047908511319,0.003468282259719436,6,0.959896729988562,0.003995482491983309,6,0.3187207981165911,0.01107327951486385,6
reset_l2,0.75,32,L1,spike50,1.0,0.0,3,1.0,1.3597399555105182e-16,3,0.0,0.0,3
reset_l2,0.75,32,L1,syn_current,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
reset_l2,0.75,32,L1,pre_reset,1.0,0.0,3,1.0,0.0,3,0.0,0.0,3
reset_l2,0.75,32,L2,spike50,0.9558863887831109,0.004084173694129219,3,0.9756725510229649,0.0012858939576612016,3,0.21944368352428556,0.005347035704603795,3
reset_l2,0.75,32,L2,syn_current,0.9887357166780054,0.002443193544818436,3,0.9941234713453356,0.0011719454392644948,3,0.12492190515936691,0.004128923912940279,3
reset_l2,0.75,32,L2,pre_reset,0.9779305012096712,0.002785079694195254,3,0.9869812515093782,0.0014452267764731895,3,0.17651760972804878,0.011761789087983586,3
reset_both,0.25,0,L1,spike50,0.9253635737314984,0.005427051383473308,6,0.9301952956194044,0.005255151640321564,6,0.3598190389383639,0.02262256698705622,6
reset_both,0.25,0,L1,syn_current,0.5345472374163082,0.019819387070771875,6,0.5606199892379801,0.020568371654366528,6,0.883569967353634,0.01619224268408995,6
reset_both,0.25,0,L1,pre_reset,0.4166897486488161,0.024273835162107973,6,0.45161307277345064,0.02273808738342106,6,0.9401200524880081,0.010477864395347041,6
reset_both,0.25,0,L2,spike50,0.9510730052761449,0.01220329662578671,6,0.9591840801910078,0.011521794470512608,6,0.31322406644622225,0.03216743242436107,6
reset_both,0.25,0,L2,syn_current,0.10811219113311117,0.5020097080610653,3,0.1213267726624153,0.4839112835034231,3,0.9343404958472153,0.0394564712712072,6
reset_both,0.25,0,L2,pre_reset,0.06921770707157215,0.4570291397003629,3,0.08224614916182953,0.4427287620605932,3,0.9343939954229755,0.0393991570851256,6
reset_both,0.25,1,L1,spike50,0.8789969590936274,0.021914981425959035,6,0.8868086999739105,0.02090081887093259,6,0.5543658719373212,0.03226273459926904,6
reset_both,0.25,1,L1,syn_current,0.6166520962394122,0.02139170642472554,6,0.6394325629832022,0.019589362647139185,6,0.7895566667349545,0.027352711517147833,6
reset_both,0.25,1,L1,pre_reset,0.5220032210845493,0.01992414133138805,6,0.5527848895235424,0.01755517571956178,6,0.8597130117348084,0.019204257117028525,6
reset_both,0.25,1,L2,spike50,0.9121111417589781,0.008094288561958558,6,0.9297587461596271,0.008622952358199437,6,0.5062510186602961,0.028283496495033866,6
reset_both,0.25,1,L2,syn_current,0.38728071687507915,0.06043113812351648,3,0.3923327148986475,0.06902546341949782,3,0.9515240200999875,0.04031399652419882,6
reset_both,0.25,1,L2,pre_reset,0.35159939926722233,0.05748509044015016,3,0.3596485936354136,0.06544779831921636,3,0.9518211987900398,0.03997024664446954,6
reset_both,0.25,2,L1,spike50,0.6995750722235687,0.021564825425514404,6,0.713865993581296,0.022415339502274104,6,0.7741810288016051,0.020196989564017647,6
reset_both,0.25,2,L1,syn_current,0.7092005671790177,0.020452748892642113,6,0.7266539323973052,0.018490500050780356,6,0.703311403706263,0.0216900708604163,6
reset_both,0.25,2,L1,pre_reset,0.6291841093700096,0.02715961640749697,6,0.6544021032633146,0.023306109882515916,6,0.774434343015539,0.02277041756830546,6
reset_both,0.25,2,L2,spike50,0.8161581274771422,0.0170644919729646,6,0.8593032712676933,0.02187440616749697,6,0.7121187465689526,0.00543965122865404,6
reset_both,0.25,2,L2,syn_current,0.3137072201683674,0.20630647725777715,5,0.3095001820209282,0.23158121174376117,5,0.9600571262514687,0.03217118802904476,6
reset_both,0.25,2,L2,pre_reset,0.295062746627628,0.1892041485244896,5,0.2938342903156803,0.20583306276671723,5,0.9612927829057121,0.030828241225679776,6
reset_both,0.25,4,L1,spike50,0.41023062515349507,0.07415269934087479,6,0.4310541366219672,0.07973666986071216,6,0.9512426554598917,0.046485288299318576,6
reset_both,0.25,4,L1,syn_current,0.7926346781157214,0.02815503988467912,6,0.8066180391173378,0.026154798038045837,6,0.6102577406323054,0.04822029193150172,6
reset_both,0.25,4,L1,pre_reset,0.7482861014121452,0.024033231931322584,6,0.7666528954682121,0.021322122036718932,6,0.6535263133873391,0.037461506255723726,6
reset_both,0.25,4,L2,spike50,0.20064025203668678,0.09016834616313466,4,0.3196379159396032,0.11872242045786849,4,0.9334107788398996,0.037327369656997234,6
reset_both,0.25,4,L2,syn_current,0.2920535069176415,0.19020202100714637,6,0.2912061577177908,0.22115168219048786,6,0.9554560231773094,0.0432785089651283,6
reset_both,0.25,4,L2,pre_reset,0.27554464059602896,0.17333629032893388,6,0.27363724280005947,0.1945793634048665,6,0.9606579834442286,0.03978729216862915,6
reset_both,0.25,8,L1,spike50,0.6090072495860773,0.06659511278793177,6,0.6259927800136305,0.06873474146089374,6,0.8436845536661618,0.09080782530385587,6
reset_both,0.25,8,L1,syn_current,0.9000586222818275,0.011392172077185089,6,0.9095276007398084,0.00923319541429721,6,0.45194348565394676,0.03626389023747244,6
reset_both,0.25,8,L1,pre_reset,0.8736316857180698,0.013669972934694801,6,0.8858695884525108,0.01054360962045167,6,0.4801556851511517,0.03232212040565903,6
reset_both,0.25,8,L2,spike50,0.36132327414266946,0.09642586395936925,6,0.48415322428641944,0.12019010026137873,6,0.905517952699705,0.0810235394223906,6
reset_both,0.25,8,L2,syn_current,0.5234909652639731,0.09156965450441411,6,0.5465367346796978,0.07869247654475459,6,0.8730092458376011,0.06886953831867498,6
reset_both,0.25,8,L2,pre_reset,0.5016489121651599,0.08092608790801675,6,0.5180214908721196,0.06698874738427468,6,0.8855693426884095,0.05855693534599857,6
reset_both,0.25,16,L1,spike50,0.8344231849298162,0.03444597134658352,6,0.8435957517164657,0.03511208757296216,6,0.5584005151508759,0.06677762009640088,6
reset_both,0.25,16,L1,syn_current,0.9801730823556566,0.0022657732403479967,6,0.9823095438133339,0.0016871057381669147,6,0.22744753963278433,0.015029847322387596,6
reset_both,0.25,16,L1,pre_reset,0.9680964952592799,0.0038322387448344424,6,0.9715320541315874,0.002601582889648505,6,0.2565262884851589,0.007911719264676514,6
reset_both,0.25,16,L2,spike50,0.5458626135113142,0.06905712938567168,6,0.6819220828654434,0.0708132634703651,6,0.7281228600887021,0.09539244866455558,6
reset_both,0.25,16,L2,syn_current,0.7073474230402997,0.0686953208981315,6,0.7583975096310528,0.05016849450587693,6,0.6631209695759174,0.05582450721852197,6
reset_both,0.25,16,L2,pre_reset,0.6772487477920146,0.07125506788115757,6,0.7219090020216988,0.054766239655768344,6,0.697120302515812,0.05407176447114409,6
reset_both,0.25,32,L1,spike50,0.9570442957778761,0.005220186413590532,6,0.9602985806238952,0.005181520001678912,6,0.2842360057979991,0.026281231385470002,6
reset_both,0.25,32,L1,syn_current,0.9980517088154062,0.0002886721316715516,6,0.9982886709746758,0.00018780963242007528,6,0.0784532453858265,0.003658769139637085,6
reset_both,0.25,32,L1,pre_reset,0.9907892301330863,0.0017603950532422438,6,0.9918111222165411,0.0013517280912190555,6,0.13269423147067272,0.00951267455774648,6
reset_both,0.25,32,L2,spike50,0.8288682301341477,0.01671347430946436,6,0.9102041888416839,0.011526042874267343,6,0.3959496175988469,0.0287803503247132,6
reset_both,0.25,32,L2,syn_current,0.9075901874190394,0.011580007619235878,6,0.936099738624787,0.006278748234878706,6,0.3628679636580899,0.020338387248441545,6
reset_both,0.25,32,L2,pre_reset,0.8960798162120683,0.01619997984854333,6,0.9234463343922047,0.008626256472169639,6,0.3918340724267458,0.025209314629112252,6
reset_both,0.5,0,L1,spike50,0.9581424650592821,0.004678732256925976,6,0.9616993144318506,0.004698489824397012,6,0.3287580838568698,0.013729189495945513,6
