label_idx,label,test_samples,intra_cosine_distance
0,A,11,0.08113652010927919
1,B,9,0.06669845310762612
2,C,12,0.07315357619595764
3,D,11,0.07220991759899897
4,E,12,0.06838918267454908
5,G,12,0.048813125184965056
6,H,12,0.060966463405732085
7,I,11,0.053433562574550786
8,J,12,0.07137936178054205
9,K,12,0.05303588747019594
10,L,6,0.053592242192465944
11,X,7,0.06635567976815049
