kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,2.5228710174560547,0.31873604646878134,0.052310715559298636,-0.19158189276654491,-0.18797459677411985,127
