split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train_raw,0.165625,0.1515615318337641,0.09186952081463141,0.09966947689305845,2.4340022087097166
val_raw,0.1793103448275862,0.17311161061161062,0.09416006380432372,0.09972641588273568,2.4340202035575076
test_raw,0.14285714285714285,0.13005050505050506,0.07114035087719299,0.07961013645224171,2.4366672039031982
test_reconstruction,0.1349206349206349,0.12247474747474747,0.0538124582077062,0.05828736776856274,2.4613282680511475
