D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.06409699767191777,0.020740078762173653,0.32357332660117305,0.15521284271284272,0.16535433070866143,0.10534751823434689
