k,same_label_micro,same_label_macro
1,0.07142857142857142,0.07140151515151516
3,0.08201058201058202,0.07990319865319866
5,0.08730158730158727,0.08492424242424242
10,0.1007936507936508,0.09880501443001444
20,0.10317460317460318,0.10187815656565657
50,0.10015873015873018,0.09936183261183262
