condition,local_shifts,local_group_widths,local_tau_mem_ms,variant,hidden_cap,output_cap,seed,split,dt_ms,valid_count_balanced_accuracy,valid_count_macro_f1,full_count_balanced_accuracy,hidden_count_linear_balanced_accuracy,hidden_count_linear_macro_f1,uend_linear_balanced_accuracy,uend_linear_macro_f1,state_tail_event_fraction,output_tail_event_fraction,state_mean_events_per_neuron_second,output_mean_events_per_neuron_second,local_mean_events_per_neuron_second,local_fraction_at_cap,state_fraction_at_cap,output_fraction_at_cap
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,37,train,15.625,0.9382657281027594,0.9349480269587032,0.9335487469706841,0.9917017205742695,0.99194372342147,0.9485985848002588,0.9482183629973214,0.01741865907576121,0.01050402047978185,2.6337613776300532,2.431173334433577,1.9003478188112557,0.0,0.0,0.03798708335052464
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,37,val,15.625,0.4421115921115921,0.43269467861573124,0.4351671476671477,0.437987012987013,0.42947618268301385,0.2739838864838865,0.27331106472982897,0.012671330943703651,0.009415793232619762,2.2607321739196777,2.167325019836426,1.5900272130966187,0.0,0.0,0.03386445343494415
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,37,test,15.625,0.368541181041181,0.3382223858063241,0.37449356199356193,0.3837308524808525,0.37498268450586414,0.3838487900987901,0.39551128915729933,0.013372227945046066,0.012045721485190196,2.75185627153475,2.724806723529345,2.023718433837368,0.0,0.0,0.04257510505514602
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,53,train,15.625,0.9339306072957975,0.9336906950961715,0.9296398711502225,0.9842408416201872,0.9837527280236115,0.9673184149351833,0.9673477714712391,0.011345942129610225,0.011085706532142556,2.5002271632524447,2.7283312925578396,1.7122257523200188,0.0,0.0,0.04263017644621624
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,53,val,15.625,0.3553992303992304,0.337306111412282,0.3553992303992304,0.30474386724386726,0.31244755115319833,0.2876142376142376,0.29587516513987105,0.008520874194800854,0.008422664366662502,2.1349310874938965,2.425306558609009,1.391273856163025,0.0,0.0,0.03789541497826576
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,53,test,15.625,0.34300421800421804,0.3330320260252871,0.348956598956599,0.35070415695415696,0.3415935362445841,0.4090444277944278,0.41247503631082055,0.011052477645547423,0.012740926561902647,2.573700877085124,2.795235970248915,1.7948232366614145,0.0,0.0,0.043675562035139295
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,71,train,15.625,0.8638064040462212,0.862367715307581,0.8638064040462212,0.9868032512150159,0.9866291903487662,0.937759843710639,0.9373258694845835,0.014566144420286054,0.007170601117163384,2.3462130420179252,2.218161351093942,1.6951736384127514,0.0,0.0,0.03465877111084285
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,71,val,15.625,0.38039923039923035,0.3730166731559921,0.37345478595478593,0.34111351611351615,0.33287376751086434,0.25191798941798943,0.26121159801433635,0.008043891750276089,0.0026822725776582956,1.9919673204421997,1.9149620532989502,1.397945761680603,0.0,0.0,0.029921282082796097
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,71,test,15.625,0.3259448884448884,0.3109570073538795,0.3259448884448884,0.36658133533133536,0.3596673367831696,0.3259386446886447,0.3208971506131394,0.010006398893892765,0.0041694357219369035,2.500773490291752,2.377619895216537,1.8260862761980867,0.0,0.0,0.03715031086275839
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,11,train,15.625,0.8010109465249512,0.8029301931228031,0.47701226332558155,0.9900991564717055,0.9900188583522217,0.869836785674833,0.8705697668165748,0.43468272896313626,0.4342436298548457,34.29930725360286,167.28670500395836,3.0009677381400603,0.0,4.4848310578616076e-05,0.0008697445126067649
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,11,val,15.625,0.578186628186628,0.5728419258759816,0.3615199615199616,0.5397246272246273,0.542044952885914,0.5977392977392977,0.6039607187641066,0.48480263352394104,0.487649142742157,29.91396713256836,144.86337280273438,2.5491178035736084,0.0,6.858484994154423e-05,0.000687677413225174
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,11,test,15.625,0.5194160006660006,0.50715146068534,0.3870469807969808,0.47115037740037735,0.473610911962133,0.5371947496947497,0.5329394502296866,0.4961969640156994,0.49657528286110864,36.42430987423413,178.03076548119114,3.2408145453831922,0.0,4.504434923858267e-06,0.0005491120766286981
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,23,train,15.625,0.6736831304974751,0.6708657692576475,0.5088345570873795,0.9820120773004143,0.9814678554522617,0.8640883994569716,0.8631789944985685,0.2649484372180013,0.2602168444460723,33.770875605781804,168.21496448090073,2.663524797574173,0.0,2.803058766141989e-05,0.0003502353835087943
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,23,val,15.625,0.5475949975949976,0.5543317597169618,0.4286796536796536,0.5668109668109668,0.5646164196686018,0.5635461760461761,0.5659659064979431,0.260962575674057,0.25838810205459595,28.511852264404297,140.12278747558594,2.2617416381835938,0.0,1.0287727491231635e-05,0.0001170514733530581
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,23,test,15.625,0.4972236097236096,0.4776653320368862,0.41387778887778887,0.49628982128982124,0.49324368547328695,0.5251977189477189,0.5220223624041868,0.26802475893334166,0.2620413842266553,34.282406088424054,171.69306736776272,2.8447499601808315,0.0,0.0,0.00022650872395463186
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,37,train,15.625,0.6949900799327661,0.6870824465238735,0.6773816162101133,0.963777411639278,0.9624818248172891,0.8957769492836488,0.895656982199792,0.13987203445061144,0.128287847629923,26.32637628630804,126.72725536983313,3.0980628866336843,0.0,0.0,0.0003504167108419039
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,37,val,15.625,0.5883297258297259,0.5828363143536902,0.5422679172679173,0.5661135161135161,0.5708280348853474,0.5182780182780183,0.5273358856906557,0.1605996936559677,0.1486523151397705,23.260732650756836,111.50604248046875,2.659467935562134,0.0,0.0,9.510432573733851e-05
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,37,test,15.625,0.4859453046953046,0.46385927658238874,0.46188256188256177,0.4629002941502942,0.46987511859012066,0.5499764124764124,0.559630229789032,0.1837082803249359,0.17042922932807714,27.69863617256896,134.02956296319832,3.35899156740267,0.0,0.0,0.00029514773353321914
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,53,train,15.625,0.3798954056815766,0.36270442690477367,0.3158930974777316,0.8036462058192991,0.7978763135172646,0.7495468544015483,0.7459421923606269,0.47622927228267753,0.4466075727943709,16.73495974516089,60.62623980944005,2.177123990198421,0.0,0.0,0.0
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,53,val,15.625,0.33908730158730155,0.30026223776223776,0.23690476190476187,0.3570586820586821,0.35935077193285264,0.30258537758537757,0.3091110686698922,0.5088638663291931,0.47947996854782104,16.373058319091797,58.991600036621094,1.8188042640686035,0.0,0.0,0.0
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,53,test,15.625,0.38285672660672665,0.3289385392138451,0.2868520368520368,0.44263236763236763,0.4368239114765484,0.3624236874236874,0.3567795066369628,0.5025691128756902,0.47225989095152243,19.665797873719097,71.12780620627207,2.316619686884423,0.0,0.0,0.0
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,71,train,15.625,0.8524899841363925,0.8471418359099517,0.43851459700854184,0.9920453479461989,0.9917950694324512,0.8553459955696345,0.8550684267915397,0.4470650769141783,0.43671688555440064,45.53472316695983,243.07292288223766,3.0212886382708657,0.0,7.477082027731105e-05,0.0025874380220253525
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,71,val,15.625,0.49074675324675326,0.505371520588912,0.26792929292929296,0.4782166907166907,0.5010779473937369,0.4423100048100049,0.4542413405696139,0.4715083837509155,0.4603196680545807,39.5797119140625,211.43756103515625,2.5982792377471924,0.0,8.093012002063915e-05,0.0012290404411032796
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_ho,31,31,71,test,15.625,0.5680722055722055,0.5701235612942269,0.3256160506160506,0.530955155955156,0.5292957965945583,0.5700500888000888,0.5771515257456332,0.4842086426199299,0.4723720411731772,45.00608574854184,241.36733737057202,3.2398737293400175,0.0,3.088755239668774e-05,0.001352188419805814
