epoch,train_ba,val_ba,train_loss,val_loss,train_task_loss,train_reg_loss,train_total_loss,reg_scale
1,0.10279230012974926,0.09424603174603174,2.462669912180679,2.481821060180664,2.4924913883209228,0.0,2.4924913883209228,0.0
2,0.12338887861224153,0.11507936507936507,2.4493385649794353,2.4722402095794678,2.463754653930664,0.0,2.463754653930664,0.0
3,0.1419379701566161,0.1130952380952381,2.4205241133547077,2.4711849689483643,2.447678279876709,0.0,2.447678279876709,0.0
4,0.13070929419986024,0.10119047619047618,2.392764026244618,2.4643492698669434,2.4137173175811766,0.0,2.4137173175811766,0.0
5,0.18016053638302065,0.11349206349206349,2.353266401668424,2.4291765689849854,2.373783254623413,0.0,2.373783254623413,0.0
6,0.191864036266552,0.14126984126984127,2.3120931274098906,2.3763210773468018,2.339437961578369,0.0,2.339437961578369,0.0
7,0.21108817574226377,0.15515873015873013,2.2729717359690578,2.3507862091064453,2.3035512924194337,0.0,2.3035512924194337,0.0
8,0.24203636378488394,0.1759920634920635,2.2369207950139005,2.341003656387329,2.258112382888794,0.0,2.258112382888794,0.0
9,0.24295342149115737,0.18154761904761904,2.2086248697389217,2.3198819160461426,2.229451847076416,0.0,2.229451847076416,0.0
10,0.268353789790388,0.18154761904761907,2.17075779515987,2.2844507694244385,2.199473476409912,0.0,2.199473476409912,0.0
11,0.28913097178612346,0.21607142857142858,2.135228125856173,2.262122869491577,2.167703628540039,0.0,2.167703628540039,0.0
12,0.29133321646940774,0.1869047619047619,2.11438674524606,2.2721009254455566,2.138328695297241,0.0,2.138328695297241,0.0
13,0.32330737162359435,0.21560846560846558,2.0778671320457263,2.2408804893493652,2.1137648582458497,0.0,2.1137648582458497,0.0
14,0.35615720187446054,0.23551587301587304,2.0459351549870792,2.20129132270813,2.0714205265045167,0.0,2.0714205265045167,0.0
15,0.35741959906846144,0.23366402116402116,2.0128504961164806,2.191606283187866,2.0350287914276124,0.0,2.0350287914276124,0.0
16,0.3915453745600805,0.22996031746031745,1.9790254917489476,2.1702568531036377,2.011880803108215,0.0,2.011880803108215,0.0
17,0.41113138443304,0.2697751322751323,1.951166077242866,2.14713191986084,1.9746077060699463,0.0,1.9746077060699463,0.0
18,0.40475702909503314,0.25992063492063494,1.9143682443336447,2.155109405517578,1.935657811164856,0.0,1.935657811164856,0.0
19,0.4528529725334201,0.3036075036075036,1.8726220793650195,2.120192766189575,1.9094066381454469,0.0,1.9094066381454469,0.0
20,0.4486437052109453,0.30856782106782105,1.845564543482769,2.0985922813415527,1.8850695371627808,0.0,1.8850695371627808,0.0
21,0.46548505577847976,0.27444083694083693,1.8181605127715408,2.092378616333008,1.838435435295105,0.0,1.838435435295105,0.0
22,0.4885319782915048,0.3236832611832612,1.7870805076805942,2.0867323875427246,1.802543830871582,0.0,1.802543830871582,0.0
23,0.5239355481616396,0.3103896103896104,1.7466702383274466,2.058777093887329,1.782606029510498,0.0,1.782606029510498,0.0
24,0.5258331040850465,0.3298340548340548,1.7203193950160645,2.0402956008911133,1.7282573938369752,0.0,1.7282573938369752,0.0
25,0.529465480609811,0.33955627705627706,1.6918772469289127,2.0514886379241943,1.7207587003707885,0.0,1.7207587003707885,0.0
26,0.5554198912941514,0.34574314574314574,1.6679811791585768,2.005046844482422,1.6993524074554442,0.0,1.6993524074554442,0.0
27,0.5580054661223732,0.3487193362193362,1.637874120278941,2.01596999168396,1.6612183094024657,0.0,1.6612183094024657,0.0
28,0.5705916661983098,0.3576479076479076,1.6092985158532909,1.9913372993469238,1.634915041923523,0.0,1.634915041923523,0.0
29,0.5774125879766864,0.3556637806637806,1.5874766454023665,1.9787957668304443,1.6268426418304442,0.0,1.6268426418304442,0.0
30,0.6080637670770423,0.3659812409812409,1.5531501374023096,1.9559764862060547,1.5872212409973145,0.0,1.5872212409973145,0.0
31,0.607709388750966,0.3479256854256854,1.527847295578909,1.9507548809051514,1.5632232666015624,0.0,1.5632232666015624,0.0
32,0.6248914623900378,0.376497113997114,1.5071300303053732,1.9185158014297485,1.532895565032959,0.0,1.532895565032959,0.0
33,0.6430153075847301,0.37094155844155846,1.4776829540626932,1.9142756462097168,1.5023776054382325,0.0,1.5023776054382325,0.0
34,0.6451868849970571,0.3549062049062049,1.4544156941612494,1.8978374004364014,1.490619134902954,0.0,1.490619134902954,0.0
35,0.6458654975182534,0.3487193362193362,1.4399719482444855,1.905658483505249,1.4518625020980835,0.0,1.4518625020980835,0.0
36,0.6649243793670014,0.378054353054353,1.410343849310161,1.8570988178253174,1.434941816329956,0.0,1.434941816329956,0.0
37,0.6690185120499258,0.4063311688311688,1.3928384269986833,1.8351924419403076,1.419483494758606,0.0,1.419483494758606,0.0
38,0.6752644270826056,0.37944324194324186,1.3752397795347255,1.861771583557129,1.3923398971557617,0.0,1.3923398971557617,0.0
39,0.6915140306369212,0.424050024050024,1.3574555240276553,1.836130142211914,1.3860503911972046,0.0,1.3860503911972046,0.0
40,0.6885574173712502,0.4232924482924483,1.3320328526570753,1.850860834121704,1.3542963981628418,0.0,1.3542963981628418,0.0
41,0.7141359945506399,0.40877224627224623,1.3160688981747257,1.8396594524383545,1.3452558517456055,0.0,1.3452558517456055,0.0
42,0.7128423155056197,0.3981240981240981,1.3024401798100562,1.8049328327178955,1.327980637550354,0.0,1.327980637550354,0.0
43,0.7203328195732169,0.3896645021645022,1.2849220497062408,1.8159288167953491,1.330994153022766,0.0,1.330994153022766,0.0
44,0.7412852863434356,0.4239237614237614,1.2648158896195087,1.7856794595718384,1.29511399269104,0.0,1.29511399269104,0.0
45,0.7280661706565049,0.39012145262145265,1.2542847380580673,1.7818001508712769,1.2571013212203979,0.0,1.2571013212203979,0.0
46,0.7416254723985233,0.3913480038480039,1.23536155648568,1.7705992460250854,1.2565623998641968,0.0,1.2565623998641968,0.0
47,0.7494839225592317,0.39753487253487246,1.2206171328352569,1.766228199005127,1.2321505546569824,0.0,1.2321505546569824,0.0
48,0.7559916233253953,0.4231661856661857,1.2040028326893017,1.773173213005066,1.228175735473633,0.0,1.228175735473633,0.0
49,0.7678595008182728,0.4455146705146705,1.1914529768612216,1.769650936126709,1.2115924596786498,0.0,1.2115924596786498,0.0
50,0.7852448484331368,0.4543530543530543,1.1729414339935513,1.7656878232955933,1.1838855028152466,0.0,1.1838855028152466,0.0
51,0.7825530597582707,0.4384439634439634,1.1603231802454503,1.7520784139633179,1.1789453983306886,0.0,1.1789453983306886,0.0
52,0.7840168337008616,0.4600348725348726,1.1562094336532684,1.7412729263305664,1.1548644065856934,0.0,1.1548644065856934,0.0
53,0.7864011121066453,0.4725348725348726,1.1393711892134557,1.7284162044525146,1.151169490814209,0.0,1.151169490814209,0.0
54,0.7955522704709539,0.4461459836459836,1.1327541759830744,1.7376447916030884,1.1495677471160888,0.0,1.1495677471160888,0.0
55,0.7954798885331417,0.4713083213083213,1.110906900309039,1.7210766077041626,1.1235714673995971,0.0,1.1235714673995971,0.0
56,0.7985383624355404,0.4586459836459837,1.1059689856232136,1.7025141716003418,1.1267927646636964,0.0,1.1267927646636964,0.0
57,0.7986155578436183,0.45296416546416546,1.0894670834229447,1.7096120119094849,1.122961127758026,0.0,1.122961127758026,0.0
58,0.8131110970306592,0.50990860990861,1.0824976719390094,1.7056982517242432,1.0963636875152587,0.0,1.0963636875152587,0.0
59,0.8174327097626927,0.44820226070226066,1.077436967889126,1.713319182395935,1.0802928447723388,0.0,1.0802928447723388,0.0
60,0.8243937384761724,0.48149951899951904,1.0618838606315717,1.7013788223266602,1.07978413105011,0.0,1.07978413105011,0.0
61,0.8267073249171246,0.43642376142376144,1.0510040935058398,1.7250909805297852,1.062766146659851,0.0,1.062766146659851,0.0
62,0.8385698413831357,0.45927729677729684,1.0363784230309385,1.7029954195022583,1.061523973941803,0.0,1.061523973941803,0.0
63,0.8338465473167954,0.40924122174122174,1.0254823009446647,1.7335517406463623,1.0425527811050415,0.0,1.0425527811050415,0.0
64,0.8318207059390318,0.47118205868205876,1.0145070126052567,1.720473051071167,1.0420965909957887,0.0,1.0420965909957887,0.0
65,0.8444057373332118,0.46622174122174115,1.003621600683708,1.7054368257522583,1.0090825796127318,0.0,1.0090825796127318,0.0
66,0.8397688626247023,0.4759439634439635,0.9993485259517335,1.7163162231445312,1.0044351100921631,0.0,1.0044351100921631,0.0
67,0.8415163208672585,0.4668530543530543,0.9903461193463888,1.7151120901107788,1.0154358267784118,0.0,1.0154358267784118,0.0
68,0.8487717478593207,0.4676106301106302,0.9784018071095832,1.6875278949737549,0.9893753290176391,0.0,0.9893753290176391,0.0
69,0.8524303265835225,0.49277296777296775,0.9659340903804142,1.6915899515151978,0.9698020815849304,0.0,0.9698020815849304,0.0
70,0.8489592387025645,0.4523328523328524,0.9601952152490205,1.6900469064712524,0.9639299869537353,0.0,0.9639299869537353,0.0
71,0.8521395785335271,0.4668530543530543,0.9543504999139428,1.6954212188720703,0.9526025056838989,0.0,0.9526025056838989,0.0
72,0.8570499042877776,0.4747234247234248,0.9468214799122638,1.687041163444519,0.9530751824378967,0.0,0.9530751824378967,0.0
73,0.8507315448201397,0.47935305435305436,0.9382931763456939,1.6844900846481323,0.9539637446403504,0.0,0.9539637446403504,0.0
74,0.8537075405524664,0.48166786916786924,0.9352150013647884,1.6840102672576904,0.9355717182159424,0.0,0.9355717182159424,0.0
75,0.857714700519626,0.46575877825877826,0.9241378596645624,1.6876065731048584,0.9446625709533691,0.0,0.9446625709533691,0.0
76,0.8692608287430125,0.4677729677729678,0.9215406819588141,1.7012066841125488,0.9267472505569458,0.0,0.9267472505569458,0.0
77,0.8610099655046355,0.46820586820586824,0.9155365261481674,1.683176875114441,0.9408061385154725,0.0,0.9408061385154725,0.0
78,0.8739926195311788,0.48431337181337186,0.9059788650366607,1.6848132610321045,0.9228808164596558,0.0,0.9228808164596558,0.0
79,0.8759738286815056,0.47534872534872535,0.8982872317662133,1.6748114824295044,0.8960544228553772,0.0,0.8960544228553772,0.0
80,0.8677823196691494,0.4768638768638769,0.895632326089987,1.681549072265625,0.9016726851463318,0.0,0.9016726851463318,0.0
81,0.8666611136432975,0.4761063011063011,0.8928402981331345,1.6819347143173218,0.9057643175125122,0.0,0.9057643175125122,0.0
82,0.8792436865897283,0.4324194324194324,0.8829972901976252,1.670167088508606,0.8908631086349488,0.0,0.8908631086349488,0.0
83,0.8775116630809752,0.4443241943241943,0.8740955241370735,1.6965657472610474,0.8781963944435119,0.0,0.8781963944435119,0.0
84,0.8812902216204477,0.4373496873496874,0.8700214090938208,1.6919595003128052,0.876537823677063,0.0,0.876537823677063,0.0
85,0.8774570874109693,0.4456770081770081,0.8634582904653172,1.6815012693405151,0.8729114651679992,0.0,0.8729114651679992,0.0
86,0.8879373349892591,0.4727332852332852,0.8584922534668508,1.6757975816726685,0.8651640772819519,0.0,0.8651640772819519,0.0
87,0.8866361677831236,0.47055074555074544,0.8533065999231322,1.6744698286056519,0.8660469651222229,0.0,0.8660469651222229,0.0
88,0.8913993299710933,0.4580507455507455,0.848453202264034,1.681775450706482,0.8499472975730896,0.0,0.8499472975730896,0.0
