objective,variant,hidden_cap,output_cap,seed,split,best_epoch,output_whole_count_ba,l1_whole_count_linear_ba,l2_whole_count_linear_ba,l2_fixed250_ordered_linear_ba,l2_relative10_ordered_linear_ba,l2_uend_linear_ba,l1_events_per_neuron_second,l1_tail_event_fraction,l2_events_per_neuron_second,l2_tail_event_fraction,output_events_per_neuron_second,output_tail_event_fraction
whole_count_ce,multi_h,31,1,11,test,70,0.4996184371184371,0.45907911532911533,0.5195700133200133,0.5016677766677766,0.5677322677322677,0.32038308913308916,2.0226143141153083,0.04593142522223308,28.287814777998676,0.17687943057272948,9.3540976364038,0.27879964575243543
whole_count_ce,multi_h,31,1,11,train,70,0.8162996036299668,0.8900901187808731,0.9232046247854102,0.9837179513529866,0.9853833611066315,0.9469296124755336,1.7847656053729044,0.052099270592421275,25.78336710938416,0.16399982839554175,9.456847605808365,0.22992435263311026
whole_count_ce,multi_h,31,1,11,val,70,0.46238576238576234,0.49121572871572866,0.41924603174603164,0.4512265512265512,0.5668831168831169,0.27044853294853294,1.3147221490650514,0.03480278422273782,20.399833201650427,0.15521685389173664,8.791033857138677,0.22217158954389163
whole_count_ce,multi_h,31,1,23,test,69,0.465238233988234,0.5164946164946165,0.47909590409590413,0.4684711122211122,0.6578227328227327,0.26224331224331227,1.8209493041749503,0.04938485156435815,31.925737243207422,0.19757674558535263,9.230395405345703,0.27982489400572197
whole_count_ce,multi_h,31,1,23,train,69,0.7707046792499411,0.8802533838305174,0.9051110707100318,0.9821153872504224,0.9805430602063973,0.9580038541380106,1.588733314351751,0.05328948681610411,27.634238866464568,0.18429762137531458,8.476415384014159,0.24460683638216235
whole_count_ce,multi_h,31,1,23,val,69,0.4753427128427128,0.41988335738335736,0.4941197691197691,0.47388167388167385,0.5531144781144782,0.26425565175565174,1.181766306733386,0.037157570989199626,21.10038626986217,0.17222609668948297,7.937026307318644,0.23629319277379826
whole_count_ce,multi_h,31,1,37,test,89,0.484285853035853,0.4937402874902875,0.5331501831501831,0.5208867521367521,0.6578615828615828,0.29906551781551777,2.0906643472498345,0.04702839450234104,29.853669648774023,0.21208931273010292,8.999779103158826,0.33375850340136054
whole_count_ce,multi_h,31,1,37,train,89,0.8707661502825627,0.9088129048119291,0.9415918355037373,0.9869267080051394,0.9871118931903246,0.9479302535802258,1.8831711524611854,0.05340057163783923,27.728122330714992,0.1965877997121802,8.603257016206921,0.27680247488323895
whole_count_ce,multi_h,31,1,37,val,89,0.5226070226070226,0.47513828763828764,0.46743626743626737,0.48936387686387683,0.5625481000481,0.2989177489177489,1.2780265121587218,0.03964641467115245,20.5096567465543,0.1920978782780699,8.045650074620314,0.27278882776132035
whole_count_ce,multi_h,31,1,53,test,74,0.46954226329226323,0.4583617771117771,0.5751706626706626,0.503203046953047,0.5736485736485736,0.2540542790542791,2.0967942345924455,0.05177096405626627,25.008697813121273,0.2051261798507168,9.191517561298873,0.33070612835772883
whole_count_ce,multi_h,31,1,53,train,74,0.7820054213012306,0.8845898878623122,0.9246895701090562,0.9901027190427856,0.9885595091662425,0.9291297715264141,1.818991073073509,0.057844536302477996,23.24811161170382,0.19086201474381936,9.37520447072091,0.28592130955701756
whole_count_ce,multi_h,31,1,53,val,74,0.4635642135642135,0.4091991341991342,0.46121933621933625,0.46360028860028857,0.5647366522366523,0.25920514670514666,1.3389518040558335,0.04003021148036254,17.638705995961725,0.17873157053574712,9.238638691364528,0.2620792819745699
whole_count_ce,multi_h,31,1,71,test,77,0.4832556332556332,0.4964840714840715,0.5497918747918747,0.5305590243090242,0.6442231379731379,0.22701187701187697,2.2072978793903246,0.04690965018957007,31.3291915175613,0.18931160099844702,9.854649878506738,0.32116010834170244
whole_count_ce,multi_h,31,1,71,train,77,0.8394640480842716,0.8958108399495731,0.9373604535841834,0.9869569450636783,0.9885582522532208,0.959155324805297,1.9466310482857956,0.0542497833507602,28.042884418912355,0.17553885701525396,10.289446798532836,0.2528652133586722
whole_count_ce,multi_h,31,1,71,val,77,0.46822991822991816,0.49785954785954795,0.5641293891293891,0.5560966810966811,0.5979377104377105,0.295935545935546,1.4539987709595295,0.03874056877539176,22.176762356246158,0.1683604603695071,9.338834752582448,0.25295880149812733
whole_count_ce,multi_ho,31,31,11,test,72,0.530534743034743,0.5824758574758574,0.5661588411588411,0.5627768065268065,0.651744782994783,0.21131229881229882,7.367420477137177,0.0633954475328956,264.3291500994036,0.2180207920434196,409.204329578087,0.2715491477862576
whole_count_ce,multi_ho,31,31,11,train,72,0.6980045511692547,0.9352986583909141,0.8873414319052007,1.0,0.9983974358974358,0.943357607960133,6.422814745339743,0.0680549513841129,242.20985814058653,0.19660869167890344,426.466310482858,0.2245193809366255
whole_count_ce,multi_ho,31,31,11,val,72,0.5318181818181819,0.4873075998075999,0.5562650312650312,0.5513047138047138,0.6223124098124099,0.1519240019240019,5.13716969537354,0.051472614397095294,205.5105785269072,0.19181454382440788,411.2842302402481,0.227733600594304
whole_count_ce,multi_ho,31,31,23,test,87,0.523132423132423,0.5572094572094571,0.5737998112998113,0.5799124486624486,0.6600801975801975,0.26768439893439894,7.256047051027171,0.06418097807216687,295.43124585818424,0.22723912289824927,410.03976143141153,0.2951957504812603
whole_count_ce,multi_ho,31,31,23,train,87,0.7672569403537608,0.9511153890524482,0.9169826280756713,1.0,1.0,0.9417912888022487,6.408168221481568,0.06784347785835143,271.5641717051602,0.20410631588134195,418.63232116837224,0.24372512192646312
whole_count_ce,multi_ho,31,31,23,val,87,0.49828042328042327,0.47745310245310235,0.5106541606541606,0.5691017316017316,0.6306758056758056,0.25992063492063494,5.192564305153191,0.052843543079497506,229.47945746642085,0.20062735756017083,412.8283732771486,0.2409191713270338
whole_count_ce,multi_ho,31,31,37,test,77,0.4348699911199911,0.5147359584859584,0.5219058719058719,0.5392031579531579,0.686723692973693,0.23512876012876008,7.215498674618953,0.05964558109909803,264.91861332007954,0.22920944437890167,387.80296001767175,0.3183738665668575
whole_count_ce,multi_ho,31,31,37,train,77,0.7397813948218891,0.9441167760938357,0.8876568406575314,0.9983974358974358,0.9983974358974358,0.9256735762627364,6.3162694491433165,0.06190020148752519,241.63557874286096,0.20147942877689523,404.19613557316006,0.25488543927910473
whole_count_ce,multi_ho,31,31,37,val,77,0.5369468494468495,0.5349386724386724,0.58985088985089,0.572005772005772,0.6710257335257336,0.2057659932659933,4.9503116495478885,0.048238729387141965,196.688745500834,0.2025577091559268,374.91586925350424,0.25642082820279954
whole_count_ce,multi_ho,31,31,53,test,86,0.5338196525696525,0.5112137862137861,0.5837544400044399,0.5240863303363303,0.6686299811299811,0.25857961482961483,7.728006958250497,0.06678570356810612,300.5808068257124,0.2372580178987141,432.1444665341286,0.36186240649672435
whole_count_ce,multi_ho,31,31,53,train,86,0.7508440792936589,0.9453407828061439,0.8923709614560954,1.0,1.0,0.9514667180235529,6.714329978059524,0.06866110268964276,271.22509086036814,0.21065404554365763,451.08073313570156,0.3040648015516563
whole_count_ce,multi_ho,31,31,53,val,86,0.5745731120731121,0.5850949975949976,0.5977573352573352,0.5526936026936027,0.6423821548821548,0.21038961038961043,5.519664647528751,0.05423435619735259,229.75406022298304,0.207864037763992,444.7838937172622,0.2934640731901234
whole_count_ce,multi_ho,31,31,71,test,100,0.5388909701409701,0.6120171495171495,0.6088945776445777,0.5931318681318681,0.7410263347763347,0.23732725607725602,7.149312458581842,0.06608341854815585,299.4137259774685,0.2310519683947201,390.0455047492821,0.31768593712807164
whole_count_ce,multi_ho,31,31,71,train,100,0.8275700798923055,0.958845717046141,0.9209540878497116,1.0,1.0,0.9628018455541114,6.317048252298726,0.0696437645224787,273.32680422731005,0.20718939413850038,409.91794373635696,0.26153905322082605
whole_count_ce,multi_ho,31,31,71,val,100,0.5225949975949976,0.49601370851370846,0.541943241943242,0.5670815295815296,0.6583333333333333,0.21243386243386242,5.157317180230006,0.05489909024364739,231.57440084277061,0.20493304500874604,394.4962397214175,0.26549865229110514
timestep_ce,binary,1,1,11,test,100,0.31420246420246417,0.44877899877899874,0.4381368631368631,0.43481171606171604,0.5344329281829281,0.32422993672993666,0.9387425447316103,0.02478378727249258,5.491343605036448,0.1282939722280665,1.6867682792136072,0.14452162222720144
timestep_ce,binary,1,1,11,train,100,0.5239289803299699,0.8243054084396961,0.8303406186050394,0.935340069327164,0.9352534457539052,0.804828736293171,0.8500175858777028,0.037666979531082605,4.8126434086455525,0.13303272678998676,1.5654222564635079,0.13805823332677553
timestep_ce,binary,1,1,11,val,100,0.2976190476190476,0.39252645502645506,0.39967532467532463,0.3739117364117364,0.4713023088023088,0.3757635882635883,0.5292336054780089,0.016718316750937857,3.2196031955052233,0.1212005032049362,1.049249407426916,0.16130239520958084
timestep_ce,binary,1,1,23,test,90,0.3825917138417138,0.4715583028083028,0.40842698967698965,0.3704267954267954,0.4891719391719391,0.3639596514596514,0.7025762094102055,0.028854411175359248,4.891360172299536,0.16253953396020365,1.592224431190634,0.23057216054654142
timestep_ce,binary,1,1,23,train,90,0.5248629979681648,0.842833955997011,0.8123621338245247,0.9188087006516499,0.9236781187193662,0.7912548054801509,0.6715879210142864,0.036522219685956966,4.233557204347899,0.15521563018020426,1.5221889114062561,0.17716079188797682
timestep_ce,binary,1,1,23,val,90,0.31428571428571433,0.37269721019721014,0.3626322751322751,0.39927248677248683,0.36441798941798936,0.2664381914381914,0.4182249144061101,0.02055921052631579,2.954701079799842,0.1483768123276233,1.1110525853744184,0.17288253746950158
timestep_ce,binary,1,1,37,test,72,0.2807359307359308,0.38942168942168937,0.34303821178821176,0.3562597125097125,0.43959582084582083,0.3190053002553003,0.49660371106693174,0.02138426379366634,3.595800198807157,0.13942031284074463,1.0841616964877403,0.1505711318795431
timestep_ce,binary,1,1,37,train,72,0.4248311053196381,0.7944725561325098,0.7322716854939265,0.8576719452253506,0.8693220454519878,0.7307627970694844,0.4799018540539635,0.037051350988036025,3.1424958547573985,0.15105954107291117,1.054661374154901,0.1317743951761159
timestep_ce,binary,1,1,37,val,72,0.2834656084656085,0.3963624338624338,0.3721560846560846,0.32602813852813856,0.35459956709956714,0.2548941798941799,0.2540602229830568,0.016148223695393506,2.1720656658765694,0.13450169657536643,0.6877944576127352,0.1474172954149739
timestep_ce,binary,1,1,53,test,99,0.3264679764679765,0.3264464701964702,0.4248772061272061,0.3800782550782551,0.4097659285159285,0.34886641136641133,0.6914347249834327,0.02840181585380049,3.8398359840954273,0.16811880299699403,1.4570355643914292,0.1961979039727029
timestep_ce,binary,1,1,53,train,99,0.5007702676565977,0.8145986414153206,0.7853748522296314,0.8911287854570259,0.8932351984275252,0.75232453270665,0.627238012293366,0.03582462283095618,3.4746512134255614,0.15258744286548728,1.4124976970874437,0.14860281053141658
timestep_ce,binary,1,1,53,val,99,0.276521164021164,0.3235149110149111,0.3054593554593555,0.31102092352092353,0.3492724867724868,0.3217412217412217,0.3745500833991748,0.01738830032243206,2.149899043104205,0.15292021929748706,0.854475755713575,0.1978021978021978
timestep_ce,binary,1,1,71,test,97,0.33933982683982683,0.4500478687978688,0.41521325896325895,0.4259976134976135,0.5148233710733711,0.34699328449328454,0.7091202783300199,0.01750258234821531,4.654862491716369,0.13659376032327702,1.6898608349900597,0.2032909810456155
timestep_ce,binary,1,1,71,train,97,0.5505976392127011,0.8223237309539044,0.8016472698135546,0.9224910355164672,0.9239665117468453,0.7766301105750255,0.6734135026043847,0.029718381235068415,4.10053260086757,0.13374046233673414,1.4979818111779188,0.1672046481601033
timestep_ce,binary,1,1,71,val,97,0.2693783068783069,0.38630952380952377,0.3494408369408369,0.3056216931216931,0.40138888888888885,0.3141293891293891,0.4163813537002897,0.016383243467440897,2.988455798437363,0.1361560128911107,1.0417581131302491,0.2025089605734767
timestep_ce,multi_h,31,1,11,test,100,0.3276223776223776,0.45142149517149516,0.4306963869463869,0.46038197913197915,0.5364212176712176,0.2399919524919525,1.038353214049039,0.028482852160434023,11.86062789927104,0.1512454355764215,1.4243428318975038,0.2327463112803427
timestep_ce,multi_h,31,1,11,train,100,0.45273233457496304,0.8255316035083812,0.8069848044468761,0.9356676374613359,0.9343244862407337,0.8462354130471024,0.927018607533455,0.03895438681784245,10.795174770127456,0.1496998443979639,1.337911244354375,0.20918690601900738
timestep_ce,multi_h,31,1,11,val,100,0.26845238095238094,0.358471620971621,0.32791606541606544,0.35380591630591635,0.41234367484367485,0.25837542087542087,0.5833113861820736,0.020057517882162083,6.786059169519796,0.14048079702893232,0.8554121675006584,0.21216041397153945
timestep_ce,multi_h,31,1,23,test,99,0.33619019869019867,0.40006868131868134,0.41053252303252297,0.37676906426906426,0.42815725940725935,0.32572913197913195,0.7886431411530815,0.03487252268234579,10.474196487740226,0.17920097630322523,1.3770709078860173,0.2601471635414194
timestep_ce,multi_h,31,1,23,train,99,0.4817220676772563,0.8282755987417848,0.7871810737909861,0.9136169804877662,0.9227884159565578,0.8485518648791386,0.7450801413569598,0.04266285050248553,9.602726648466678,0.17364662745926066,1.396687155609895,0.2164762477450391
timestep_ce,multi_h,31,1,23,val,99,0.34781746031746025,0.4090668590668591,0.3593314093314093,0.3584415584415584,0.3846981721981722,0.2512987012987013,0.4572030550434554,0.025084238113066266,5.933017294355193,0.1712488350419385,1.032862201152957,0.2036101083032491
timestep_ce,multi_h,31,1,37,test,100,0.2930985680985681,0.4153096903096903,0.4055090742590742,0.4020389332889333,0.5089278776778777,0.2450313575313575,0.7208001988071571,0.02318140996856758,8.950629555997349,0.1551374977520271,1.321404903909874,0.23189522342064714
timestep_ce,multi_h,31,1,37,train,100,0.47864727173458216,0.7989797837308892,0.7598981443358436,0.9053161260563654,0.9069186901589296,0.8066679841005561,0.6642604719714607,0.03578635159117983,8.256443968043948,0.15824069243963224,1.2433159707683632,0.19728950403690887
timestep_ce,multi_h,31,1,37,val,100,0.2448773448773449,0.366041366041366,0.3235449735449735,0.3408068783068783,0.3697150072150072,0.3132335257335257,0.3642788166096041,0.01693911395403933,4.742867175840576,0.1471755893890244,0.8680537266262839,0.1980968858131488
timestep_ce,multi_h,31,1,53,test,100,0.3290223665223665,0.37005841380841376,0.43352550227550224,0.3608460983460984,0.4810640748140748,0.2852411477411477,0.8718108018555335,0.028432956381260095,10.841824055666004,0.17677231471755553,1.3863485752153744,0.26887232059645855
timestep_ce,multi_h,31,1,53,train,100,0.4584126907899106,0.7946997769279016,0.7612914586856848,0.9040110602693322,0.9033064762420063,0.8082836258531274,0.7552799504245733,0.03538005754072236,9.28767983653508,0.16366050805701784,1.2342048112728268,0.24509643227886138
timestep_ce,multi_h,31,1,53,val,100,0.3061507936507936,0.3102573352573353,0.3433201058201058,0.34286315536315537,0.3368145743145743,0.2785714285714286,0.459397770169432,0.01755374073031071,5.475638662101659,0.1659021917918132,0.7889269306177391,0.28175618073316283
timestep_ce,multi_h,31,1,71,test,80,0.29168331668331665,0.42411061161061164,0.4047313797313797,0.414214257964258,0.499281968031968,0.23530289155289155,0.702162027833002,0.020623916811091856,9.008076540755468,0.13964104734741348,1.1195051910757676,0.22861491628614916
timestep_ce,multi_h,31,1,71,train,80,0.41759358929563334,0.7620511961575506,0.7680724385613741,0.9000331413589309,0.9034055450562049,0.8033899859018678,0.6590265797980136,0.0314811396221771,7.85670021940476,0.14113664367698242,1.0489445681969172,0.1916987885462555
timestep_ce,multi_h,31,1,71,val,80,0.24285714285714288,0.374050024050024,0.3672318422318422,0.3817460317460317,0.45429894179894176,0.30132876382876383,0.4049249407426916,0.01610494880546075,4.862961987534018,0.14067202382799168,0.6536154273841922,0.2586298459904408
timestep_ce,multi_ho,31,31,11,test,87,0.4870997058497058,0.5499632312132311,0.5509573759573759,0.5392288267288267,0.6700979575979575,0.23257853257853256,4.722953943008615,0.06258426227351944,133.53943008614976,0.22300980029019868,292.1506516456815,0.2570914038109169
timestep_ce,multi_ho,31,31,11,train,87,0.6973596252473068,0.9410073861426524,0.927817603696302,0.9983974358974358,0.9983974358974358,0.9769003892477809,4.1381412564690905,0.06714490674318507,122.7725141105733,0.20017770849979524,283.43718491969116,0.21916503659329142
timestep_ce,multi_ho,31,31,11,val,87,0.4341991341991342,0.5429353054353054,0.5321488696488696,0.5696969696969697,0.6055134680134681,0.27355098605098604,3.2354929330172943,0.050483060672420456,102.63853041875164,0.19779508757725514,277.71117548942146,0.21028308644375152
timestep_ce,multi_ho,31,31,23,test,99,0.5007312132312131,0.5476322288822288,0.5406877844377843,0.5436278998778998,0.6527368464868465,0.23929542679542673,4.4918820410868125,0.061216716872684464,148.42950629555997,0.2305626837881661,314.10956483322286,0.26102429517994025
timestep_ce,multi_ho,31,31,23,train,99,0.7141262510521876,0.946607471817931,0.9361149028879776,0.996545584045584,0.9983974358974358,0.9918274830224516,4.0040866230090275,0.06620707164409378,133.94026663540288,0.20981688341151009,293.1904131843837,0.22368161505614692
timestep_ce,multi_ho,31,31,23,val,99,0.4564574314574314,0.4992123617123618,0.5436928811928812,0.5683080808080808,0.6521103896103896,0.30123857623857625,3.1549468878939515,0.04928441046533161,111.30071986656132,0.20430905526698048,295.92625757176717,0.21668957363298702
timestep_ce,multi_ho,31,31,37,test,96,0.4629925629925629,0.5257686757686757,0.56746447996448,0.6085088522588522,0.6592615717615717,0.24212523587523585,5.095883035122598,0.062469043609457986,141.51685719019218,0.24375700238728565,283.8961784846477,0.2920868048785056
timestep_ce,multi_ho,31,31,37,train,96,0.7398653269803083,0.9430924282129856,0.9373244194425259,0.9983974358974358,0.9983974358974358,0.9834497374448355,4.491047950826537,0.06530396696894014,130.63376153549834,0.21476830568398617,275.04830812690864,0.24151982609445338
timestep_ce,multi_ho,31,31,37,val,96,0.4614177489177489,0.41485088985088986,0.5509680134680134,0.5142676767676767,0.6858044733044734,0.17781385281385279,3.4291107014309543,0.051353353329042756,105.24580809410938,0.21727185268828472,258.6013519445176,0.23786999231417766
timestep_ce,multi_ho,31,31,53,test,97,0.48783438783438776,0.5178474303474303,0.6128961316461317,0.5618208180708181,0.6763451825951826,0.2458971583971584,4.868041749502982,0.06424209612827719,167.15117627567926,0.2385867671344476,305.92224431190635,0.33188187096811544
timestep_ce,multi_ho,31,31,53,train,97,0.7142707023783307,0.9527996228572424,0.9402100678044524,1.0,0.9983974358974358,0.9884573849832359,4.205135076289213,0.06788633883027302,149.0588456964845,0.21392227049759435,301.604836953791,0.278428011093858
timestep_ce,multi_ho,31,31,53,val,97,0.4531806156806157,0.48103054353054353,0.5364478114478114,0.533080808080808,0.6737373737373736,0.23797498797498798,3.3663857431305417,0.05165079757635711,124.0687823720481,0.209057294155967,301.70672753343285,0.26437428508152067
timestep_ce,multi_ho,31,31,71,test,98,0.4720203407703407,0.5448946886446886,0.6171106671106671,0.5558323620823621,0.6899732212232212,0.22931859806859803,5.093397945659377,0.0598025948607384,157.86771040424122,0.23061855389171093,298.0242986525293,0.28984837463035856
timestep_ce,multi_ho,31,31,71,train,98,0.7111681824594003,0.952073399857157,0.934000146729104,0.9983974358974358,0.9983974358974358,0.9850866235732588,4.46720652519805,0.06628707654931229,142.2994372519135,0.2106014149069834,298.7609939649734,0.2395494111855979
timestep_ce,multi_ho,31,31,71,val,98,0.4640632515632515,0.48553391053391054,0.5405242905242905,0.597041847041847,0.6737433862433863,0.27120009620009616,3.623474672987446,0.04959819475465703,120.67904485997717,0.2035581784541153,290.2441108477453,0.23168153131491406
fixed250_bin_ce,binary,1,1,11,test,98,0.4589861527361527,0.45251068376068376,0.5086573149073149,0.4486915861915861,0.5698065823065822,0.363265207015207,1.5376491053677932,0.03300166701396124,8.797382372432073,0.15397116227196686,6.6702010161254695,0.19896010186757215
fixed250_bin_ce,binary,1,1,11,train,98,0.8387574166750903,0.8883361929655847,0.9413032849902501,0.9778246511048477,0.9794272152074116,0.8763448237683332,1.3533254057313213,0.04437913559732957,7.769625002093557,0.14782980880861757,6.194963181313191,0.1668108315913405
fixed250_bin_ce,binary,1,1,11,val,98,0.41155002405002405,0.48275012025012026,0.4180315055315056,0.4301948051948052,0.47775372775372765,0.30318662818662817,0.9205952067421649,0.022693383038210623,6.142437011675884,0.1346208551321534,5.625025605009803,0.15827086106634905
fixed250_bin_ce,binary,1,1,23,test,100,0.4585914085914086,0.510782967032967,0.4911199911199911,0.5034285159285159,0.6184607059607059,0.384049284049284,1.3516401590457257,0.03986583894789491,8.557281312127236,0.1796654450739904,7.038215153523304,0.22717570583098864
fixed250_bin_ce,binary,1,1,23,train,100,0.8682529684635618,0.9045518333904371,0.942803221660092,0.9804814003223178,0.9836271743014251,0.8889101984394253,1.2356507612172778,0.04572382036423841,7.64714355100742,0.16332304715273147,6.488396112125323,0.1932606981419163
fixed250_bin_ce,binary,1,1,23,val,100,0.4032888407888407,0.41247594997595,0.44445646945646944,0.4787518037518037,0.5074555074555075,0.39425805675805675,0.8591431832148188,0.030223455383243322,6.096435782635414,0.1556951021574337,6.187340883153366,0.1750936329588015
fixed250_bin_ce,binary,1,1,37,test,98,0.4692945942945943,0.46725427350427357,0.49806721056721054,0.4415147352647352,0.6036317848817848,0.34399489399489397,1.291583830351226,0.03663886314488724,8.315440689198144,0.18817982580285153,6.686547382372432,0.24218906469056678
fixed250_bin_ce,binary,1,1,37,train,98,0.8496745885167502,0.8983558977356116,0.9347595178032161,0.9756084196835214,0.978629548470466,0.8478119647154503,1.187624566633728,0.04585088203237483,7.424255112465875,0.17511193154962393,6.000055828183183,0.2233309437365585
fixed250_bin_ce,binary,1,1,37,val,98,0.4705206830206831,0.49332611832611833,0.5075156325156326,0.4742544492544493,0.5396224146224146,0.3238516113516113,0.7602932139408305,0.029907588910669282,6.449828812220174,0.16344528007560533,5.610043016416469,0.2207842882226702
fixed250_bin_ce,binary,1,1,53,test,99,0.46028207903207896,0.4846153846153846,0.46453754578754575,0.4741626429126429,0.6173562548562548,0.3639194139194139,1.568878396288933,0.037162248036399684,7.362491716368456,0.17080656973462638,6.514689639938149,0.22771551272651094
fixed250_bin_ce,binary,1,1,53,train,99,0.8499572773886932,0.8727189405504195,0.9421805766826085,0.970852297041485,0.9757330622406464,0.8228820843458253,1.3437871606344314,0.044224858837824316,6.73931867285243,0.15479379976201404,6.101618459030488,0.20948049393003043
fixed250_bin_ce,binary,1,1,53,val,99,0.406024531024531,0.3922017797017798,0.3754389129389129,0.4754329004329005,0.44269480519480514,0.32775372775372774,0.9448248617329471,0.02464996148443518,5.0826968659468,0.14399136554497605,5.371726216603752,0.191244889327506
fixed250_bin_ce,binary,1,1,71,test,95,0.40053071928071926,0.5415327727827728,0.49883796758796756,0.5112748362748362,0.5903242590742591,0.41850302475302464,1.3913601722995361,0.03248754356153337,8.230492047713717,0.1867293108458192,6.630439584713939,0.31095909278729167
fixed250_bin_ce,binary,1,1,71,train,95,0.8711628557517758,0.9014772844825548,0.9488675292726346,0.9805430602063973,0.9805430602063973,0.8706385420754161,1.2716850620530256,0.04392034400911649,7.464535146632723,0.1699043411534192,6.6094316132670095,0.25611999718505263
fixed250_bin_ce,binary,1,1,71,val,95,0.4348665223665224,0.43314694564694567,0.475974025974026,0.41978715728715726,0.5721741221741222,0.3260401635401636,0.8653322798700729,0.029201753090067464,5.966728118690194,0.17019302379528,5.787024844175226,0.25551138417058183
fixed250_bin_ce,multi_h,31,1,11,test,53,0.40091020091020085,0.4474511599511599,0.4552634865134865,0.4351877289377289,0.6199009324009324,0.2815351315351315,1.1049536116633532,0.031616392609532105,11.520791915175613,0.14601325690706962,4.363596200574332,0.17464694576752737
