run_key,split_seed,architecture,objective,train_regime,best_epoch,model_seed,sample_hash,trainable_parameters,history_file,train_loss,train_balanced_accuracy,train_accuracy,train_macro_f1,train_output_firing_rate,train_hidden1_firing_rate,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,val_output_firing_rate,val_hidden1_firing_rate,test_loss,test_balanced_accuracy,test_accuracy,test_macro_f1,test_output_firing_rate,test_hidden1_firing_rate,hidden_1_tau_syn_ms_mean,hidden_1_tau_syn_ms_std,hidden_1_tau_mem_ms_mean,hidden_1_tau_mem_ms_std,hidden_1_threshold_mean,hidden_1_threshold_std,train_hidden2_firing_rate,val_hidden2_firing_rate,test_hidden2_firing_rate,hidden_2_tau_syn_ms_mean,hidden_2_tau_syn_ms_std,hidden_2_tau_mem_ms_mean,hidden_2_tau_mem_ms_std,hidden_2_threshold_mean,hidden_2_threshold_std,baseline_test_ba,delta_vs_fixed250_linear
split23__1h256__timestep_ce__weight_only,23,1h256,timestep_ce,weight_only,41,620995131,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,125952,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h256__timestep_ce__weight_only.csv,1.8625228653050432,0.9589807264225869,0.9616161616161616,0.9614726373815682,0.07649410774410774,0.09722666114267677,2.1810065316890483,0.6628414613708731,0.6629834254143646,0.6519178298470715,0.06980893186003684,0.0724976260359116,2.206106620993318,0.5194969654528477,0.536723163841808,0.5244299403537588,0.07730108286252355,0.0926851606638418,137.4840352904058,78.08384707015787,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.5375632197323373,-0.018066254279489602
split23__1h256__whole_count_ce__weight_only,23,1h256,whole_count_ce,weight_only,56,620995131,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,125952,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h256__whole_count_ce__weight_only.csv,0.014805710303474858,1.0,1.0,1.0,0.07088594276094276,0.06475793087121212,1.6918920153412371,0.6036502849002848,0.6022099447513812,0.5953790744484717,0.060974907918968695,0.04834658796616022,2.155312447898132,0.4795955882352941,0.4858757062146893,0.4840770646355857,0.06953272128060263,0.06312207582980225,137.4840352904058,78.08384707015787,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.5375632197323373,-0.05796763149704326
split23__1h512__timestep_ce__trainable_dynamics,23,1h512,timestep_ce,trainable_dynamics,28,3339741393,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,253443,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h512__timestep_ce__trainable_dynamics.csv,1.8734745394099843,0.9542188216606822,0.9595959595959596,0.9577259766870071,0.07467382154882155,0.0786364622790404,2.1867633392797647,0.6253613624937154,0.6298342541436464,0.6194390782854075,0.0660969152854512,0.05906314744475138,2.2119422511192366,0.5226988017429194,0.5423728813559322,0.5248597481579057,0.07394656308851225,0.0749946206302966,611541.4846748407,3027048.02912733,25.297233678576006,1.5486201898012815,0.48199429153464735,0.03633800345180067,,,,,,,,,,0.5375632197323373,-0.014864417989417955
split23__1h512__whole_count_ce__trainable_dynamics,23,1h512,whole_count_ce,trainable_dynamics,43,3339741393,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,253443,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h512__whole_count_ce__trainable_dynamics.csv,0.009005390153727448,0.998015873015873,0.997979797979798,0.9978544314243275,0.0595223063973064,0.04398008404356061,1.8169048524034617,0.6135186232612703,0.6132596685082873,0.6043686965495797,0.047680709023941066,0.03227714412120166,2.0152327643949435,0.5218954248366013,0.536723163841808,0.5306512530089983,0.053848870056497175,0.04147149209922316,610756.9553240379,3027162.8198839966,24.470562654295396,1.4415899636411311,0.4845933536416851,0.024525803118395417,,,,,,,,,,0.5375632197323373,-0.015667794895735998
split23__1h512__timestep_ce__weight_only,23,1h512,timestep_ce,weight_only,51,3339741393,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,251904,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h512__timestep_ce__weight_only.csv,1.8171753141615126,0.9801406926406927,0.9818181818181818,0.9813491004666858,0.0731060606060606,0.07950476444128787,2.1841530049044784,0.6494867605161723,0.6519337016574586,0.6410384250230774,0.06534875690607735,0.0581634690089779,2.191522043303581,0.5454656862745096,0.559322033898305,0.5492308167344034,0.0729460922787194,0.07537324549788135,137.85081271552923,78.13334495825966,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.5375632197323373,0.007902466542172304
split23__1h512__whole_count_ce__weight_only,23,1h512,whole_count_ce,weight_only,171,3339741393,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,251904,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h512__whole_count_ce__weight_only.csv,0.0009917787624278455,1.0,1.0,1.0,0.06514099326599326,0.053781960227272725,1.9210627388558994,0.5969263239483826,0.5966850828729282,0.577913230771771,0.053349447513812154,0.03979559629661602,2.0487814932893227,0.5698850373482726,0.5819209039548022,0.5713939718842594,0.05999882297551789,0.05195988369526836,137.85081271552923,78.13334495825966,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.5375632197323373,0.03232181761593522
split23__2h128__timestep_ce__trainable_dynamics,23,2h128,timestep_ce,trainable_dynamics,85,986837428,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,80131,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__2h128__timestep_ce__trainable_dynamics.csv,1.8201078491981584,0.9460811898713928,0.9454545454545454,0.9458690567203744,0.07378998316498317,0.12681009311868688,2.1819441252650478,0.5616191134573487,0.5580110497237569,0.5537317620650953,0.07136279926335175,0.102447341160221,2.2326200830060885,0.4399383364456894,0.4519774011299435,0.4465607088143,0.06888535781544255,0.1251268979519774,1465185.3054122487,4554272.0095469365,26.490797155261628,2.854077057472368,0.45664339303039014,0.045995603850651316,0.2531447285353535,0.22299885618093923,0.24945930437853106,732639.4117566978,3302623.196048765,24.677388134651316,2.1223010605784567,0.48619121266528964,0.07864874298184207,0.5375632197323373,-0.09762488328664792
split23__2h128__whole_count_ce__trainable_dynamics,23,2h128,whole_count_ce,trainable_dynamics,182,986837428,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,80131,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__2h128__whole_count_ce__trainable_dynamics.csv,0.0015096168372441422,1.0,1.0,1.0,0.05558712121212121,0.06887034406565656,2.411127337434674,0.534777735880677,0.5414364640883977,0.5302590855445357,0.04491827808471455,0.052815305593922654,2.572677489727904,0.4545712729536259,0.4632768361581921,0.4700799750916517,0.04478578154425612,0.06702970515536723,732783.7402090101,3302591.2988726143,25.42037417952549,2.4431340928865932,0.4720393700990826,0.025239337423523495,0.1643051609848485,0.13442571650552487,0.1579051906779661,122265.61792909812,1375644.54702821,23.49582900616437,1.5686784755851535,0.48870925791561604,0.03559579362280187,0.5375632197323373,-0.08299194677871141
split23__2h128__timestep_ce__weight_only,23,2h128,timestep_ce,weight_only,73,986837428,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,79360,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__2h128__timestep_ce__weight_only.csv,1.8864059385627208,0.9026588542556745,0.907070707070707,0.9046268519514191,0.06946548821548822,0.09488439078282829,2.1916548757921923,0.5926407742584213,0.5966850828729282,0.5869337704707879,0.06773710865561694,0.07165325017265194,2.2050800767995544,0.4656872471210706,0.4858757062146893,0.4656204769297749,0.0688265065913371,0.09302171610169492,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.2437115293560606,0.20783516056629833,0.24257646980932204,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.5375632197323373,-0.07187597261126671
split23__2h128__whole_count_ce__weight_only,23,2h128,whole_count_ce,weight_only,93,986837428,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,79360,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__2h128__whole_count_ce__weight_only.csv,0.05849817890034179,0.9821374842651438,0.9818181818181818,0.9816884822822948,0.05166245791245791,0.06112788036616162,2.334020424284329,0.5304817119155355,0.5248618784530387,0.5266994693423216,0.04152279005524862,0.04549648221685083,2.6810376024515614,0.42974634298163705,0.4406779661016949,0.4403861627986056,0.04599223163841808,0.059755142125706213,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.14068714488636364,0.11110691470994476,0.13729806673728814,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.5375632197323373,-0.10781687675070029
split101__1h1024__timestep_ce__trainable_dynamics,101,1h1024,timestep_ce,trainable_dynamics,29,531997818,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,506883,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h1024__timestep_ce__trainable_dynamics.csv,1.8583141126597238,0.9572686411220976,0.9591078066914498,0.9593074837883403,0.07392348203221809,0.04855187852143355,2.1694505031292257,0.6389922577422577,0.6410256410256411,0.6303620619616935,0.06420272435897435,0.06400083884214744,2.171476828976997,0.5461233211233211,0.5408805031446541,0.5422666581971856,0.07363731656184487,0.04573068678753931,717561.011072418,3269674.433909906,25.35864627573052,1.799614850164675,0.4948485896748025,0.03734095824207654,,,,,,,,,,0.6591804029304028,-0.11305708180708174
split101__1h1024__whole_count_ce__trainable_dynamics,101,1h1024,whole_count_ce,trainable_dynamics,19,531997818,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,506883,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h1024__whole_count_ce__trainable_dynamics.csv,0.1714180689928257,0.9498593937625648,0.949814126394052,0.9500442080042033,0.06390373296158612,0.01868776229234433,1.892726794267312,0.5951902264402263,0.5961538461538461,0.5913387726057506,0.06567174145299146,0.027434128981370192,1.605494886074426,0.5977106227106227,0.5849056603773585,0.5754109695270462,0.06839622641509434,0.017289071712853772,76689.04983308405,1089138.329561878,23.95600518999045,1.1094624781833917,0.4903670718194917,0.019146216702583815,,,,,,,,,,0.6591804029304028,-0.06146978021978011
split101__1h1024__timestep_ce__weight_only,101,1h1024,timestep_ce,weight_only,92,531997818,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,503808,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h1024__timestep_ce__weight_only.csv,1.756043772272018,0.9912903225806452,0.9925650557620818,0.9917204540306465,0.0734587980173482,0.05827893111785548,2.1519638147109594,0.6525814463314464,0.6538461538461539,0.6423153487370657,0.06520432692307693,0.07629707532051282,2.1544146402826847,0.6049755799755799,0.6037735849056604,0.5990484146573198,0.07258909853249476,0.05505409480640723,137.72865471879754,78.06801392331141,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.6591804029304028,-0.05420482295482287
split101__1h1024__whole_count_ce__weight_only,101,1h1024,whole_count_ce,weight_only,149,531997818,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,503808,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h1024__whole_count_ce__weight_only.csv,0.000909593498133483,1.0,1.0,1.0,0.06671119888475836,0.030160329598919608,1.9498339005005665,0.6141747141747141,0.6217948717948718,0.6133191617935265,0.06573851495726496,0.042856852213541664,2.046320395649604,0.5795558608058607,0.5660377358490566,0.5682008952863201,0.0653170859538784,0.02935061664701258,137.72865471879754,78.06801392331141,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.6591804029304028,-0.07962454212454206
split101__1h128__timestep_ce__trainable_dynamics,101,1h128,timestep_ce,trainable_dynamics,45,3018882073,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,63363,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h128__timestep_ce__trainable_dynamics.csv,1.8371250345804435,0.9413726572736044,0.9442379182156134,0.9435760784360965,0.0770891418835192,0.15334118697723048,2.1945326511676493,0.5286498223998223,0.5384615384615384,0.5188744582173929,0.0641025641025641,0.19244228265224358,2.1816213895689764,0.5111416361416361,0.5031446540880503,0.5138396822258016,0.07976284067085954,0.14696958529874213,1953548.9266462806,5167319.937975519,27.519181494833482,3.2053276253443514,0.4601551473606378,0.04689269865598713,,,,,,,,,,0.6591804029304028,-0.1480387667887667
split101__1h128__whole_count_ce__trainable_dynamics,101,1h128,whole_count_ce,trainable_dynamics,117,3018882073,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,63363,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h128__whole_count_ce__trainable_dynamics.csv,0.001792633584890944,1.0,1.0,1.0,0.061977230483271376,0.08619888475836432,2.1030367826804137,0.6250152625152625,0.6282051282051282,0.6176947652547352,0.055789262820512824,0.1159511468349359,2.2514519331590184,0.5267170329670329,0.5220125786163522,0.5220303616136949,0.06079664570230608,0.08401508451257862,1221273.9363235347,4193085.148125338,26.375534124382458,2.9110472248556554,0.47175561008043587,0.029488293597310093,,,,,,,,,,0.6591804029304028,-0.13246336996336994
split101__1h128__timestep_ce__weight_only,101,1h128,timestep_ce,weight_only,198,3018882073,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,62976,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h128__timestep_ce__weight_only.csv,1.7417560514464254,0.9921669004207573,0.9925650557620818,0.992234521281222,0.07463986988847583,0.15521444441217472,2.15519065123338,0.668129786879787,0.6666666666666666,0.66281205464642,0.06273370726495726,0.19232960236378205,2.1701709939248905,0.5845924908424908,0.5723270440251572,0.5773634356805609,0.06937893081761007,0.15074992629716982,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.6591804029304028,-0.07458791208791204
split101__1h128__whole_count_ce__weight_only,101,1h128,whole_count_ce,weight_only,195,3018882073,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,62976,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h128__whole_count_ce__weight_only.csv,0.0018287391776606772,1.0,1.0,1.0,0.0704867565055762,0.09369100691217472,1.9039807197375176,0.6318716006216006,0.6474358974358975,0.6338792953712485,0.06366853632478632,0.12705641526442307,1.8713970116849215,0.565369352869353,0.559748427672956,0.556087816681123,0.07147536687631027,0.09237728478773585,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.6591804029304028,-0.09381105006104984
split101__1h256__timestep_ce__trainable_dynamics,101,1h256,timestep_ce,trainable_dynamics,26,513403169,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,126723,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h256__timestep_ce__trainable_dynamics.csv,1.8980805293334904,0.9305726045690214,0.9330855018587361,0.9325738779453676,0.0828783302354399,0.0912545923849907,2.155970139381213,0.5874202186702187,0.5961538461538461,0.5894465941844459,0.08006143162393162,0.11856157351762821,2.1609530658841885,0.5623321123321123,0.5660377358490566,0.5613848517074324,0.08732966457023061,0.08985756928066038,1038095.2370154224,3890348.3507360457,25.95204662727873,1.9730105746708333,0.47618894022889435,0.03411521587864369,,,,,,,,,,0.6591804029304028,-0.09684829059829048
split101__1h256__whole_count_ce__trainable_dynamics,101,1h256,whole_count_ce,trainable_dynamics,159,513403169,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,126723,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h256__whole_count_ce__trainable_dynamics.csv,0.0007725351842355718,1.0,1.0,1.0,0.06219989157372986,0.061979045655204464,2.2426992685366898,0.609992784992785,0.6153846153846154,0.6141532516046546,0.061932425213675216,0.08349922375801282,2.429686423367674,0.5413614163614163,0.5345911949685535,0.5315793523408466,0.06246724318658281,0.06058065546383648,1404722.7937236836,4467809.171863424,25.956493982464295,2.9076785569480394,0.48072641098406166,0.03096667999264487,,,,,,,,,,0.6591804029304028,-0.11781898656898648
split101__1h256__timestep_ce__weight_only,101,1h256,timestep_ce,weight_only,77,513403169,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,125952,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h256__timestep_ce__weight_only.csv,1.8035487543694593,0.9789462751886918,0.9776951672862454,0.9781394432529694,0.07563700433705081,0.10565662029507435,2.1592361499101687,0.6488858363858364,0.6538461538461539,0.6466286409274473,0.06824252136752136,0.13614752353766027,2.1553801245659403,0.589514652014652,0.5786163522012578,0.5762395077045614,0.07841981132075472,0.10305344683569183,137.4840352904058,78.08384707015787,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.6591804029304028,-0.06966575091575078
split101__1h256__whole_count_ce__weight_only,101,1h256,whole_count_ce,weight_only,146,513403169,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,125952,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h256__whole_count_ce__weight_only.csv,0.00203920112010507,1.0,1.0,1.0,0.0683763166047088,0.062023517367565055,2.2103446691464157,0.5787219724719724,0.5897435897435898,0.5894257211651438,0.06737446581196581,0.08584046975160256,2.0006659075898945,0.5299908424908425,0.5345911949685535,0.5297989922059129,0.07304769392033543,0.06164627555031447,137.4840352904058,78.08384707015787,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.6591804029304028,-0.1291895604395603
split101__1h512__timestep_ce__trainable_dynamics,101,1h512,timestep_ce,trainable_dynamics,40,3898839721,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,253443,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h512__timestep_ce__trainable_dynamics.csv,1.8280379639239117,0.9446595175163255,0.9479553903345725,0.9476310259932937,0.07555955700123916,0.08183294246631041,2.180406344242585,0.593482905982906,0.5961538461538461,0.5824513630346951,0.06700721153846154,0.10556186773838142,2.1674066519587294,0.5187194749694749,0.5283018867924528,0.5196730847846466,0.07370283018867925,0.07948619914504718,1587295.551552546,4719746.020256127,26.328375297430185,2.351506042467121,0.48329724179347977,0.04367820077791875,,,,,,,,,,0.6591804029304028,-0.1404609279609279
split101__1h512__whole_count_ce__trainable_dynamics,101,1h512,whole_count_ce,trainable_dynamics,172,3898839721,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,253443,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h512__whole_count_ce__trainable_dynamics.csv,0.0006063851633032985,1.0,1.0,1.0,0.06254840458488228,0.04774900528578067,2.098423040830172,0.625593156843157,0.6282051282051282,0.6209239211318319,0.05565571581196581,0.0654758551181891,2.3027647913626903,0.5870573870573871,0.5786163522012578,0.5781630556612017,0.059027777777777776,0.04623700987617924,1038007.8839100117,3890371.3563880553,25.348367119104857,2.2914786319490204,0.48317796003539115,0.028648588628925015,,,,,,,,,,0.6591804029304028,-0.07212301587301573
split101__1h512__timestep_ce__weight_only,101,1h512,timestep_ce,weight_only,107,3898839721,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,251904,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h512__timestep_ce__weight_only.csv,1.754880314422806,0.9912208781362007,0.9925650557620818,0.9918353174603175,0.0737685873605948,0.08732519894284387,2.1405883507850842,0.6732024919524919,0.6730769230769231,0.6694804900516383,0.0663394764957265,0.11182970878405449,2.1519046789445215,0.5715964590964591,0.559748427672956,0.5587077862575965,0.07330974842767296,0.08413561934944969,137.85081271552923,78.13334495825966,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.6591804029304028,-0.08758394383394374
split101__1h512__whole_count_ce__weight_only,101,1h512,whole_count_ce,weight_only,148,3898839721,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,251904,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__1h512__whole_count_ce__weight_only.csv,0.0013412733451501366,1.0,1.0,1.0,0.06624651486988847,0.0485935140276487,1.942694291090354,0.619696275946276,0.6282051282051282,0.6178947017291788,0.0656383547008547,0.06790865384615384,1.9490673961879323,0.5951312576312576,0.5849056603773585,0.5795826578757906,0.06833071278825996,0.04779474990172956,137.85081271552923,78.13334495825966,22.000000120771308,7.105427357601002e-15,0.5,0.0,,,,,,,,,,0.6591804029304028,-0.06404914529914518
split101__2h128__timestep_ce__trainable_dynamics,101,2h128,timestep_ce,trainable_dynamics,71,2091580333,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,80131,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__2h128__timestep_ce__trainable_dynamics.csv,1.8429580581232519,0.9568975939146837,0.9591078066914498,0.9587568775643281,0.07204538413878563,0.10709786680994424,2.191835715220525,0.5651667776667777,0.5576923076923077,0.5581483180813355,0.060396634615384616,0.13495029547275642,2.2125742300501408,0.551717032967033,0.5408805031446541,0.5412859930795527,0.06577568134171907,0.10608294025157233,1465123.1458026504,4554291.957461828,26.309932369101773,2.6494591564396583,0.4647355782799423,0.049189347354968,0.24149591949349442,0.26136192908653844,0.2319182389937107,488541.3969640439,2718586.8584255935,24.40974618702343,2.079782276120087,0.4947717597242445,0.06513953598792334,0.6591804029304028,-0.1074633699633698
split101__2h128__whole_count_ce__trainable_dynamics,101,2h128,whole_count_ce,trainable_dynamics,107,2091580333,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,80131,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__2h128__whole_count_ce__trainable_dynamics.csv,0.012396103286160136,0.9956111476848806,0.9962825278810409,0.9957906462680842,0.056042828376703845,0.05937790427509294,2.5480776016528788,0.5456522644022644,0.5576923076923077,0.5465563820426637,0.05518830128205128,0.08025340544871795,2.691483888985976,0.5160027472527472,0.5157232704402516,0.5109136599268179,0.05748820754716981,0.05941983588836478,1099022.427078621,3994780.501406219,25.858642538020334,2.6060348428172224,0.4759110922459513,0.030039354673903985,0.1381091717007435,0.16219075520833334,0.1371671088836478,219.7445927768435,302.04350830761024,23.248272436014997,1.803489777151415,0.49633527430705726,0.03710902923342053,0.6591804029304028,-0.1431776556776556
split101__2h128__timestep_ce__weight_only,101,2h128,timestep_ce,weight_only,136,2091580333,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,79360,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__2h128__timestep_ce__weight_only.csv,1.800845811801329,0.9777091724505821,0.9795539033457249,0.9779521102631298,0.06983813506815366,0.1151599529507435,2.1426358895424085,0.6160846098346099,0.6089743589743589,0.6073559045753996,0.06543803418803419,0.15057842548076922,2.1960492359017425,0.538682844932845,0.5283018867924528,0.520658626050783,0.06518605870020965,0.11668693494496855,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.25993262081784385,0.27218862680288464,0.2541396422955975,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.6591804029304028,-0.12049755799755779
split101__2h128__whole_count_ce__weight_only,101,2h128,whole_count_ce,weight_only,83,2091580333,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,79360,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v1/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split101__2h128__whole_count_ce__weight_only.csv,0.09545759907594734,0.9666545648620186,0.9684014869888475,0.9670667198537277,0.054532605328376706,0.05362108648931227,2.1721156377058763,0.6215333277833278,0.6282051282051282,0.6169395139727959,0.054754273504273504,0.07655686598557693,2.172632184418492,0.5413003663003663,0.5345911949685535,0.5374419013998394,0.05454009433962264,0.052519408411949686,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.13342875087128253,0.16493577223557693,0.1324194182389937,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,0.6591804029304028,-0.11788003663003654
