baseline_id,split_seed,sample_hash,train_balanced_accuracy,train_accuracy,train_macro_f1,val_balanced_accuracy,val_accuracy,val_macro_f1,test_balanced_accuracy,test_accuracy,test_macro_f1
fixed250_count_linear,11,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,1.0,1.0,1.0,0.4517094017094017,0.4583333333333333,0.4464819530286534,0.683183551198257,0.6875,0.6820908007191738
fixed250_count_linear,23,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,1.0,1.0,1.0,0.6189380132394838,0.6187845303867403,0.6023056318028314,0.5375632197323373,0.5536723163841808,0.5468109051442385
fixed250_count_linear,101,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,1.0,1.0,1.0,0.6521575646575647,0.6538461538461539,0.6515710907673015,0.6591804029304028,0.6415094339622641,0.6350944597333216
