method,n_splits,mean_val_ba,sd_val_ba,mean_test_ba,sd_test_ba,mean_test_accuracy,sd_test_accuracy,mean_test_macro_f1,sd_test_macro_f1
Fixed250 + Linear,3,0.5742683265354834,0.10743091822189034,0.6266423912869991,0.07807279862628717,0.6275605834488149,0.06799551491443288,0.6213320551989113,0.06868198723550391
