memory_mode,objective,seed,epoch,train_total_loss,train_endpoint_loss,train_aux_loss,train_balanced_accuracy,val_total_loss,val_endpoint_loss,val_aux_loss,val_balanced_accuracy
single_shift7,endpoint_ce,11,1,5.865552745464542,5.865552745464542,,0.1235367958843293,3.383606433868408,3.383606433868408,,0.1142195767195767
single_shift7,endpoint_ce,11,2,2.548194465456649,2.548194465456649,,0.2738112514532233,2.08819317817688,2.08819317817688,,0.2607503607503608
single_shift7,endpoint_ce,11,3,1.4534800928759288,1.4534800928759288,,0.5047846424422033,1.6747475862503052,1.6747475862503052,,0.4044733044733044
single_shift7,endpoint_ce,11,4,1.028608851917024,1.028608851917024,,0.6453350851319506,1.5771205425262451,1.5771205425262451,,0.4856541606541606
single_shift7,endpoint_ce,11,5,0.8314831845731621,0.8314831845731621,,0.7098925892086939,1.6240215301513672,1.6240215301513672,,0.5246151996151996
single_shift7,endpoint_ce,11,6,0.7237886036529804,0.7237886036529804,,0.736470614033164,1.4729632139205933,1.4729632139205933,,0.495508658008658
single_shift7,endpoint_ce,11,7,0.6512893058757159,0.6512893058757159,,0.778372013329177,1.494612455368042,1.494612455368042,,0.5214285714285715
single_shift7,endpoint_ce,11,8,0.5867641895445201,0.5867641895445201,,0.7935620476426389,1.5968632698059082,1.5968632698059082,,0.5345959595959596
single_shift7,endpoint_ce,11,9,0.5343732456332024,0.5343732456332024,,0.8137796101533005,1.462058424949646,1.462058424949646,,0.5623737373737373
single_shift7,endpoint_ce,11,10,0.4928483404924455,0.4928483404924455,,0.8301000699160525,1.5214985609054563,1.5214985609054563,,0.5388888888888889
single_shift7,endpoint_ce,11,11,0.4671083915972258,0.4671083915972258,,0.8418727052858483,1.5062720775604248,1.5062720775604248,,0.5643939393939393
single_shift7,endpoint_ce,11,12,0.4326033531696168,0.4326033531696168,,0.8551246146342247,1.451765060424805,1.451765060424805,,0.5623737373737373
single_shift7,endpoint_ce,11,13,0.409487001200346,0.409487001200346,,0.8740683354080431,1.506761908531189,1.506761908531189,,0.5561868686868686
single_shift7,endpoint_ce,11,14,0.3876090159514685,0.3876090159514685,,0.8770922962018428,1.494335412979126,1.494335412979126,,0.5392255892255892
single_shift7,endpoint_ce,11,15,0.3644173055015209,0.3644173055015209,,0.8845429959624761,1.430818796157837,1.430818796157837,,0.5654461279461279
single_shift7,endpoint_ce,11,16,0.3525413499949516,0.3525413499949516,,0.894048066739931,1.4707828760147097,1.4707828760147097,,0.5614478114478114
single_shift7,endpoint_ce,11,17,0.3342346256140382,0.3342346256140382,,0.9014274768709134,1.4852081537246704,1.4852081537246704,,0.5330387205387205
single_shift7,endpoint_ce,11,18,0.3354708855513246,0.3354708855513246,,0.8936361292648214,1.425623893737793,1.425623893737793,,0.5785774410774411
single_shift7,endpoint_ce,11,19,0.3289147780602237,0.3289147780602237,,0.8990303289831069,1.476310968399048,1.476310968399048,,0.5194444444444445
single_shift7,endpoint_ce,11,20,0.3235418529293007,0.3235418529293007,,0.8931694199793937,1.4853451251983645,1.4853451251983645,,0.5253367003367003
single_shift7,endpoint_ce,11,21,0.2997661023152264,0.2997661023152264,,0.9153127498717076,1.4877474308013916,1.4877474308013916,,0.5606902356902357
single_shift7,endpoint_ce,11,22,0.2799126940319337,0.2799126940319337,,0.9146617518876986,1.5185065269470217,1.5185065269470217,,0.5276515151515152
single_shift7,endpoint_ce,11,23,0.267237843416644,0.267237843416644,,0.9254718514766564,1.4683645963668823,1.4683645963668823,,0.5723905723905723
single_shift7,endpoint_ce,11,24,0.2650831395346613,0.2650831395346613,,0.923785653293697,1.4993551969528198,1.4993551969528198,,0.5392255892255892
single_shift7,endpoint_ce,11,25,0.2561150571770594,0.2561150571770594,,0.9138110483428112,1.513100028038025,1.513100028038025,,0.5355218855218855
single_shift7,endpoint_ce,11,26,0.2532507866467133,0.2532507866467133,,0.9177257902886312,1.5187731981277466,1.5187731981277466,,0.5481842231842231
single_shift7,endpoint_ce,11,27,0.2391874327511877,0.2391874327511877,,0.931145105032266,1.4907854795455933,1.4907854795455933,,0.5547979797979797
single_shift7,endpoint_ce,11,28,0.2326034197195877,0.2326034197195877,,0.9324228282647616,1.528665542602539,1.528665542602539,,0.5623737373737374
single_shift7,endpoint_ce,11,29,0.2182324081659317,0.2182324081659317,,0.9288153784536464,1.5105047225952148,1.5105047225952148,,0.5531144781144782
single_shift7,endpoint_ce,11,30,0.217901710004076,0.217901710004076,,0.9361378428681412,1.515891671180725,1.515891671180725,,0.5531144781144782
single_shift7,endpoint_ce,11,31,0.2120945446975465,0.2120945446975465,,0.9437381370599092,1.5664832592010498,1.5664832592010498,,0.5547979797979797
