seed,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_l1_firing_rate,val_l2_firing_rate,val_output_firing_rate,val_silent_output_fraction
40,18,2.476196966659385,0.09693053311793215,0.09306318681318682,0.0369746482990245,2.4740819820446145,0.08,0.09424603174603174,0.0342563516985441,0.000669009882921077,0.0011827217340034254,0.005318153316300269,0.808
40,19,2.4736605335989332,0.09369951534733441,0.08951465201465202,0.035695288696263185,2.471320052549486,0.088,0.1011904761904762,0.0348151890207965,0.0007852640592975265,0.0015170073279613667,0.006684542025811644,0.752
40,20,2.471515262860235,0.1050080775444265,0.10024861834072361,0.04431287792970604,2.4688556346525945,0.096,0.10813492063492064,0.03602860286028603,0.0009546003313024679,0.0021847011258668615,0.008797297170826664,0.672
40,21,2.4684353699975925,0.10177705977382875,0.09811186620397146,0.0480674325196549,2.467778250667526,0.08,0.09424603174603174,0.028923948220064725,0.0011555226436813881,0.002908547884437207,0.011071492077753133,0.624
40,22,2.465609537478473,0.11793214862681745,0.11436644495855024,0.057524393815971665,2.4667852766192446,0.072,0.08730158730158731,0.03528528528528529,0.001334948900805795,0.0036521359182412894,0.013083639834910296,0.56
40,23,2.4629585305286676,0.11954765751211632,0.11654135338345865,0.06523427675317554,2.464114682351826,0.12,0.13392857142857142,0.06872883405902273,0.0014963886627172417,0.004397478732066148,0.01447108590467099,0.528
40,24,2.460458016747597,0.12924071082390953,0.1276448332369385,0.07842448894931181,2.4639215861759967,0.12,0.1388888888888889,0.07125603864734299,0.0016608992896650476,0.0052511792121739615,0.015446743596222778,0.512
40,25,2.4570640452428183,0.1518578352180937,0.15074724796169367,0.09856799396458106,2.460257248410304,0.144,0.15972222222222224,0.07270252221708531,0.001879808097256928,0.0064597839514838416,0.017784110583897204,0.392
40,26,2.4531213066489954,0.14378029079159935,0.14207372119606163,0.08234609669155668,2.4604208178672424,0.152,0.16666666666666666,0.08085923048464669,0.0020399317741527923,0.007325767891737092,0.020086381971156097,0.36
40,27,2.4505340889840737,0.15993537964458804,0.15874801912035952,0.09811048962427414,2.460210858274424,0.152,0.16666666666666666,0.07956349206349206,0.002254014936687537,0.008669051997641576,0.021253895611646124,0.328
40,28,2.4486463847749254,0.1680129240710824,0.16627685724130292,0.0989532267123635,2.4582031539955334,0.152,0.16666666666666666,0.07720523921980232,0.0023908877783081115,0.009434574781705365,0.023914142123143443,0.312
40,29,2.445080801089283,0.172859450726979,0.17133959421193465,0.09943707611588752,2.4581732440611326,0.152,0.16170634920634921,0.07468820861678005,0.002508019344694949,0.010181672375551001,0.024222983406800125,0.304
40,30,2.443222812719594,0.17124394184168013,0.16973703010937055,0.09659833600349742,2.4580742520070658,0.144,0.15476190476190477,0.07137551990493167,0.002672529971642755,0.011159084847123565,0.02773722286174205,0.312
40,31,2.4408668454012648,0.17932148626817448,0.1772919751643156,0.09828987335779733,2.456583201525423,0.144,0.14484126984126985,0.07149772890270141,0.002837917988600949,0.012347509616194513,0.02671477103630289,0.288
40,32,2.438674066617828,0.17932148626817448,0.1772658682303139,0.10057845594875044,2.4540006208249774,0.152,0.15674603174603174,0.07523148148148147,0.0029725973551955527,0.013295090827413876,0.028294073055001825,0.288
40,33,2.4360855310182847,0.17932148626817448,0.17752091289325334,0.10012004016923781,2.452658292930398,0.144,0.1498015873015873,0.06842348907772554,0.0030550720161720527,0.013959275065277816,0.028785411460819272,0.28
40,34,2.4341667196917913,0.1825525040387722,0.18052701311379926,0.105087557756103,2.4522382417332835,0.152,0.15178571428571427,0.07760331143951833,0.0031529010023303478,0.014698037454024763,0.028995985063312465,0.264
40,35,2.4318218544848365,0.18739903069466882,0.18647939406618017,0.11465096743794095,2.4522515685667363,0.152,0.15674603174603174,0.0761145012289177,0.003230111323244518,0.015397317292304237,0.03012606339669259,0.264
40,36,2.4301638584958907,0.18739903069466882,0.18510576769255382,0.11176329253266337,2.449467031063482,0.152,0.15178571428571427,0.07738908323615969,0.0033402237695482496,0.016351040233596317,0.032678683400248945,0.256
40,37,2.42818777462249,0.19547657512116318,0.193678883173564,0.11285051749459084,2.4461818137676152,0.152,0.15178571428571427,0.0743369811692793,0.0034284014655922733,0.016962142375831765,0.03416907656456187,0.232
40,38,2.4260120109536745,0.20678513731825526,0.20384050517729127,0.12979211799505846,2.445469300737613,0.16,0.16150793650793652,0.09705904362792785,0.003550358677036247,0.017826810231069433,0.037723091033308065,0.232
40,39,2.4225944405254967,0.20678513731825526,0.20381439824328962,0.13693440250707836,2.4435542133846035,0.144,0.14623015873015874,0.08033676056931871,0.003645555493163377,0.018469498413678863,0.04067346117490711,0.232
40,40,2.4214008123888604,0.18578352180936994,0.18353354061640736,0.11300269897012516,2.4323947807731536,0.168,0.1634920634920635,0.10659950517713294,0.003731978409186624,0.019299948058511384,0.04238846618187944,0.232
40,41,2.41684206971586,0.2197092084006462,0.21545629622337348,0.14411650757289182,2.435240565972409,0.16,0.15436507936507934,0.09888620504562534,0.0038302460903501135,0.019855335935087176,0.045631299660274585,0.232
40,42,2.413755889627165,0.23909531502423265,0.23432336296278064,0.16508886912856227,2.4306854882151803,0.176,0.17321428571428574,0.11843967626576324,0.0039517646067888925,0.02101963247887245,0.04621622633386679,0.224
40,43,2.4095829826214823,0.2520193861066236,0.24495290155284555,0.1741446956002091,2.427520051772173,0.184,0.17519841269841271,0.12989511743480522,0.004094340483476991,0.02238353525002106,0.04969770989508755,0.208
40,44,2.406436588264874,0.2455573505654281,0.23917925268709142,0.16826114189274202,2.4269035035891733,0.2,0.18908730158730158,0.13423306034475344,0.004276837605637757,0.024040047589634163,0.05167944146521792,0.208
40,45,2.404096562220438,0.2649434571890145,0.2583312738337934,0.18254381216365143,2.4258653393231406,0.24,0.23015873015873015,0.161216114932805,0.0044290647724401265,0.025548281017491646,0.05436776445704766,0.208
40,46,2.40147861759634,0.2552504038772213,0.2492016661949473,0.18070378463606673,2.4244599319519806,0.232,0.22321428571428573,0.15876675659284353,0.004597962349439874,0.027102138725889322,0.05701631243507314,0.208
40,47,2.399250607434822,0.27463651050080773,0.2665143662484088,0.190595004384114,2.420940676741441,0.24,0.2251984126984127,0.1616501898416792,0.004745363871185108,0.028360316000786142,0.05716839337020711,0.208
40,48,2.397462556736742,0.2875605815831987,0.27987043440570875,0.21300376749540292,2.420343266300039,0.224,0.2113095238095238,0.14684343434343436,0.004918209703231603,0.030006738355279783,0.060153859112221694,0.2
40,49,2.395749519471032,0.29079159935379645,0.2831034641295,0.21123976092091076,2.4148277853026383,0.232,0.21686507936507937,0.1477681996549921,0.005072191650054749,0.03147373445264902,0.06209581566854779,0.192
40,50,2.3921516359503108,0.3069466882067851,0.2983996919467244,0.22537384907589716,2.4141296409866446,0.28,0.2648809523809524,0.1861452771421307,0.005226173596877895,0.03286659109414044,0.06050949452976575,0.184
231,1,2.485230564142878,0.0840064620355412,0.08307828867039393,0.017871519089982392,2.484910823482397,0.056,0.08333333333333333,0.008905852417302799,6.01012157115984e-05,1.0089985119465424e-05,2.339706694368794e-06,0.992
231,2,2.48497839504907,0.08723747980613894,0.0861428410770516,0.021148238108661174,2.484910823482397,0.056,0.08333333333333333,0.008905852417302799,5.571426565965691e-05,9.212595109077125e-06,2.339706694368794e-06,0.992
231,3,2.4848805416142854,0.0888529886914378,0.08763093631514685,0.02388698916691021,2.484914611484172,0.056,0.08333333333333333,0.008905852417302799,5.4836875649268604e-05,9.212595109077125e-06,4.679413388737588e-06,0.992
231,4,2.484786381558196,0.09208400646203554,0.09066224142978528,0.030020480274934425,2.484914611484172,0.056,0.08333333333333333,0.008905852417302799,5.65916556700452e-05,1.140607013504787e-05,4.679413388737588e-06,0.992
231,5,2.484673304603405,0.09369951534733441,0.09215033666788053,0.032819120195642405,2.484914611484172,0.056,0.08333333333333333,0.008905852417302799,6.01012157115984e-05,1.3160850155824466e-05,4.679413388737588e-06,0.992
231,6,2.484602352844397,0.09369951534733441,0.09215033666788053,0.03282873729526307,2.484754252742368,0.064,0.09027777777777778,0.021726365237815622,6.712033579470478e-05,1.930258022854255e-05,2.8076480332425527e-05,0.992
231,7,2.4843928929427093,0.09693053311793215,0.095126527144071,0.038129387175287445,2.484529038818661,0.064,0.09027777777777778,0.021726365237815622,7.106859084145212e-05,2.719909032203723e-05,6.317208074795743e-05,0.992
231,8,2.484211028655795,0.09369951534733441,0.09180693007447394,0.039295276220922874,2.4842813264601697,0.064,0.09027777777777778,0.021726365237815622,8.773900103882977e-05,3.68503804363085e-05,0.00010294709455222693,0.992
231,9,2.4837391146629484,0.10177705977382875,0.09913293740048125,0.04970281067757675,2.4838560371699887,0.072,0.09722222222222222,0.032783882783882785,0.00010967375129853721,5.966252070640424e-05,0.00017547800207765954,0.984
231,10,2.483145641535588,0.10177705977382875,0.09901846853601239,0.0483282411425866,2.483238133728951,0.064,0.0853174603174603,0.028645833333333332,0.00014696282674003986,0.00011098983631411966,0.000318200110434156,0.968
231,11,2.4824916998792537,0.09369951534733441,0.0909505333847439,0.042528742456074846,2.4829891130102677,0.064,0.0853174603174603,0.027481858885286398,0.0001833745121711542,0.00016056237190105848,0.0005240942995386099,0.944
231,12,2.481437562274489,0.09531502423263329,0.09223579782790309,0.04301976204880017,2.4828596886255867,0.064,0.0853174603174603,0.027481858885286398,0.00021934750259707442,0.0002101349074879973,0.0007557252622811204,0.944
231,13,2.4808772645673782,0.10016155088852989,0.09704349013559539,0.04380439092080484,2.482612719724463,0.064,0.0853174603174603,0.028645833333333332,0.00024435311789314094,0.00025093354297105316,0.0008305958765009218,0.944
231,14,2.480196703776585,0.09693053311793215,0.09409340659340659,0.03913719672226066,2.482535205009354,0.064,0.0853174603174603,0.028645833333333332,0.000271113513209984,0.00028515175337619675,0.000907806197415092,0.928
231,15,2.4795089646956723,0.09693053311793215,0.0938383619304672,0.04129399150781902,2.482330587024915,0.064,0.0853174603174603,0.028645833333333332,0.0003233182188280877,0.0003899998596175983,0.001181551880656241,0.912
231,16,2.478642115745422,0.10662358642972536,0.10265246449456976,0.04890253488262789,2.4821893471544514,0.072,0.09226190476190477,0.03728578045391385,0.00037245205940983236,0.000509763596035601,0.0015488858316721416,0.904
231,17,2.477661427301595,0.10662358642972536,0.10276693335903864,0.04779307720603893,2.480931946866941,0.072,0.09226190476190477,0.03431578947368421,0.000436062835162984,0.0006935768032119493,0.0021782669324573473,0.872
231,18,2.4756123619666046,0.09854604200323101,0.09441070625281152,0.04536931672048134,2.4796642982688977,0.064,0.08035714285714286,0.02961432506887052,0.0005558265715809866,0.0010340041272426089,0.003350459986336113,0.792
231,19,2.473342431564718,0.10177705977382875,0.09750136559347088,0.046665210463972706,2.4766010443124102,0.072,0.08730158730158731,0.03598830836682499,0.0006738355279782126,0.0014336552769744786,0.004976556138922425,0.768
231,20,2.470087488247531,0.11631663974151858,0.11180997365207894,0.06056855024917729,2.4723865344857274,0.072,0.08730158730158731,0.044444444444444446,0.0007883349243338855,0.0019030589325322177,0.006120672712468765,0.752
231,21,2.466802376232351,0.13408723747980614,0.12952654071075123,0.078215201871886,2.4667294617300604,0.136,0.14285714285714288,0.08665445665445666,0.0009787285565881461,0.0027716750428166325,0.00849781471394746,0.664
231,22,2.463089891582213,0.1421647819063005,0.13776829895250947,0.08166424885568924,2.464534077541395,0.16,0.16865079365079363,0.09935897435897438,0.0011085822781256142,0.0035135082965999384,0.01090069348906421,0.616
231,23,2.4603876249232317,0.14862681744749595,0.14389026340780728,0.08702243483874363,2.4615141536664877,0.16,0.17361111111111108,0.09211423699914749,0.0012195721144397339,0.004065386613134178,0.012798195618197302,0.608
231,24,2.4577019555040627,0.13570274636510501,0.13252883812094338,0.0704825914356429,2.4592323302821018,0.144,0.15476190476190474,0.08344611160145139,0.0013981209815537524,0.00508710728023135,0.015114505245622408,0.552
231,25,2.4546738924560185,0.1470113085621971,0.14380904183535761,0.08165188684895695,2.4581715229182333,0.136,0.14781746031746032,0.07920536635706914,0.0015200781929977259,0.005733305022882332,0.01775369439687041,0.496
231,26,2.4530174412974834,0.14862681744749595,0.1456144367328578,0.08135429764629455,2.456530789963222,0.136,0.14781746031746032,0.08174603174603175,0.0016731827498104837,0.006635261953561501,0.020519227709614323,0.448
231,27,2.4504718027605397,0.1583198707592892,0.1548864147548358,0.09027099078171251,2.4554562680252774,0.136,0.14285714285714288,0.07887726057829152,0.0017438126456467418,0.007013417048038858,0.02039288354811841,0.432
231,28,2.4486913302346918,0.1631663974151858,0.15892183271569235,0.10107634295736552,2.4550086802554283,0.144,0.1498015873015873,0.08299428104575163,0.001853925091950473,0.007663124350731392,0.023500014038240168,0.424
231,29,2.446464233542331,0.1631663974151858,0.15949127626759205,0.08996632506567277,2.4538089675310504,0.144,0.1498015873015873,0.08027009222661396,0.0019732501333632815,0.008227286127411068,0.02638487239239689,0.392
231,30,2.4450929277646325,0.16962843295638125,0.16584217845182758,0.09638950259656213,2.452587228242132,0.16,0.1636904761904762,0.08111039475628266,0.0020605504393969173,0.008797150939158267,0.025987122254354195,0.36
231,31,2.4436688026450586,0.18093699515347333,0.1762327381844926,0.10362324790695483,2.451358401394139,0.168,0.1706349206349206,0.08360042735042734,0.0021180194850773507,0.009010795406687817,0.0265416327409196,0.368
231,32,2.44176326791925,0.17932148626817448,0.17480399717241824,0.10370181976553101,2.4507090674869256,0.168,0.1706349206349206,0.08541921041921041,0.0021811915658253083,0.009342887525619788,0.028626311405602192,0.36
231,33,2.440328398695408,0.16962843295638125,0.16601600154231733,0.09241304745170331,2.4482314682496833,0.168,0.1706349206349206,0.08584287373485981,0.002292181402139428,0.010231683606143134,0.03030154139877025,0.344
231,34,2.439227003329189,0.1777059773828756,0.173315901934323,0.09578526042503221,2.446580797764367,0.176,0.1775793650793651,0.0862077737077737,0.0023729012830951512,0.010975710334952411,0.03104088871419079,0.328
231,35,2.4377092270512737,0.1938610662358643,0.1875823372533899,0.11683508735828163,2.446464421717854,0.176,0.1775793650793651,0.08917004048582995,0.002406680798495101,0.010897622624027851,0.032617851026195355,0.336
231,36,2.435639637656233,0.19224555735056542,0.186404401316682,0.12020077062679024,2.4449120627858796,0.176,0.1775793650793651,0.08773386086645325,0.0024729237442794173,0.011334562849201224,0.03219904352790334,0.336
231,37,2.433791159769641,0.2035541195476575,0.19660217138287317,0.12926673532738997,2.442936302017924,0.192,0.19146825396825398,0.09950975498515269,0.0025540823202403347,0.012079028273015695,0.03286819964249282,0.32
231,38,2.4332527865105855,0.2035541195476575,0.1961442959249977,0.12922575191167288,2.4430222151692265,0.208,0.20674603174603176,0.11809257285003553,0.002602338770811691,0.012418139512030772,0.03397254120223489,0.32
231,39,2.4313030032148335,0.21809369951534732,0.2096978111232497,0.13929860628174717,2.4414380009191685,0.232,0.22896825396825393,0.1460612662573447,0.002649279136367465,0.012712503860516046,0.03414100008422944,0.312
231,40,2.4298955712676276,0.21647819063004847,0.20865755021456775,0.13968748182825674,2.441997421408006,0.224,0.2220238095238095,0.13820941588354524,0.0027041160120167334,0.013216564421484122,0.034323497206390205,0.312
231,41,2.4287571076441834,0.22778675282714056,0.2185480617498161,0.14729551409739827,2.4423407190060313,0.232,0.22896825396825393,0.14302371479095619,0.00275237246258809,0.013649117696605553,0.03436561192688885,0.312
231,42,2.427468960316272,0.23424878836833601,0.22503373819163294,0.15514945154960358,2.4427374671884947,0.216,0.2150793650793651,0.1352981966256306,0.002830898868517843,0.014214595558300812,0.03665618478067589,0.304
231,43,2.426333953296305,0.23263327948303716,0.2233718198630479,0.15105834507771287,2.4397518201630346,0.224,0.22202380952380954,0.14205433014956825,0.00287608445405284,0.014772176909902575,0.035156432789585496,0.296
231,44,2.42477410281014,0.2245557350565428,0.215624085141629,0.14498036801252287,2.4394945221017954,0.216,0.2150793650793651,0.13098417383679875,0.0029335534997332736,0.015089353398657945,0.03716156142665955,0.288
231,45,2.4231600426252196,0.22617124394184168,0.21713828731372595,0.14742438244734601,2.438004406517927,0.224,0.2220238095238095,0.1342521476930079,0.0029945321054552602,0.015527609708846899,0.037610785111978365,0.28
231,46,2.421237600017408,0.23747980613893377,0.2272476954494498,0.15768819661053876,2.439279718422075,0.224,0.22202380952380954,0.13883452581369246,0.0031436884072212705,0.01681561824409692,0.04005577860759375,0.272
231,47,2.4190964277296487,0.2455573505654281,0.23506148797768803,0.16399332286031795,2.4346149700664004,0.232,0.22678571428571428,0.14863489001420035,0.003289335148945728,0.018015010388297722,0.04170293212042938,0.256
231,48,2.417029813841431,0.25040387722132473,0.23979085948337533,0.16452931774673962,2.4345278323832984,0.248,0.24067460317460318,0.16235076465100676,0.003439807535727321,0.019302141533537355,0.04449888162020009,0.248
231,49,2.414976664142658,0.24717285945072698,0.23644515547977663,0.16236782453330342,2.4328372119287507,0.248,0.24067460317460318,0.1615977725423003,0.003551674762051829,0.020258935339865794,0.04578572030210293,0.248
231,50,2.4136272634189466,0.2552504038772213,0.24374505587178227,0.1681261123028687,2.431947691160708,0.248,0.24067460317460318,0.15919198139025725,0.0036530133082516777,0.021059115029339923,0.04607584393220466,0.24
