readout,mean_train_ba,sd_train_ba,mean_val_ba,sd_val_ba,mean_test_ba,sd_test_ba,mean_test_accuracy,mean_test_macro_f1,backbone_params,readout_params,total_params,mean_backbone_best_epoch,mean_readout_best_epoch
full_count,0.1603190915854223,0.10512772720784162,0.1511111111111111,0.0932023033173719,0.15449404761904761,0.09337202940070981,0.16047904191616766,0.0740590131453853,6784,0,6784,20.6,
temporal_10bin,0.3011484304270792,0.29289240720795673,0.23464285714285715,0.20756642880387743,0.23041548729048728,0.19974135936247694,0.2359281437125748,0.1772748995339723,6784,1452,8236,20.6,3.4
final_membrane,0.11109797646051844,0.039149753168413175,0.10583333333333333,0.032191076901818085,0.12038614163614163,0.0510101399416875,0.12455089820359282,0.059695804846044996,6784,0,6784,20.6,
