architecture,objective,profile,seed,source,epochs_trained,test_accuracy,test_balanced_accuracy,test_macro_f1,test_whole_count_loss,test_objective_loss,test_valid_hidden_activity,test_tail_area_final_hidden,test_tail_area_output,test_settling_ms_final_hidden_mean,test_settling_ms_output_mean,raster_png,trace_npz,test_tail_stage1_final_hidden_activity,test_tail_stage2_final_hidden_activity,test_tail_stage3_final_hidden_activity,test_tail_stage1_output_activity,test_tail_stage2_output_activity,test_tail_stage3_output_activity,test_tail_stage1_final_hidden_syn_rms,test_tail_stage2_final_hidden_syn_rms,test_tail_stage3_final_hidden_syn_rms,test_final_hidden_syn_tail_rms_shift2,test_final_hidden_syn_tail_rms_shift3,test_final_hidden_syn_tail_rms_shift4,test_final_hidden_syn_tail_rms_shift5,test_final_hidden_syn_tail_rms_shift6,test_final_hidden_syn_tail_rms_shift7,baseline_test_balanced_accuracy,baseline_test_tail_area_final_hidden,baseline_test_settling_ms_final_hidden_mean,delta_test_ba_vs_frozen_exp01,delta_tail_area_vs_frozen_exp01,delta_settling_ms_vs_frozen_exp01
mid_long,timestep_ce,a1,11,exp0.2,47,0.14383561643835616,0.13727938727938727,0.10271939466791802,2.3854277460542446,2.4740693177262396,0.006250906022200133,0.764019691780822,0.4611872146118721,236.83647260273972,123.1806506849315,firing_patterns/mid_long/timestep_ce/a1/seed11.png,firing_patterns/mid_long/timestep_ce/a1/seed11.npz,0.02584957843008515,0.019630037439502264,0.014398722609581605,0.012908324637539582,0.011986301408136545,0.011463089897105955,0.3140189879065551,0.2626221132399401,0.21630073434863953,0.02541720155769016,0.08513991774393524,0.16216389977977513,0.2735727925134189,0.40837295299720927,0.40411910990159045,0.34618298368298367,7.545751284246575,581.2285958904109,-0.2089035964035964,-6.781731592465753,-344.3921232876712
mid_long,timestep_ce,a1,23,exp0.2,47,0.2876712328767123,0.2708041958041958,0.22833248680341023,2.302458266689353,2.5712418882814174,0.0305141805417495,2.878638698630137,0.7916666666666666,515.089897260274,275.6849315068493,firing_patterns/mid_long/timestep_ce/a1/seed23.png,firing_patterns/mid_long/timestep_ce/a1/seed23.npz,0.09747925421146497,0.07358485807294715,0.054567101679436146,0.02805584832413556,0.02094309820398076,0.01289003066820641,1.3261105143853045,1.195736609365363,1.0351354178032164,0.11454132073719292,0.20348024141630328,0.46041177069637373,0.8940944158211513,1.6478889737155564,2.2196406202615084,0.3281773781773782,8.489993578767123,589.6832191780821,-0.057373182373182396,-5.611354880136986,-74.59332191780811
mid_long,timestep_ce,a1,37,exp0.2,46,0.0958904109589041,0.10119047619047618,0.0387031768610716,2.486575286682338,2.497618498867505,0.0006782223326706428,0.029377140410958902,0.007990867579908675,54.15239726027397,3.9597602739726026,firing_patterns/mid_long/timestep_ce/a1/seed37.png,firing_patterns/mid_long/timestep_ce/a1/seed37.npz,0.0010208113961023826,0.0007614923564538563,0.0005172659987456178,0.000439058683098179,0.00017562346558456553,0.0,0.07131451808736139,0.05975263420793043,0.05148586640206093,0.005084461594350591,0.00911643950552296,0.018805695235779147,0.058919138686015275,0.06305502757324148,0.12343811605478086,0.24991674991674992,6.341342037671233,566.9948630136986,-0.14872627372627373,-6.311964897260275,-512.8424657534247
mid_long,timestep_ce,a1_p2,11,exp0.2,40,0.136986301369863,0.13041125541125542,0.07869270548696385,2.3889967774691647,2.470753849369206,0.004954970696653413,0.5947666952054794,0.4001141552511415,217.25171232876713,107.66267123287672,firing_patterns/mid_long/timestep_ce/a1_p2/seed11.png,firing_patterns/mid_long/timestep_ce/a1_p2/seed11.npz,0.02006635316073486,0.015217498436008822,0.011339718909704522,0.012644889394510282,0.01044959576851497,0.008323820218545934,0.2858196247865897,0.24216571690319516,0.20214726783451578,0.020986284606979384,0.05549984827086963,0.10970636184199492,0.24120043596225413,0.3782518433104326,0.3928249143518562,0.34618298368298367,7.545751284246575,581.2285958904109,-0.21577172827172825,-6.950984589041095,-363.97688356164383
mid_long,timestep_ce,a1_p2,23,exp0.2,47,0.2602739726027397,0.24964618714618717,0.196415984665154,2.274541972434684,2.5415344597542124,0.031034172568754143,2.995558647260274,0.8824200913242009,514.7688356164383,273.7585616438356,firing_patterns/mid_long/timestep_ce/a1_p2/seed23.png,firing_patterns/mid_long/timestep_ce/a1_p2/seed23.npz,0.10073926330429234,0.07653615587990578,0.05758151386494506,0.03262205942444606,0.022435896889600036,0.013888889183736828,1.177753343041387,1.0579965938122324,0.9092001583500072,0.06568439302637233,0.15097040768120132,0.4251520755594321,0.8241756091561899,1.574113139066278,1.8577916429325243,0.3281773781773782,8.489993578767123,589.6832191780821,-0.07853119103119102,-5.494434931506849,-74.91438356164383
mid_long,timestep_ce,a1_p2,37,exp0.2,39,0.1095890410958904,0.11355311355311355,0.05647130647130647,2.4523673808737976,2.488203616991435,0.0015107920187210073,0.10386344178082192,0.050799086757990865,92.14469178082192,24.293664383561644,firing_patterns/mid_long/timestep_ce/a1_p2/seed37.png,firing_patterns/mid_long/timestep_ce/a1_p2/seed37.npz,0.0037868810843114985,0.0026302358059033955,0.0017034104221487698,0.0020635756727767317,0.0013171759982631632,0.0005707762727182206,0.1001609291280847,0.08619329997855665,0.07329325872408886,0.009723132794562155,0.019601722449110515,0.03517752437323233,0.08048837543383323,0.10744619078497968,0.16428255556109717,0.24991674991674992,6.341342037671233,566.9948630136986,-0.13636363636363635,-6.237478595890411,-474.8501712328767
mid_long,timestep_ce,a1_tail,11,exp0.2,50,0.2328767123287671,0.22175324675324673,0.15456050841389185,2.2965713004543358,2.4594704712906927,0.011042145564115308,0.7712435787671232,0.571917808219178,324.1652397260274,155.17979452054794,firing_patterns/mid_long/timestep_ce/a1_tail/seed11.png,firing_patterns/mid_long/timestep_ce/a1_tail/seed11.npz,0.02644230843815085,0.019243117645127723,0.014777753993307483,0.01760625161154017,0.014664558553430315,0.012699771965917659,0.486177566338351,0.4022028137621434,0.3383064000556404,0.029908193645451327,0.10215545180603061,0.20757351105090996,0.3939321963974262,0.5728593400108172,0.7156730936789012,0.34618298368298367,7.545751284246575,581.2285958904109,-0.12442973692973694,-6.774507705479452,-257.06335616438355
mid_long,timestep_ce,a1_tail,23,exp0.2,45,0.2602739726027397,0.24564185814185815,0.19184583934583932,2.2290971017863654,2.589281578586526,0.04059238320079523,3.0243471746575343,1.0222602739726028,546.875,317.95804794520546,firing_patterns/mid_long/timestep_ce/a1_tail/seed23.png,firing_patterns/mid_long/timestep_ce/a1_tail/seed23.npz,0.10467432919022156,0.07619451170098292,0.05608768424350921,0.03622233982465855,0.026167896563467914,0.017598935186046445,1.727247760684259,1.5325144824126855,1.3100663175320741,0.14134808350300532,0.27875501235906575,0.6053025441834808,1.3318151818786037,2.29998217432455,2.6247768745794766,0.3281773781773782,8.489993578767123,589.6832191780821,-0.08253552003552003,-5.465646404109589,-42.80821917808214
mid_long,timestep_ce,a1_tail,37,exp0.2,50,0.21232876712328766,0.19547952047952047,0.16378341736521576,2.327943788815851,2.501631498336792,0.007551371458747515,0.3894477739726028,0.3458904109589041,267.5513698630137,105.95034246575342,firing_patterns/mid_long/timestep_ce/a1_tail/seed37.png,firing_patterns/mid_long/timestep_ce/a1_tail/seed37.npz,0.015863738896656935,0.009142024125202163,0.005364404967348155,0.013918159778344713,0.008034773389426098,0.005041856880057348,0.7428420474116691,0.6438721098088266,0.5414068041207707,0.048534801235244424,0.10953282203348814,0.2146017381804852,0.765540395598721,0.7664606823258893,1.1596200852669414,0.24991674991674992,6.341342037671233,566.9948630136986,-0.05443722943722945,-5.95189426369863,-299.4434931506849
mid_long,timestep_ce,tail,11,exp0.2,42,0.2191780821917808,0.19980852480852482,0.16205470176058412,2.319832579730308,2.493423817908927,0.020325960901259113,1.0412564212328768,0.4537671232876712,417.166095890411,146.2970890410959,firing_patterns/mid_long/timestep_ce/tail/seed11.png,firing_patterns/mid_long/timestep_ce/tail/seed11.npz,0.04000098709884572,0.02491932299804606,0.016441032239427306,0.015498769992630775,0.011898489515871217,0.008133561529015025,0.7187665330192387,0.6012621045987088,0.5067624060166716,0.045877001010126865,0.11780426443908276,0.32452242857867153,0.593681674253602,0.8147855421174739,1.0895079476266427,0.34618298368298367,7.545751284246575,581.2285958904109,-0.14637445887445885,-6.504494863013698,-164.06249999999994
