architecture,objective,profile,test_balanced_accuracy_mean,test_balanced_accuracy_std,test_valid_hidden_activity_mean,test_valid_hidden_activity_std,test_tail_area_final_hidden_mean,test_tail_area_final_hidden_std,test_tail_area_output_mean,test_tail_area_output_std,test_settling_ms_final_hidden_mean_mean,test_settling_ms_final_hidden_mean_std,test_settling_ms_output_mean_mean,test_settling_ms_output_mean_std
mid_long,timestep_ce,a1,0.16975801975801974,0.08934959231055245,0.012481102965540091,0.015863720119444775,1.224011843607306,1.4792793656347891,0.42028158295281576,0.3934360081952807,268.6929223744292,232.11413091538535,134.27511415525115,136.2018998037646
mid_long,timestep_ce,a1_p2,0.16453685203685206,0.07418725246827879,0.012499978428042853,0.016143198444718555,1.2313962614155252,1.5474004632860254,0.4444444444444444,0.41757904007971886,274.7217465753424,217.0942085027232,135.238299086758,126.99801250382454
mid_long,timestep_ce,a1_tail,0.22095820845820846,0.025090617655919287,0.019728633407886016,0.01815264216387014,1.3950128424657535,1.423899499151468,0.646689497716895,0.3443285524917294,379.5305365296804,147.66316282622225,193.02939497716895,110.95612189829771
mid_long,timestep_ce,none,0.3080923705923706,0.05117961105900621,0.08140231958940801,0.017429960935169735,7.4590289668949765,1.0769477385224218,1.6830289193302892,0.1731911739030103,579.3022260273973,11.466191695472629,478.453196347032,45.8230860476517
mid_long,timestep_ce,tail,0.2202704702704703,0.05702592057266466,0.033696583519715044,0.022606849966480567,1.9984838755707761,1.7828450144988843,0.6036910197869102,0.32082567855125876,475.5279680365297,85.20894661642015,217.2160388127854,124.41415261201595
mid_long,whole_count_ce,a1,0.3574506512006512,0.058716664051407776,0.07235353072537,0.013240445815276676,7.122592037671232,0.6885880447786209,6.261986301369863,0.5093665636837532,579.7659817351599,17.293783220696895,557.5770547945204,21.90995794305161
mid_long,whole_count_ce,a1_p2,0.37297193547193547,0.106293302631365,0.07095405000552242,0.013560611720368466,7.100403110730594,0.7684874924215982,6.413622526636225,0.043297558340777365,577.4115296803653,20.330899802091476,551.8336187214612,24.591993051198028
mid_long,whole_count_ce,a1_tail,0.38904105154105156,0.044883260384807555,0.07616518769328473,0.012428368221664392,6.7642158961187215,0.762355270093753,6.188736681887367,0.7758966512238052,584.3678652968036,12.202376312490253,558.326198630137,21.00467405429743
mid_long,whole_count_ce,none,0.41678136678136674,0.015400064436573262,0.10490820269356087,0.01124454006670737,9.070776255707763,0.6042245017137001,6.078957382039573,0.6564205705151956,592.2873858447489,2.260980576126041,588.5773401826483,3.309571873171804
mid_long,whole_count_ce,tail,0.3926478613978614,0.02858157238892475,0.08302798227993152,0.012399819078206585,6.7234767408675795,0.7721928016835397,6.019596651445966,0.5529476787827048,588.898401826484,8.21784950794311,570.5622146118722,20.14328384596684
short_mid,timestep_ce,a1,0.1190920190920191,0.047221205781107445,0.005147284694610117,0.005979872539815464,0.14410316780821916,0.1799784715298592,0.08238203957382038,0.10679669638044428,73.84417808219177,68.75443461255874,22.652682648401825,29.08938452390186
short_mid,timestep_ce,a1_p2,0.12225829725829725,0.030170616180658725,0.0060397165617406675,0.006490202725788349,0.17854594748858446,0.2033152229351163,0.08352359208523592,0.08783342212499212,91.60958904109589,86.9361974261348,27.718321917808222,28.381034139308888
short_mid,timestep_ce,a1_tail,0.1359113109113109,0.03385409989449599,0.007527210866743982,0.008178822462822453,0.19231592465753425,0.21573493017269835,0.09608066971080668,0.1230500592322879,84.40353881278538,69.63513266614231,29.109589041095887,33.249305323678236
short_mid,timestep_ce,none,0.2748612498612499,0.03318296243125966,0.026967535067373538,0.002386705421366925,0.8392194634703195,0.023231677154127616,0.5993150684931506,0.07021475975341085,287.02910958904107,22.9166455646394,155.32248858447488,3.257247926273833
short_mid,timestep_ce,tail,0.15705960705960706,0.01207037499467745,0.0087384762604926,0.002277637292690436,0.2003246289954338,0.07227026234224908,0.12252663622526637,0.043828530709029805,120.50513698630137,39.490582191780824,36.279965753424655,12.991430569771847
