architecture,objective,profile,seed,epoch,warmup_scale,kappa,train_task_loss,train_base_regularizer,train_p2,train_a1,train_tail,train_total_loss,val_balanced_accuracy,val_whole_count_loss,val_objective_loss
short_mid_long,timestep_ce,tail,11,49,1.0,3.004047027756015,2.384542056902756,0.0001558530080625,0.0,0.0,0.0015585300478148,2.3850102227649264,0.0833333333333333,2.4705777168273926,2.473057270050049
short_mid_long,timestep_ce,tail,11,50,1.0,3.004047027756015,2.3854388181190687,0.0001586769618486,0.0,0.0,0.0015867695898833,2.385915455842798,0.0833333333333333,2.46977972984314,2.4724671840667725
short_mid_long,timestep_ce,tail,23,1,0.1,2.4621602997825813,2.615662181233785,0.001221066913864,0.0,0.0,0.0122106688565185,2.6159628397831614,0.1041666666666666,2.4753735065460205,2.4831554889678955
short_mid_long,timestep_ce,tail,23,2,0.2,2.4621602997825813,2.495521829378585,0.0009496828343594,0.0,0.0,0.0094968279015766,2.4959895257900584,0.0833333333333333,2.485018014907837,2.4855878353118896
short_mid_long,timestep_ce,tail,23,3,0.3,2.4621602997825813,2.4834868751992047,0.0008841505193627,0.0,0.0,0.0088415050160992,2.484139993145626,0.0902777777777777,2.483330011367798,2.4843013286590576
short_mid_long,timestep_ce,tail,23,4,0.4,2.4621602997825813,2.4761830147695623,0.0008848647373807,0.0,0.0,0.0088486469634479,2.4770544900746434,0.0902777777777777,2.481478691101074,2.483484506607056
short_mid_long,timestep_ce,tail,23,5,0.5,2.4621602997825813,2.46989598003394,0.0008562507557485,0.0,0.0,0.0085625073266585,2.4709500289825077,0.0902777777777777,2.481083869934082,2.482591390609741
short_mid_long,timestep_ce,tail,23,6,0.6,2.4621602997825813,2.460025954369629,0.0008323308336508,0.0,0.0,0.0083233082022601,2.4612555696713945,0.0972222222222222,2.477635383605957,2.4802608489990234
short_mid_long,timestep_ce,tail,23,7,0.7,2.4621602997825813,2.4537391699529967,0.0008231726492692,0.0,0.0,0.0082317264413977,2.455157892634249,0.0972222222222222,2.472599029541016,2.4780213832855225
short_mid_long,timestep_ce,tail,23,8,0.8,2.4621602997825813,2.4475624557206226,0.0008125745945028,0.0,0.0,0.0081257458404347,2.4491629895983382,0.1041666666666666,2.467524528503418,2.4755518436431885
short_mid_long,timestep_ce,tail,23,9,0.9,2.4621602997825813,2.445237363677427,0.0007826603631282,0.0,0.0,0.0078266033687967,2.4469717422984347,0.1041666666666666,2.4651241302490234,2.474323034286499
short_mid_long,timestep_ce,tail,23,10,1.0,2.4621602997825813,2.437030684311911,0.0007457649757045,0.0,0.0,0.0074576496919248,2.4388668984431203,0.1111111111111111,2.4642279148101807,2.473182201385498
short_mid_long,timestep_ce,tail,23,11,1.0,2.4621602997825813,2.433950407779976,0.0007488844836476,0.0,0.0,0.0074888447318835,2.4357943009591554,0.1041666666666666,2.465306043624878,2.47526478767395
short_mid_long,timestep_ce,tail,23,12,1.0,2.4621602997825813,2.4270947874105326,0.0007482885389882,0.0,0.0,0.0074828852083463,2.4289371700582323,0.1041666666666666,2.463254451751709,2.475159168243408
short_mid_long,timestep_ce,tail,23,13,1.0,2.4621602997825813,2.4233143785118854,0.0007257509992454,0.0,0.0,0.0072575099549854,2.425101239586861,0.1041666666666666,2.463918447494507,2.4736993312835693
short_mid_long,timestep_ce,tail,23,14,1.0,2.4621602997825813,2.418414612850511,0.0007129545173673,0.0,0.0,0.0071295450967311,2.420170039605356,0.1041666666666666,2.459965944290161,2.476074695587158
short_mid_long,timestep_ce,tail,23,15,1.0,2.4621602997825813,2.417924421379365,0.000719672938061,0.0,0.0,0.0071967291852488,2.419696369187557,0.1041666666666666,2.4576737880706787,2.4676098823547363
short_mid_long,timestep_ce,tail,23,16,1.0,2.4621602997825813,2.412645605878452,0.0006595291604052,0.0,0.0,0.0065952914738113,2.414269448557737,0.1041666666666666,2.467776298522949,2.4764082431793213
short_mid_long,timestep_ce,tail,23,17,1.0,2.4621602997825813,2.404885597770678,0.0006595767741716,0.0,0.0,0.0065957676657762,2.4065095598644315,0.1041666666666666,2.471464872360229,2.484633445739746
short_mid_long,timestep_ce,tail,23,18,1.0,2.4621602997825813,2.4035913316395114,0.0006710696268567,0.0,0.0,0.0067106960870312,2.4052436015281744,0.1111111111111111,2.46735954284668,2.48518967628479
short_mid_long,timestep_ce,tail,23,19,1.0,2.4621602997825813,2.3945745978626243,0.0006531341929708,0.0,0.0,0.0065313417619982,2.396182706967484,0.1041666666666666,2.4644720554351807,2.477811813354492
short_mid_long,timestep_ce,tail,23,20,1.0,2.4621602997825813,2.3956915753638683,0.000615925233965,0.0,0.0,0.0061592522627079,2.3972080586904503,0.1041666666666666,2.464560985565185,2.48098373413086
short_mid_long,timestep_ce,tail,23,21,1.0,2.4621602997825813,2.3895466766751365,0.0006076635353238,0.0,0.0,0.0060766352101737,2.391042828765055,0.1041666666666666,2.464686870574951,2.477414131164551
short_mid_long,timestep_ce,tail,23,22,1.0,2.4621602997825813,2.3807869400707253,0.0005793615497597,0.0,0.0,0.0057936153180653,2.3822134353618,0.1041666666666666,2.4584269523620605,2.4727137088775635
short_mid_long,timestep_ce,tail,23,23,1.0,2.4621602997825813,2.374464918537107,0.0005760056582013,0.0,0.0,0.0057600564122995,2.3758831652019192,0.1041666666666666,2.4620649814605717,2.479262351989746
short_mid_long,timestep_ce,tail,23,24,1.0,2.4621602997825813,2.3693993538874563,0.0006029727907206,0.0,0.0,0.0060297279328543,2.370884025773986,0.1111111111111111,2.45484471321106,2.4686758518218994
short_mid_long,timestep_ce,tail,23,25,1.0,2.4621602997825813,2.3622047687766883,0.0005958899125763,0.0,0.0,0.005958899158324,2.3636719400829374,0.1180555555555555,2.457010507583618,2.4774560928344727
short_mid_long,timestep_ce,tail,23,26,1.0,2.4621602997825813,2.3586792601160256,0.0006008154291638,0.0,0.0,0.0060081542028745,2.360158620315657,0.1180555555555555,2.45157527923584,2.4738991260528564
short_mid_long,timestep_ce,tail,23,27,1.0,2.4621602997825813,2.349787386272122,0.0006056785498939,0.0,0.0,0.0060567854456411,2.3512786916118893,0.1180555555555555,2.45935606956482,2.477303504943848
short_mid_long,timestep_ce,tail,23,28,1.0,2.4621602997825813,2.35048024338412,0.0006013260525631,0.0,0.0,0.0060132602365966,2.351960810039212,0.1180555555555555,2.4545257091522217,2.479912757873535
short_mid_long,timestep_ce,tail,23,29,1.0,2.4621602997825813,2.338855470109109,0.000585464247512,0.0,0.0,0.0058546423921666,2.340297002185027,0.1180555555555555,2.453181266784668,2.4775428771972656
short_mid_long,timestep_ce,tail,23,30,1.0,2.4621602997825813,2.335097138114312,0.00055969235015,0.0,0.0,0.0055969234294676,2.336475212274443,0.1180555555555555,2.4521541595458984,2.476163625717163
short_mid_long,timestep_ce,tail,23,31,1.0,2.4621602997825813,2.3284027498478324,0.0005465313689939,0.0,0.0,0.0054653135686151,2.3297483719975114,0.1111111111111111,2.45892596244812,2.4799351692199707
short_mid_long,timestep_ce,tail,23,32,1.0,2.4621602997825813,2.32172032682908,0.0005267340987047,0.0,0.0,0.0052673408558043,2.3230172713734403,0.1111111111111111,2.45684027671814,2.479135036468506
short_mid_long,timestep_ce,tail,23,33,1.0,2.4621602997825813,2.319127110729119,0.0005089924179346,0.0,0.0,0.0050899239919002,2.320380322494113,0.1180555555555555,2.455453395843506,2.481516599655152
short_mid_long,timestep_ce,tail,23,34,1.0,2.4621602997825813,2.319007120526391,0.0005318057280925,0.0,0.0,0.0053180571655116,2.320316528083945,0.1111111111111111,2.4526267051696777,2.4805092811584477
short_mid_long,timestep_ce,tail,23,35,1.0,2.4621602997825813,2.3120815782661897,0.0005220893493744,0.0,0.0,0.005220893328038,2.313366986798337,0.1180555555555555,2.452468156814575,2.4720520973205566
short_mid_long,timestep_ce,tail,23,36,1.0,2.4621602997825813,2.3034501978534427,0.0005009835412631,0.0,0.0,0.0050098352429173,2.304683704999966,0.1180555555555555,2.4497976303100586,2.472721815109253
short_mid_long,timestep_ce,tail,23,37,1.0,2.4621602997825813,2.3072827317833697,0.0004904084625932,0.0,0.0,0.0049040845608123,2.3084901536393287,0.1111111111111111,2.456518650054932,2.4788858890533447
short_mid_long,timestep_ce,tail,23,38,1.0,2.4621602997825813,2.296265029250652,0.0005117588922567,0.0,0.0,0.005117588755859,2.2975250525646898,0.1111111111111111,2.45575213432312,2.482182741165161
short_mid_long,timestep_ce,tail,23,39,1.0,2.4621602997825813,2.2952255386083342,0.0005362272346628,0.0,0.0,0.0053622721848294,2.2965457829263656,0.1180555555555555,2.457482099533081,2.4854564666748047
short_mid_long,timestep_ce,tail,23,40,1.0,2.4621602997825813,2.292623643825879,0.0005346329638489,0.0,0.0,0.0053463296631347,2.2939399724983307,0.1180555555555555,2.451169729232788,2.48013687133789
short_mid_long,timestep_ce,tail,23,41,1.0,2.4621602997825813,2.285795785884233,0.0005079810455499,0.0,0.0,0.0050798103785568,2.28704653385379,0.1180555555555555,2.444549798965454,2.468371629714966
short_mid_long,timestep_ce,tail,23,42,1.0,2.4621602997825813,2.2846339791243744,0.0004835439508896,0.0,0.0,0.0048354393421879,2.2858245089624507,0.1180555555555555,2.448275327682495,2.467129945755005
short_mid_long,timestep_ce,tail,23,43,1.0,2.4621602997825813,2.2856173002371074,0.0004603300167876,0.0,0.0,0.0046033000119876,2.286750713026667,0.1180555555555555,2.45521879196167,2.4746854305267334
short_mid_long,timestep_ce,tail,23,44,1.0,2.4621602997825813,2.2851345091801707,0.0004386380607368,0.0,0.0,0.0043863804791308,2.28621450882155,0.1180555555555555,2.455150604248047,2.4734106063842773
short_mid_long,timestep_ce,tail,23,45,1.0,2.4621602997825813,2.2816838528736527,0.0004215022047505,0.0,0.0,0.0042150220080325,2.282721668430532,0.1111111111111111,2.4550373554229736,2.477555513381958
short_mid_long,timestep_ce,tail,23,46,1.0,2.4621602997825813,2.2768583137689484,0.0004488749134237,0.0,0.0,0.0044887490809386,2.277963481958885,0.1111111111111111,2.4549732208251958,2.481602907180786
short_mid_long,timestep_ce,tail,23,47,1.0,2.4621602997825813,2.273695317480117,0.00046898906682,0.0,0.0,0.0046898905586983,2.274850040622914,0.1111111111111111,2.453660011291504,2.4783036708831787
short_mid_long,timestep_ce,tail,23,48,1.0,2.4621602997825813,2.273632878485728,0.0004593071509946,0.0,0.0,0.004593071391527,2.274763776184975,0.1111111111111111,2.4548208713531494,2.4819374084472656
short_mid_long,timestep_ce,tail,23,49,1.0,2.4621602997825813,2.267225854778454,0.0004619045185867,0.0,0.0,0.0046190451453928,2.2683631319187185,0.1111111111111111,2.449956178665161,2.477411985397339
short_mid_long,timestep_ce,tail,23,50,1.0,2.4621602997825813,2.2637310011661813,0.0004612494378992,0.0,0.0,0.0046124942833156,2.264866654515882,0.1180555555555555,2.4419496059417725,2.472036361694336
short_mid_long,timestep_ce,tail,37,1,0.1,1.783485671600711,2.5923283091920992,0.0011112345989694,0.0,0.0,0.0111123455476766,2.5925264530871286,0.0833333333333333,2.488722801208496,2.504098415374756
short_mid_long,timestep_ce,tail,37,2,0.2,1.783485671600711,2.49315834127482,0.0008554331472996,0.0,0.0,0.0085543313171079,2.493463508028172,0.0833333333333333,2.48598575592041,2.4909257888793945
short_mid_long,timestep_ce,tail,37,3,0.3,1.783485671600711,2.482825438044773,0.0007498876580695,0.0,0.0,0.0074988764208996,2.483226691999452,0.0833333333333333,2.485421895980835,2.4880855083465576
short_mid_long,timestep_ce,tail,37,4,0.4,1.783485671600711,2.4799258220626648,0.000716428688696,0.0,0.0,0.0071642867300704,2.4804369250181004,0.0902777777777777,2.4845519065856934,2.486526727676392
short_mid_long,timestep_ce,tail,37,5,0.5,1.783485671600711,2.4782120098140275,0.0006706969381314,0.0,0.0,0.0067069692787251,2.4788100883595505,0.0902777777777777,2.4833791255950928,2.486248254776001
short_mid_long,timestep_ce,tail,37,6,0.6,1.783485671600711,2.4775188982794494,0.0006438512725774,0.0,0.0,0.0064385126596525,2.4782078746263827,0.0902777777777777,2.481876373291016,2.4841504096984863
short_mid_long,timestep_ce,tail,37,7,0.7,1.783485671600711,2.4756715749093874,0.0006435836583981,0.0,0.0,0.0064358365050358,2.476475051265986,0.0902777777777777,2.480498075485229,2.48422646522522
short_mid_long,timestep_ce,tail,37,8,0.8,1.783485671600711,2.472468811960926,0.0006078555747199,0.0,0.0,0.0060785557600235,2.47333602199456,0.0902777777777777,2.4817006587982178,2.487107515335083
short_mid_long,timestep_ce,tail,37,9,0.9,1.783485671600711,2.4677068526486314,0.0005605854839908,0.0,0.0,0.005605854704758,2.4686066751430857,0.0902777777777777,2.480318069458008,2.4872844219207764
short_mid_long,timestep_ce,tail,37,10,1.0,1.783485671600711,2.4657448355794567,0.0005012577154257,0.0,0.0,0.0050125770565769,2.466638798557748,0.0902777777777777,2.4786782264709477,2.485828399658203
short_mid_long,timestep_ce,tail,37,11,1.0,1.783485671600711,2.4641475981155896,0.0004578032248321,0.0,0.0,0.0045780322354979,2.464964102960084,0.0902777777777777,2.4841811656951904,2.485633611679077
short_mid_long,timestep_ce,tail,37,12,1.0,1.783485671600711,2.4583662138953675,0.0004509912469951,0.0,0.0,0.004509912405833,2.4591705577508924,0.0902777777777777,2.480658054351806,2.484206199645996
short_mid_long,timestep_ce,tail,37,13,1.0,1.783485671600711,2.4547890016421188,0.0004365348473825,0.0,0.0,0.0043653484594987,2.4555675014981717,0.0972222222222222,2.4802286624908447,2.4834461212158203
short_mid_long,timestep_ce,tail,37,14,1.0,1.783485671600711,2.449658077473074,0.0004158132543154,0.0,0.0,0.0041581325500677,2.450399624090802,0.0972222222222222,2.480921030044556,2.4823248386383057
short_mid_long,timestep_ce,tail,37,15,1.0,1.783485671600711,2.4431683097977235,0.0004023699099502,0.0,0.0,0.0040236989905009,2.4438859328961,0.0902777777777777,2.484586238861084,2.486583948135376
short_mid_long,timestep_ce,tail,37,16,1.0,1.783485671600711,2.440730099423617,0.000398867843126,0.0,0.0,0.0039886783414941,2.441441471933703,0.0833333333333333,2.485487222671509,2.488654851913452
short_mid_long,timestep_ce,tail,37,17,1.0,1.783485671600711,2.437359630548605,0.0003741598326797,0.0,0.0,0.0037415982883266,2.4380269481475096,0.0902777777777777,2.48332953453064,2.4839046001434326
short_mid_long,timestep_ce,tail,37,18,1.0,1.783485671600711,2.435650083571416,0.0003573359393998,0.0,0.0,0.0035733593693532,2.4362873866923294,0.0972222222222222,2.47776460647583,2.4812264442443848
short_mid_long,timestep_ce,tail,37,19,1.0,1.783485671600711,2.4311825568417467,0.0003662511188444,0.0,0.0,0.003662511133693,2.431835807744484,0.1041666666666666,2.477712869644165,2.480620861053467
short_mid_long,timestep_ce,tail,37,20,1.0,1.783485671600711,2.4285645768072026,0.0003516912933852,0.0,0.0,0.0035169128662779,2.4291918372123047,0.1041666666666666,2.4761435985565186,2.479676485061645
short_mid_long,timestep_ce,tail,37,21,1.0,1.783485671600711,2.4267588917441705,0.0003375567291645,0.0,0.0,0.003375567208291,2.427360929022968,0.1041666666666666,2.4770312309265137,2.480424165725708
short_mid_long,timestep_ce,tail,37,22,1.0,1.783485671600711,2.423579206565161,0.0003256846142459,0.0,0.0,0.0032568460714277,2.4241600377219066,0.0972222222222222,2.4769492149353027,2.4805362224578857
short_mid_long,timestep_ce,tail,37,23,1.0,1.783485671600711,2.418618670839451,0.0003104615077569,0.0,0.0,0.0031046150292297,2.41917237521449,0.0972222222222222,2.4763612747192383,2.4796037673950195
short_mid_long,timestep_ce,tail,37,24,1.0,1.783485671600711,2.4172584152878254,0.0002956586972976,0.0,0.0,0.0029565869211804,2.417785724551255,0.0972222222222222,2.4751133918762207,2.478925943374634
short_mid_long,timestep_ce,tail,37,25,1.0,1.783485671600711,2.410856580570109,0.0003077130820676,0.0,0.0,0.003077130765925,2.41140538772084,0.0972222222222222,2.472195625305176,2.477034091949463
short_mid_long,timestep_ce,tail,37,26,1.0,1.783485671600711,2.40856439029083,0.0003099722311657,0.0,0.0,0.0030997222667742,2.4091171516608862,0.0972222222222222,2.473610639572144,2.481775283813477
short_mid_long,timestep_ce,tail,37,27,1.0,1.783485671600711,2.403169739061707,0.0003194062381589,0.0,0.0,0.0031940622849104,2.4037394059914936,0.0902777777777777,2.474737405776977,2.4865243434906006
short_mid_long,timestep_ce,tail,37,28,1.0,1.783485671600711,2.399468234812331,0.0003295642767212,0.0,0.0,0.0032956426892679,2.4000559513827406,0.0902777777777777,2.4728481769561768,2.482900857925415
short_mid_long,timestep_ce,tail,37,29,1.0,1.783485671600711,2.3981836178626947,0.0003283804959498,0.0,0.0,0.0032838049589972,2.3987692912556424,0.0902777777777777,2.474087238311768,2.486086368560791
short_mid_long,timestep_ce,tail,37,30,1.0,1.783485671600711,2.3994035454091844,0.0003487376336199,0.0,0.0,0.003487376234111,2.400025533932212,0.0902777777777777,2.476653575897217,2.4893860816955566
short_mid_long,timestep_ce,tail,37,31,1.0,1.783485671600711,2.3902556883898947,0.0003682393892752,0.0,0.0,0.0036823937457805,2.3909124203680303,0.0902777777777777,2.475067615509033,2.484814405441284
short_mid_long,timestep_ce,tail,37,32,1.0,1.783485671600711,2.3846591778753545,0.0003362613165187,0.0,0.0,0.0033626131198037,2.385258906474417,0.0902777777777777,2.4755847454071045,2.4848415851593018
short_mid_long,timestep_ce,tail,37,33,1.0,1.783485671600711,2.3794403671192423,0.000331834944399,0.0,0.0,0.0033183493611375,2.380032234881297,0.0972222222222222,2.4751102924346924,2.4824559688568115
short_mid_long,timestep_ce,tail,37,34,1.0,1.783485671600711,2.3748677466289108,0.0003228852915174,0.0,0.0,0.0032288528291152,2.37544356073652,0.0902777777777777,2.479989051818848,2.4866364002227783
short_mid_long,timestep_ce,tail,37,35,1.0,1.783485671600711,2.3722873661481163,0.0003346276836507,0.0,0.0,0.0033462768434202,2.3728841713496616,0.0902777777777777,2.4770214557647705,2.4819953441619877
short_mid_long,timestep_ce,tail,37,36,1.0,1.783485671600711,2.368297774286976,0.0003435149523465,0.0,0.0,0.0034351495027272,2.368910403752286,0.0902777777777777,2.479219675064087,2.48673939704895
short_mid_long,timestep_ce,tail,37,37,1.0,1.783485671600711,2.367307298154716,0.0003326295778033,0.0,0.0,0.0033262957267386,2.3679005422608577,0.0902777777777777,2.4729247093200684,2.4822299480438232
short_mid_long,timestep_ce,tail,37,38,1.0,1.783485671600711,2.3636153803019435,0.0003519950517919,0.0,0.0,0.0035199504538011,2.3642431704805147,0.0902777777777777,2.474078416824341,2.482823133468628
short_mid_long,timestep_ce,tail,37,39,1.0,1.783485671600711,2.358323497329029,0.0003499575339982,0.0,0.0,0.0034995753079229,2.358947658292603,0.0902777777777777,2.473931312561035,2.483931541442871
short_mid_long,timestep_ce,tail,37,40,1.0,1.783485671600711,2.3524833263095197,0.0003588973234364,0.0,0.0,0.0035889732215406,2.353123416999121,0.0902777777777777,2.4681639671325684,2.476005792617798
short_mid_long,timestep_ce,tail,37,41,1.0,1.783485671600711,2.3500664771731667,0.0003834526218764,0.0,0.0,0.0038345261872064,2.350750428674143,0.1111111111111111,2.4556360244750977,2.466380834579468
short_mid_long,timestep_ce,tail,37,42,1.0,1.783485671600711,2.3495535296540253,0.0004134539057634,0.0,0.0,0.0041345390956047,2.3502908442393844,0.1041666666666666,2.457552433013916,2.4712486267089844
short_mid_long,timestep_ce,tail,37,43,1.0,1.783485671600711,2.337961293333779,0.0004056157836195,0.0,0.0,0.0040561578223696,2.3386847049562123,0.0902777777777777,2.468034267425537,2.483599901199341
short_mid_long,timestep_ce,tail,37,44,1.0,1.783485671600711,2.3369363905435585,0.0004080834756637,0.0,0.0,0.0040808346766895,2.3376642135252435,0.0902777777777777,2.4698374271392822,2.486833095550537
short_mid_long,timestep_ce,tail,37,45,1.0,1.783485671600711,2.3334979141025247,0.0003976085498366,0.0,0.0,0.0039760854588933,2.334207048924983,0.0902777777777777,2.4652059078216557,2.4791977405548096
short_mid_long,timestep_ce,tail,37,46,1.0,1.783485671600711,2.330667510910822,0.0003998578674253,0.0,0.0,0.0039985786022204,2.3313806344227617,0.0902777777777777,2.461267709732056,2.475683212280273
short_mid_long,timestep_ce,tail,37,47,1.0,1.783485671600711,2.3297302468508327,0.0004196108281596,0.0,0.0,0.0041961081790066,2.3304786144558616,0.0902777777777777,2.467799425125122,2.486437559127808
short_mid_long,timestep_ce,tail,37,48,1.0,1.783485671600711,2.3227428835968964,0.000422318182333,0.0,0.0,0.0042231817522988,2.323496028191046,0.0902777777777777,2.4694392681121826,2.489576578140259
short_mid_long,timestep_ce,tail,37,49,1.0,1.783485671600711,2.3192783218652986,0.0004157590571724,0.0,0.0,0.0041575904878693,2.3200198434511274,0.0902777777777777,2.470318555831909,2.4902002811431885
short_mid_long,timestep_ce,tail,37,50,1.0,1.783485671600711,2.319817933691553,0.0004105084795018,0.0,0.0,0.0041050847881055,2.320550068725612,0.0902777777777777,2.4655165672302246,2.48308539390564
short_mid_long,timestep_ce,a1_tail,11,1,0.1,2.0250598371070336,2.5617668567138776,0.0018259351359754,0.0,0.0077380171052072,0.0105213337335831,2.5621365717068803,0.0902777777777777,2.480790615081787,2.488495349884033
short_mid_long,timestep_ce,a1_tail,11,2,0.2,2.0250598371070336,2.491847147424537,0.0016316282779311,0.0,0.0069810939053467,0.0093351887160729,2.4925079994070347,0.0833333333333333,2.485064744949341,2.486042022705078
short_mid_long,timestep_ce,a1_tail,11,3,0.3,2.0250598371070336,2.485532362571887,0.0015609412758231,0.0,0.0067465310409767,0.0088628814804164,2.486480617687337,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,4,0.4,2.0250598371070336,2.484961886003793,0.0014725083380251,0.0,0.0063935981689921,0.0083314848954752,2.486154603465699,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,5,0.5,2.0250598371070336,2.485088675855154,0.0013499419143176,0.0,0.0059056937223277,0.007593725476151,2.4864555119237064,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,6,0.6,2.0250598371070336,2.4847472046410566,0.0011963711243215,0.0,0.0053386532296001,0.0066250577591449,2.4862008279449146,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,7,0.7,2.0250598371070336,2.484827248857272,0.0010354196649363,0.0,0.0046849009607359,0.005669295367033,2.486295073455049,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,8,0.8,2.0250598371070336,2.48456236581589,0.0008594036627666,0.0,0.0040482994338911,0.0045457371444843,2.4859546580946588,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,9,0.9,2.0250598371070336,2.4839636323374026,0.0007290194918507,0.0,0.0035162688639309,0.0037739261689879,2.485292314046837,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,10,1.0,2.0250598371070336,2.4828362760363265,0.0006013031521565,0.0,0.0030248555741088,0.0029881759474563,2.4840539757438043,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,11,1.0,2.0250598371070336,2.483025730579527,0.0004971278108024,0.0,0.0025786128978721,0.0023926652890987,2.484032469238964,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,12,1.0,2.0250598371070336,2.479478452784264,0.0004467694329762,0.0,0.0023008801391478,0.0021668140998466,2.4803832069731824,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,13,1.0,2.0250598371070336,2.4769186501658926,0.0004028355837607,0.0,0.0020938122235462,0.001934543568176,2.4777344335992653,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,14,1.0,2.0250598371070336,2.471379081476576,0.0003866350148818,0.0,0.0020117969700999,0.0018545531851308,2.4721620698393725,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,15,1.0,2.0250598371070336,2.466245040630925,0.000373250685621,0.0,0.0019704381620315,0.0017620685980006,2.467000841068524,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,16,1.0,2.0250598371070336,2.463238562651222,0.0003588496234104,0.0,0.0018897204329868,0.0016987757162606,2.46396519846432,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,17,1.0,2.0250598371070336,2.461369748369962,0.0003375075679859,0.0,0.0017948405146009,0.0015802351553906,2.462053187742906,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,18,1.0,2.0250598371070336,2.459233581917216,0.0003140850053545,0.0,0.00168225857535,0.0014585914653717,2.459869540291686,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,19,1.0,2.0250598371070336,2.4602181271308465,0.0002817809467044,0.0,0.0015125655556713,0.0013052439044603,2.4607887559421298,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,20,1.0,2.0250598371070336,2.4567538604473698,0.0002706857925527,0.0,0.0014765474756156,0.001230310449912,2.45730198229857,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,21,1.0,2.0250598371070336,2.456622936229082,0.0002581291581967,0.0,0.0014416433493294,0.0011396482037845,2.4571456605514026,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,22,1.0,2.0250598371070336,2.454392789768475,0.0002552923749813,0.0,0.0014349970928106,0.0011179266547986,2.454909760857613,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,23,1.0,2.0250598371070336,2.45333110609071,0.0002524429902832,0.0,0.0014258768229557,0.0010985530182124,2.4538423497992827,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,24,1.0,2.0250598371070336,2.453264015266694,0.0002421667587361,0.0,0.0013912015293184,0.0010304660462211,2.4537544554153943,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,25,1.0,2.0250598371070336,2.451966073139604,0.0002358623279333,0.0,0.0013597624874537,0.0009988607243048,2.452443723629346,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,26,1.0,2.0250598371070336,2.450342397066074,0.000234545169742,0.0,0.0013612854101522,0.0009841662581642,2.450817309230207,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,27,1.0,2.0250598371070336,2.4480347978063377,0.0002360951868543,0.0,0.0013639135681943,0.0009970382485529,2.4485128861491323,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,28,1.0,2.0250598371070336,2.44403040470642,0.0002458259053953,0.0,0.0014171045621786,0.0010411544138302,2.444528225572097,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,29,1.0,2.0250598371070336,2.4466793701283494,0.000237807907478,0.0,0.0013760824282228,0.0010019966431014,2.4471609272357724,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,30,1.0,2.0250598371070336,2.443093662623079,0.0002598469366003,0.0,0.0014905906098024,0.0011078786866726,2.443619894694133,0.0833333333333333,2.484906911849976,2.4849066734313965
short_mid_long,timestep_ce,a1_tail,11,31,1.0,2.0250598371070336,2.4463152918265734,0.0002814811638759,0.0,0.0015840250377586,0.0012307865561183,2.446885339979871,0.0833333333333333,2.484906911849976,2.4849066734313965
