condition,CNN_test_balanced_accuracy,CNN_test_accuracy,CNN_test_macro_f1,kNN_selected_k,kNN_test_balanced_accuracy,kNN_test_accuracy,kNN_test_macro_f1,prototype_test_balanced_accuracy,prototype_test_accuracy,prototype_test_macro_f1,linear_probe_test_balanced_accuracy,linear_probe_test_accuracy,linear_probe_test_macro_f1,retrieval_macro_mAP,retrieval_micro_mAP,SameLabel_macro_at_1,SameLabel_micro_at_1,D_intra_macro,D_inter_centroids,D_inter_over_D_intra,NMI_arithmetic,ARI,silhouette_macro,silhouette_micro
D_mixed_to_raw,0.18792087542087543,0.1968503937007874,0.13177206780147957,10,0.13573232323232323,0.14173228346456693,0.12725221638265113,0.12310606060606061,0.13385826771653545,0.10570063923005098,0.20707070707070707,0.2204724409448819,0.15654115467094445,0.11456414519975638,0.11703085511138672,0.12415824915824913,0.13385826771653545,0.04761732361781621,0.023666201159358025,0.4970082180344595,0.35137083685240666,0.07645397888516003,-0.2754957888610906,-0.25834113947425374
D_mixed_to_reconstruction,0.2476851851851852,0.2677165354330709,0.17870945479641132,10,0.2156986531986532,0.2204724409448819,0.16862957649184337,0.2072811447811448,0.2204724409448819,0.14389827615634065,0.287037037037037,0.30708661417322836,0.22464311642579896,0.12764986187337327,0.13069513553044265,0.19465488215488214,0.1968503937007874,0.027664293776596904,0.021001162007451057,0.7591432543439159,0.3920548744172303,0.11371336707178145,-0.21134914169891758,-0.21251679192907907
