seed,sample_a,timestep_a,label_a,sample_b,timestep_b,label_b,what_cosine_similarity,q_l1_distance,evidence_l1_distance,top_support_a,top_support_b,different_top_support,high_similarity
37,25,16,2,103,7,5,1.0,0.3045791983604431,0.043555766344070435,3,3,False,True
37,122,8,2,115,12,4,1.0,0.10371729731559753,0.021125895902514458,8,8,False,True
37,100,16,6,57,21,8,1.0,0.053922321647405624,0.0043843393214046955,1,2,True,True
37,132,13,6,101,12,1,1.0,0.04780305176973343,0.006370473653078079,2,2,False,True
37,40,16,3,80,30,2,1.0,0.04417590796947479,0.006614744197577238,2,2,False,True
37,131,12,3,142,13,10,1.0,0.021969489753246307,0.0036806021817028522,10,10,False,True
37,80,23,2,40,16,3,1.0,0.020861398428678513,0.0028544715605676174,2,2,False,True
37,62,18,2,40,16,3,1.0,0.010932685807347298,0.0015010682400316,2,2,False,True
37,37,95,5,78,118,4,0.9231098890304565,0.3913136124610901,1.1267509460449219,5,4,True,True
37,37,89,5,78,114,4,0.9149755239486694,0.33363038301467896,0.8505331873893738,4,4,False,True
37,44,76,5,69,46,2,0.8994674682617188,0.7135860919952393,1.8843790292739868,4,5,True,False
37,14,108,4,26,111,0,0.89925217628479,0.3854714035987854,1.7302403450012207,6,4,True,False
37,68,53,5,127,61,4,0.8990040421485901,0.6328169703483582,1.1334683895111084,0,0,False,False
37,52,77,9,104,102,4,0.8950489163398743,0.3896697163581848,1.7730313539505005,4,4,False,False
37,44,74,5,69,52,2,0.8943382501602173,0.662529706954956,1.7676304578781128,4,5,True,False
37,42,78,0,44,82,5,0.8907877802848816,0.586297869682312,2.174443244934082,4,4,False,False
37,78,120,4,37,89,5,0.8898977637290955,0.35835736989974976,1.2802151441574097,4,4,False,False
37,2,54,11,26,56,0,0.8891808986663818,0.5109119415283203,1.455688714981079,2,2,False,False
37,4,42,5,5,42,2,0.886147141456604,0.48172488808631897,0.5250779390335083,2,2,False,False
37,26,115,0,78,120,4,0.8853646516799927,0.4178828001022339,1.7891989946365356,4,4,False,False
37,28,79,6,32,88,4,0.8853646516799927,0.07247088849544525,1.1419947147369385,6,6,False,False
37,75,49,8,81,58,7,0.8839600682258606,0.5844331979751587,0.5486575961112976,8,8,False,False
37,69,52,2,136,53,5,0.8838241100311279,0.28755247592926025,0.8886765241622925,5,5,False,False
37,32,118,4,26,115,0,0.8824977278709412,0.23364810645580292,1.6580214500427246,6,4,True,False
37,37,93,5,78,118,4,0.8814820051193237,0.3825978636741638,1.3582031726837158,5,4,True,False
37,106,48,11,112,44,0,0.8809899687767029,0.708798348903656,1.4624979496002197,11,6,True,False
37,54,68,6,66,59,11,0.8800280690193176,0.3814353942871094,1.3087894916534424,6,11,True,False
37,9,54,0,19,52,11,0.8794406652450562,0.4260023832321167,1.3147252798080444,0,2,True,False
37,54,65,6,66,64,11,0.8794406652450562,0.2359483391046524,1.1331274509429932,6,6,False,False
37,3,106,4,37,89,5,0.8787872791290283,0.5599005222320557,1.6782617568969727,4,4,False,False
37,69,46,2,136,52,5,0.8787872791290283,0.26924535632133484,1.1017526388168335,5,5,False,False
37,5,45,2,4,42,5,0.8787764310836792,0.49823296070098877,1.2844752073287964,2,2,False,False
37,69,47,2,44,76,5,0.8783094882965088,0.7294726371765137,2.0854063034057617,4,4,False,False
37,78,114,4,28,79,6,0.8783094882965088,0.29497963190078735,1.4528545141220093,4,6,True,False
37,42,54,0,66,64,11,0.8775031566619873,0.7151098847389221,1.7928016185760498,4,6,True,False
37,2,51,11,26,56,0,0.8767147064208984,0.5575133562088013,1.613013744354248,10,2,True,False
37,61,81,9,78,120,4,0.8760632872581482,0.1883537471294403,0.7747964859008789,4,4,False,False
37,14,103,4,37,89,5,0.8754273056983948,0.3125253915786743,1.1518722772598267,4,4,False,False
37,110,56,3,119,56,1,0.8747804164886475,0.23968233168125153,1.1764369010925293,3,10,True,False
37,65,34,1,143,52,0,0.874748170375824,0.6104357242584229,1.5224859714508057,3,0,True,False
37,66,64,11,54,68,6,0.8747215270996094,0.18875816464424133,0.9139142036437988,6,6,False,False
37,65,40,1,143,63,0,0.87422776222229,0.5671866536140442,1.1704437732696533,3,3,False,False
37,35,47,11,113,45,9,0.8740979433059692,0.27258822321891785,1.186079978942871,9,9,False,False
37,28,76,6,32,88,4,0.8731263875961304,0.09715649485588074,0.9553812742233276,6,6,False,False
37,69,44,2,44,76,5,0.873015820980072,0.7071723937988281,1.6366593837738037,4,4,False,False
37,78,118,4,37,89,5,0.8727856278419495,0.3777851462364197,1.1080191135406494,4,4,False,False
37,111,40,6,143,63,0,0.872591495513916,0.3652406930923462,0.8261299133300781,3,3,False,False
37,73,35,0,74,36,9,0.8724020719528198,0.23099473118782043,1.258983850479126,11,10,True,False
37,42,82,0,37,89,5,0.8717861175537109,0.6700536012649536,1.4811697006225586,4,4,False,False
37,125,80,1,133,83,0,0.871717095375061,0.3480265140533447,0.8159377574920654,6,6,False,False
37,2,52,11,26,56,0,0.8714209198951721,0.52920001745224,1.8222880363464355,9,2,True,False
37,65,39,1,143,63,0,0.8711808323860168,0.5662894248962402,1.2909464836120605,3,3,False,False
37,127,68,4,141,67,1,0.8711808323860168,0.28883111476898193,0.9039337635040283,4,4,False,False
