seed,sample_a,timestep_a,label_a,sample_b,timestep_b,label_b,what_cosine_similarity,q_l1_distance,evidence_l1_distance,top_support_a,top_support_b,different_top_support,high_similarity,progress_a,progress_b,progress_abs_delta
23,88,11,3,105,13,1,1.0,0.0886865183711052,0.01008020993322134,11,11,False,True,0.13414634146341464,0.1326530612244898,0.0014932802389248379
23,100,12,6,84,10,0,1.0,0.03137819096446037,0.0021721995435655117,5,5,False,True,0.11650485436893204,0.11235955056179775,0.004145303807134293
23,105,9,1,88,11,3,1.0,0.01528140902519226,0.0014668300282210112,11,11,False,True,0.09183673469387756,0.13414634146341464,0.042309606769537086
