seed,sample_a,timestep_a,label_a,sample_b,timestep_b,label_b,what_cosine_similarity,q_l1_distance,evidence_l1_distance,top_support_a,top_support_b,different_top_support,high_similarity
23,88,11,3,105,13,1,1.0,0.0886865183711052,0.01008020993322134,11,11,False,True
23,138,12,3,93,8,9,1.0,0.04340195283293724,0.005363417789340019,2,2,False,True
23,100,12,6,84,10,0,1.0,0.03137819096446037,0.0021721995435655117,5,5,False,True
23,105,9,1,88,11,3,1.0,0.01528140902519226,0.0014668300282210112,11,11,False,True
23,32,14,4,30,16,7,1.0,0.004989251494407654,0.001415611244738102,8,8,False,True
23,124,24,8,80,40,2,1.0,0.0004518255591392517,6.216659676283598e-05,8,8,False,True
23,56,3,3,118,8,7,0.9999999403953552,0.14501844346523285,0.022583480924367905,2,2,False,True
23,20,49,9,26,57,0,0.9139285087585449,0.14078110456466675,0.8234789371490479,10,10,False,True
23,11,55,0,20,49,9,0.9075950980186462,0.26569417119026184,0.8458079695701599,10,10,False,True
23,47,73,4,68,66,5,0.9072643518447876,0.23364786803722382,0.8232550621032715,4,4,False,True
23,36,65,4,112,56,0,0.8986456394195557,0.9737440943717957,2.523697853088379,6,6,False,False
23,42,68,0,115,59,4,0.8904938697814941,0.7359119653701782,2.2771809101104736,0,6,True,False
23,112,62,0,115,69,4,0.8889742493629456,0.7757872939109802,1.897225260734558,0,6,True,False
23,47,63,4,68,67,5,0.888915479183197,0.3807004690170288,1.3718422651290894,8,8,False,False
23,73,69,0,107,67,4,0.8889129161834717,0.40669190883636475,1.3723206520080566,6,6,False,False
23,33,12,8,76,5,1,0.8888888955116272,0.11621478199958801,0.25204429030418396,7,7,False,False
23,35,56,11,113,48,9,0.8888888359069824,0.2348630279302597,1.2974225282669067,11,1,True,False
23,68,54,5,115,46,4,0.8872115612030029,0.28745657205581665,1.575356364250183,0,8,True,False
23,115,65,4,112,62,0,0.8868845701217651,0.8029388785362244,2.3205831050872803,6,0,True,False
23,9,37,0,19,36,11,0.8846158385276794,0.5183753967285156,1.494584560394287,2,9,True,False
23,2,51,11,11,54,0,0.8844389915466309,0.25254398584365845,1.4110989570617676,10,10,False,False
23,11,50,0,20,49,9,0.883455753326416,0.2825852632522583,0.9141911268234253,10,10,False,False
23,72,61,6,82,56,3,0.8828291296958923,0.6173123121261597,1.1821407079696655,6,6,False,False
23,115,60,4,73,69,0,0.8824477195739746,0.6705407500267029,2.1821129322052,7,6,True,False
23,113,44,9,35,56,11,0.8819167613983154,0.1931179314851761,1.2603416442871094,1,11,True,False
23,115,64,4,42,68,0,0.879632294178009,0.7332850098609924,2.3581182956695557,7,0,True,False
23,11,53,0,20,49,9,0.8794406652450562,0.27935898303985596,1.07185959815979,10,10,False,False
23,65,48,1,111,56,6,0.8787752985954285,0.23821192979812622,1.2090039253234863,1,0,True,False
23,71,41,3,72,39,6,0.8785436153411865,0.31897827982902527,1.2873849868774414,3,4,True,False
23,71,60,3,98,84,0,0.8784589767456055,0.343525230884552,1.4779620170593262,6,0,True,False
23,11,57,0,24,68,11,0.8781445622444153,0.2973191738128662,1.5608396530151367,10,10,False,False
23,62,33,2,9,37,0,0.8780538439750671,0.6058031320571899,1.609982967376709,2,2,False,False
23,9,39,0,62,33,2,0.8780538439750671,0.5964603424072266,1.4773499965667725,0,2,True,False
23,48,61,6,74,37,9,0.8777332901954651,0.140323668718338,0.8181876540184021,9,9,False,False
23,71,44,3,133,68,0,0.8771926760673523,0.44984519481658936,1.1003352403640747,3,1,True,False
23,71,30,3,140,35,6,0.8769024014472961,0.19657495617866516,0.836269736289978,1,1,False,False
23,138,39,3,140,40,6,0.8758111596107483,0.3652055263519287,0.8796876668930054,1,1,False,False
23,71,32,3,72,29,6,0.8757603764533997,0.22478798031806946,1.1230742931365967,1,1,False,False
23,67,63,4,110,67,3,0.8750746250152588,0.2957910895347595,1.58939528465271,0,0,False,False
23,107,60,4,42,68,0,0.8750003576278687,0.6790313124656677,2.1958823204040527,0,0,False,False
23,47,61,4,128,59,5,0.874817967414856,0.2162969708442688,0.9631407260894775,4,4,False,False
23,112,58,0,115,65,4,0.8746521472930908,0.9082580804824829,2.3233230113983154,0,6,True,False
23,111,61,6,143,67,0,0.874385416507721,0.07758326828479767,0.8886337876319885,6,6,False,False
23,20,45,9,26,49,0,0.873828113079071,0.1076711043715477,0.8132745027542114,0,9,True,False
23,138,37,3,140,35,6,0.8736212253570557,0.35363030433654785,0.7554321885108948,1,1,False,False
23,67,72,4,68,54,5,0.873455822467804,0.3587934970855713,1.8027198314666748,4,0,True,False
