run_key,split_seed,architecture,objective,train_regime,best_epoch,sample_hash,history_file,test_balanced_accuracy,val_balanced_accuracy,tau_syn_min_ms,tau_syn_max_ms,hidden_1_tau_syn_mean_ms,hidden_1_tau_syn_min_ms,hidden_1_tau_syn_max_ms,hidden_2_tau_syn_mean_ms,hidden_2_tau_syn_min_ms,hidden_2_tau_syn_max_ms,baseline_test_ba,delta_vs_fixed250_linear
split23__1h256__whole_count_ce__trainable_dynamics,23,1h256,whole_count_ce,trainable_dynamics,112,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h256__whole_count_ce__trainable_dynamics.csv,0.5136797774665421,0.6240206552706552,20.0,300.0,140.02489472925663,54.520999908447266,248.26071166992188,,,,0.5375632197323373,-0.023883442265795196
split23__1h256__whole_count_ce__weight_only,23,1h256,whole_count_ce,weight_only,54,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h256__whole_count_ce__weight_only.csv,0.5103553921568628,0.5967875398022456,20.0,300.0,137.4840352904058,54.31342963722199,242.10347130039656,,,,0.5375632197323373,-0.027207827575474575
split23__1h512__timestep_ce__trainable_dynamics,23,1h512,timestep_ce,trainable_dynamics,33,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h512__timestep_ce__trainable_dynamics.csv,0.5351890756302521,0.6320816574493046,20.0,300.0,140.05705850571394,54.345855712890625,246.95989990234375,,,,0.5375632197323373,-0.0023741441020852516
split23__1h512__timestep_ce__weight_only,23,1h512,timestep_ce,weight_only,51,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h512__timestep_ce__weight_only.csv,0.5454656862745096,0.6494867605161723,20.0,300.0,137.85081271552923,54.31342963722199,242.10347130039656,,,,0.5375632197323373,0.007902466542172304
split23__1h512__whole_count_ce__trainable_dynamics,23,1h512,whole_count_ce,trainable_dynamics,31,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h512__whole_count_ce__trainable_dynamics.csv,0.5524344460006224,0.6251743966817497,20.0,300.0,139.65823371708393,54.31659698486328,246.74278259277344,,,,0.5375632197323373,0.014871226268285076
split23__1h512__whole_count_ce__weight_only,23,1h512,whole_count_ce,weight_only,171,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__1h512__whole_count_ce__weight_only.csv,0.5698850373482726,0.5969263239483826,20.0,300.0,137.85081271552923,54.31342963722199,242.10347130039656,,,,0.5375632197323373,0.03232181761593522
split23__2h128__timestep_ce__trainable_dynamics,23,2h128,timestep_ce,trainable_dynamics,119,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__2h128__timestep_ce__trainable_dynamics.csv,0.45833916900093374,0.5328300444109267,20.0,300.0,140.16433903574944,54.44096374511719,247.78695678710938,139.64134550094604,53.246864318847656,246.21669006347656,0.5375632197323373,-0.0792240507314036
split23__2h128__timestep_ce__weight_only,23,2h128,timestep_ce,weight_only,185,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__2h128__timestep_ce__weight_only.csv,0.46830843448490506,0.6182304759510643,20.0,300.0,137.9726672773325,54.31342963722199,242.10347130039656,137.9726672773325,54.31342963722199,242.10347130039656,0.5375632197323373,-0.06925478524743228
split23__2h128__whole_count_ce__trainable_dynamics,23,2h128,whole_count_ce,trainable_dynamics,46,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__2h128__whole_count_ce__trainable_dynamics.csv,0.4357755602240896,0.5238473060164237,20.0,300.0,139.73196384310722,54.276912689208984,246.68609619140625,138.63063430786133,53.43909454345703,245.58267211914062,0.5375632197323373,-0.10178765950824775
split23__2h128__whole_count_ce__weight_only,23,2h128,whole_count_ce,weight_only,119,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,notebooks/artifacts/experiment_1_3_10_stacked_bin_snn_ablation/stacked250_v2_bounded_tau_syn/labels_A-B-C-D-E-G-H-I-J-K-L-X/histories/history_split23__2h128__whole_count_ce__weight_only.csv,0.4557938453159041,0.5483393036701861,20.0,300.0,137.9726672773325,54.31342963722199,242.10347130039656,137.9726672773325,54.31342963722199,242.10347130039656,0.5375632197323373,-0.08176937441643323
