run_key,split_seed,architecture,objective,train_regime,num_classes,best_epoch,trainable_parameters,total_parameters,sample_hash,train_loss,train_balanced_accuracy,train_accuracy,train_macro_f1,train_output_firing_rate,train_hidden1_firing_rate,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,val_output_firing_rate,val_hidden1_firing_rate,test_loss,test_balanced_accuracy,test_accuracy,test_macro_f1,test_output_firing_rate,test_hidden1_firing_rate,hidden_1_tau_syn_ms_mean,hidden_1_tau_syn_ms_std,hidden_1_tau_mem_ms_mean,hidden_1_tau_mem_ms_std,hidden_1_threshold_mean,hidden_1_threshold_std,output_tau_syn_ms_mean,output_tau_syn_ms_std,output_tau_mem_ms_mean,output_tau_mem_ms_std,output_threshold_mean,output_threshold_std,train_hidden2_firing_rate,val_hidden2_firing_rate,test_hidden2_firing_rate,hidden_2_tau_syn_ms_mean,hidden_2_tau_syn_ms_std,hidden_2_tau_mem_ms_mean,hidden_2_tau_mem_ms_std,hidden_2_threshold_mean,hidden_2_threshold_std
split23__1h1024__whole_count_ce__weight_only,23,1h1024,whole_count_ce,weight_only,12,38,503808,503808,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,0.026377667983373005,0.9957251082251082,0.9959595959595959,0.9958156706313991,0.06465698653198654,0.029240402067550506,2.0409507448502007,0.5721138134741076,0.574585635359116,0.5641996693515009,0.05763697053406998,0.020828162767610497,2.2286881114129966,0.4946555010893246,0.5028248587570622,0.5044370611128998,0.06544256120527307,0.027614097810734463,137.72865471879754,78.06801392331141,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split101__1h1024__whole_count_ce__weight_only,101,1h1024,whole_count_ce,weight_only,12,32,503808,503808,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,0.08138849611175991,0.97638795647041,0.9758364312267658,0.976444123700274,0.06508480483271376,0.02273457466891264,1.8213011362613776,0.6161727161727162,0.6282051282051282,0.6211023582494097,0.06463675213675214,0.033288808969350964,1.7955105942000382,0.5926129426129426,0.5849056603773585,0.5820121410342843,0.06607049266247379,0.021520458677279874,137.72865471879754,78.06801392331141,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split11__1h128__timestep_ce__trainable_dynamics,11,1h128,timestep_ce,trainable_dynamics,12,38,63363,63363,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,1.8505878875840385,0.949133073806039,0.9517819706498952,0.9506439436692725,0.08241614255765199,0.13303053753930819,2.260724453699021,0.44667277167277164,0.4642857142857143,0.4393137081846759,0.07868303571428571,0.09605189732142858,2.135198171322162,0.6579180283224401,0.6634615384615384,0.6572487304354301,0.07877604166666667,0.1435218224158654,141.1955895125866,78.33485940048337,27.533033362684183,2.7494072270128957,0.4480505078099668,0.03515617840027453,84.76219177246094,0.0,36.3745173584692,0.0,0.3413356840610504,0.0,,,,,,,,,
split23__1h128__timestep_ce__trainable_dynamics,23,1h128,timestep_ce,trainable_dynamics,12,61,63363,63363,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,1.7844183129493636,0.9840428090428092,0.9858585858585859,0.9849441424540939,0.07837752525252525,0.15058791035353536,2.1604781466953003,0.6418410633484163,0.6464088397790055,0.6306776994784095,0.06877302025782689,0.11927550932320442,2.1858675654998607,0.5366596638655462,0.5536723163841808,0.5405188901222183,0.07374058380414313,0.14697265625,141.6323747932911,78.15543981229726,28.849706028885898,4.299676963551772,0.44495682790875435,0.05145115172610009,87.28766632080078,0.0,45.908390196077455,0.0,0.27980470657348633,0.0,,,,,,,,,
split101__1h128__timestep_ce__trainable_dynamics,101,1h128,timestep_ce,trainable_dynamics,12,40,63363,63363,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,1.8472008802633746,0.9394804063904898,0.9423791821561338,0.9419370974168784,0.08017735439900868,0.12802044609665428,2.182236977112599,0.607730463980464,0.6153846153846154,0.6067230632885282,0.07181490384615384,0.16541466346153846,2.1633243590780773,0.5965583028083027,0.5849056603773585,0.5964364758955331,0.07979559748427673,0.12482802672955975,141.4983904659748,78.10995097310368,28.386744522314856,3.772600969316732,0.4504155348986387,0.044260906607807356,86.97916412353516,0.0,43.817402846245386,0.0,0.29356956481933594,0.0,,,,,,,,,
split11__1h128__whole_count_ce__trainable_dynamics,11,1h128,whole_count_ce,trainable_dynamics,12,30,63363,63363,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,0.10196914063059809,0.9815551172019195,0.9811320754716981,0.981974504177212,0.07237071977638015,0.06498235226677149,2.4467129820869085,0.43123473748473745,0.44047619047619047,0.4383233671823692,0.05688864087301587,0.04361688523065476,1.6112717848557692,0.5947984749455338,0.6057692307692307,0.5861729247172919,0.07454427083333333,0.07248159555288461,140.42215409874916,78.41039379630098,25.835398822016813,1.885575479778071,0.46799938357435167,0.023548792960655134,81.32996368408203,0.0,28.723435845781875,0.0,0.4082450866699219,0.0,,,,,,,,,
split23__1h128__whole_count_ce__trainable_dynamics,23,1h128,whole_count_ce,trainable_dynamics,12,122,63363,63363,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,0.0016756859967823733,1.0,1.0,1.0,0.06906565656565657,0.09230093907828282,2.0018937679944115,0.5702211119490531,0.569060773480663,0.5550088836462096,0.060687154696132596,0.07148329592541436,2.2269244719359835,0.5089752567693743,0.519774011299435,0.5207615288774544,0.06523658192090395,0.09168377030367232,140.878004103899,78.26000661246788,26.842649727632136,3.098689075455316,0.46703863865695894,0.034432113612160184,83.53384399414062,0.0,33.79080141941995,0.0,0.3506443202495575,0.0,,,,,,,,,
split101__1h128__whole_count_ce__trainable_dynamics,101,1h128,whole_count_ce,trainable_dynamics,12,27,63363,63363,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,0.13430060972511546,0.9707109549005514,0.9702602230483272,0.9706710928597833,0.07604360285006195,0.06338217355947956,1.7898963598104625,0.6123910811410812,0.6282051282051282,0.6076390611929828,0.07408520299145299,0.0892333984375,1.8317592863766652,0.5685439560439561,0.5723270440251572,0.5537868921815444,0.08012316561844864,0.06137603183962264,140.443221449852,78.29948185652852,25.82241964839271,1.8668641019407404,0.4724806167650968,0.02683774299766894,81.68428802490234,0.0,29.745066474973328,0.0,0.3995245099067688,0.0,,,,,,,,,
split11__1h128__timestep_ce__weight_only,11,1h128,timestep_ce,weight_only,12,130,62976,62976,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,1.765899301574915,0.982873062015504,0.9832285115303984,0.9831699900003089,0.07373558700209644,0.15405426985062892,2.2716896761031378,0.45860424297924296,0.47023809523809523,0.4496583247694303,0.06541418650793651,0.11385672433035714,2.122509846320519,0.6951048474945534,0.7019230769230769,0.6947614231604592,0.0684344951923077,0.16401789738581732,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split23__1h128__timestep_ce__weight_only,23,1h128,timestep_ce,weight_only,12,115,62976,62976,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,1.7647471285829641,0.9930555555555555,0.9939393939393939,0.9935178317500227,0.07486321548821549,0.15655283301767678,2.1679338921499514,0.6714062761856882,0.6685082872928176,0.6569059478630163,0.0670177255985267,0.12261524516574586,2.1966615302414545,0.5235478913787738,0.5480225988700564,0.5284740728746482,0.0695915725047081,0.15289823887711865,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split101__1h128__timestep_ce__weight_only,101,1h128,timestep_ce,weight_only,12,139,62976,62976,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,1.7732394809616543,0.9829176930868725,0.9851301115241635,0.9840813101112883,0.0737879491945477,0.14737925476301114,2.1764657558538976,0.6457951770451771,0.6538461538461539,0.6456720241984965,0.06049679487179487,0.1847988030849359,2.1840811465521277,0.5501297313797314,0.5534591194968553,0.5506326351968683,0.0671187106918239,0.14375737028301888,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split11__1h128__whole_count_ce__weight_only,11,1h128,whole_count_ce,weight_only,12,38,62976,62976,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,0.08767614540189067,0.980578671167334,0.9811320754716981,0.9814997980432197,0.07489299440950384,0.07250208824685535,2.398918560573033,0.4371871184371185,0.44642857142857145,0.445387076615334,0.059802827380952384,0.04818870907738095,1.5751768534000103,0.6275054466230937,0.625,0.6134116704681221,0.07559595352564102,0.08153123121995193,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split23__1h128__whole_count_ce__weight_only,23,1h128,whole_count_ce,weight_only,12,89,62976,62976,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,0.011297226640762706,0.9981060606060606,0.997979797979798,0.9979005930824542,0.07202230639730639,0.09627821180555556,1.8876742078454456,0.5819858178314061,0.580110497237569,0.5693075580874281,0.06261510128913444,0.07415670321132596,2.315078864663334,0.48428162931839397,0.4971751412429379,0.4957935133453799,0.0700623822975518,0.09559002030367232,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split101__1h128__whole_count_ce__weight_only,101,1h128,whole_count_ce,weight_only,12,81,62976,62976,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,0.014099884025240143,0.9983333333333334,0.9981412639405205,0.9981542330939921,0.07577253717472118,0.08854590206784387,1.7658382776456,0.6215291652791652,0.6346153846153846,0.6189730851088379,0.07027911324786325,0.12099045973557693,1.8345210687169489,0.5553495115995116,0.5534591194968553,0.5494641758082618,0.07841981132075472,0.08705532625786164,137.9726672773325,78.34517436230969,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split11__1h256__timestep_ce__trainable_dynamics,11,1h256,timestep_ce,trainable_dynamics,12,40,126723,126723,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,1.8290432784042518,0.9737086314847944,0.9748427672955975,0.9746940840093989,0.07764456673654786,0.10065349842767296,2.254341409319923,0.4910065628815628,0.5059523809523809,0.4907015557877626,0.07384672619047619,0.07234991164434523,2.134374765249399,0.6573801742919391,0.6634615384615384,0.6549125526422598,0.06715745192307693,0.106658935546875,140.3570152670145,78.01376890110943,27.122960279545538,2.7997720282231997,0.4657953018322587,0.043626060845823995,84.56964874267578,0.0,35.848302034667874,0.0,0.34304890036582947,0.0,,,,,,,,,
split23__1h256__timestep_ce__trainable_dynamics,23,1h256,timestep_ce,trainable_dynamics,12,36,126723,126723,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,1.8387329443536624,0.9580788505207111,0.9595959595959596,0.9596764224903449,0.08000841750841751,0.09972971906565657,2.1684515107402484,0.6548857256577845,0.6519337016574586,0.6399345888929222,0.0742115561694291,0.07576857087361878,2.1912931655086365,0.5266680283224401,0.5423728813559322,0.5332863641313267,0.08021421845574388,0.09539967337570622,140.2405742406845,78.05226220139015,26.981971132069816,2.5095967727750965,0.46630537835881114,0.0429827835761514,84.2761459350586,0.0,35.04829022328513,0.0,0.35024645924568176,0.0,,,,,,,,,
split101__1h256__timestep_ce__trainable_dynamics,101,1h256,timestep_ce,trainable_dynamics,12,49,126723,126723,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,1.8040567406048118,0.9703437973518071,0.9702602230483272,0.9708754515752137,0.07954809479553904,0.0954971029855948,2.1693316117311134,0.6141539016539017,0.6153846153846154,0.6053656368468826,0.06957799145299146,0.12379181690705128,2.170751807074877,0.5706272893772893,0.5723270440251572,0.5598633751159326,0.07940251572327044,0.09251854854559749,140.6517900377512,77.88254016712928,28.0040456209029,4.072898842463264,0.4657008304493502,0.049215273151075864,86.6530532836914,0.0,44.26199522535242,0.0,0.28222885727882385,0.0,,,,,,,,,
split11__1h256__whole_count_ce__trainable_dynamics,11,1h256,whole_count_ce,trainable_dynamics,12,42,126723,126723,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,0.01613630845496505,0.9958333333333332,0.9958071278825996,0.9958158071641218,0.06754454926624738,0.058969429703878404,2.5063390958876837,0.45446047008547014,0.4642857142857143,0.45975916351373786,0.057229662698412696,0.039683024088541664,1.461193744952862,0.6644744008714596,0.6730769230769231,0.6596472158459162,0.06194911858974359,0.06612689678485577,139.94760389626026,78.08748388790193,25.88422116353472,2.2033511765839604,0.47371064766775817,0.029844516576340317,82.40737915039062,0.0,30.45246679891142,0.0,0.38941970467567444,0.0,,,,,,,,,
split23__1h256__whole_count_ce__trainable_dynamics,23,1h256,whole_count_ce,trainable_dynamics,12,112,126723,126723,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,0.0012714852720047487,1.0,1.0,1.0,0.06672979797979799,0.06540601325757575,1.8286898847442965,0.6240206552706552,0.6187845303867403,0.6108174314446334,0.05763697053406998,0.04918556845649171,2.3843403455227783,0.5136797774665421,0.5310734463276836,0.5232869213972945,0.06608992467043315,0.0635303561970339,140.02489472925663,78.17495062332577,26.159392368958677,2.644105180771372,0.4735194107051939,0.031710557656484915,83.063720703125,0.0,32.02949735248335,0.0,0.3659427762031555,0.0,,,,,,,,,
split101__1h256__whole_count_ce__trainable_dynamics,101,1h256,whole_count_ce,trainable_dynamics,12,74,126723,126723,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,0.002233619002805379,1.0,1.0,1.0,0.06987685873605948,0.0545400172804368,1.9443715474544427,0.6231240981240981,0.6282051282051282,0.630285835729384,0.0655715811965812,0.07562568860176282,2.1346679985898094,0.5413614163614163,0.5345911949685535,0.5324975024975026,0.07127882599580712,0.05391362028301887,140.25664116442204,78.1300722421284,26.575673925657618,3.245306304684848,0.4751984887989238,0.03290417668485814,82.92852783203125,0.0,32.6690682885521,0.0,0.36453378200531006,0.0,,,,,,,,,
split11__1h256__timestep_ce__weight_only,11,1h256,timestep_ce,weight_only,12,188,125952,125952,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,1.7169154672502722,0.9961240310077519,0.9958071278825996,0.9958759553203999,0.07514412997903563,0.12968780709512578,2.237516028540475,0.4937728937728938,0.5,0.4917532535348628,0.07586185515873016,0.0962495349702381,2.0924983391394982,0.6955337690631808,0.7019230769230769,0.6917250246764611,0.07076322115384616,0.13389704777644232,137.4840352904058,78.08384707015787,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split23__1h256__timestep_ce__weight_only,23,1h256,timestep_ce,weight_only,12,68,125952,125952,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,1.7944960900027342,0.9872354497354497,0.9878787878787879,0.9874653749049885,0.07305345117845118,0.11249556107954546,2.1757351640838287,0.656046799061505,0.6519337016574586,0.6416236792604316,0.06503222836095764,0.08552745165745856,2.1988581560425837,0.5440359477124183,0.559322033898305,0.547025473595932,0.0717102165725047,0.10788256973870057,137.4840352904058,78.08384707015787,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split101__1h256__timestep_ce__weight_only,101,1h256,timestep_ce,weight_only,12,157,125952,125952,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,1.7415116453702566,0.9911680761099366,0.9907063197026023,0.9908424000078294,0.07537561957868649,0.11951863455506506,2.1522196439596324,0.6444826007326008,0.6538461538461539,0.642344309550192,0.06677350427350427,0.15135779747596154,2.1584722126055063,0.5872329059829059,0.5786163522012578,0.5790255362072946,0.07157363731656184,0.11560749557783019,137.4840352904058,78.08384707015787,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split11__1h256__whole_count_ce__weight_only,11,1h256,whole_count_ce,weight_only,12,52,125952,125952,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,0.008418867079466893,1.0,1.0,1.0,0.07051450034940601,0.0642043779481132,2.236667337871733,0.4621375152625153,0.47023809523809523,0.46036382955620697,0.05837673611111111,0.04341779436383929,1.172735333442688,0.7135144335511984,0.7163461538461539,0.7088812992102901,0.06876001602564102,0.07222806490384616,137.4840352904058,78.08384707015787,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split23__1h256__whole_count_ce__weight_only,23,1h256,whole_count_ce,weight_only,12,54,125952,125952,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,0.021487569404446117,0.99512987012987,0.9959595959595959,0.99540504941044,0.06986531986531987,0.06458382654671717,1.6527675370485084,0.5967875398022456,0.5966850828729282,0.5903746080926885,0.06106123388581952,0.04789202779696133,2.188413149219448,0.5103553921568628,0.519774011299435,0.5225826569944217,0.06832627118644068,0.06279655499646893,137.4840352904058,78.08384707015787,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split101__1h256__whole_count_ce__weight_only,101,1h256,whole_count_ce,weight_only,12,158,125952,125952,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,0.0018446164216056854,1.0,1.0,1.0,0.06786322800495663,0.06235433245236989,1.9622881840436885,0.6039051226551226,0.6153846153846154,0.6069792136791533,0.06764155982905982,0.08612530048076923,2.0223492024079808,0.5627289377289377,0.559748427672956,0.5580049453719932,0.07042714884696016,0.062269678655660375,137.4840352904058,78.08384707015787,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split11__1h512__timestep_ce__trainable_dynamics,11,1h512,timestep_ce,trainable_dynamics,12,42,253443,253443,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,1.8181629048453436,0.9640818322504369,0.9643605870020965,0.9649101082888896,0.07472921034241789,0.0763760932586478,2.2387840293702626,0.468574481074481,0.48214285714285715,0.47068209467634753,0.07586185515873016,0.054020472935267856,2.133160187647893,0.6170547385620915,0.625,0.6121196505423939,0.07051282051282051,0.08076829176682693,140.3758696243167,78.11009133175968,26.7015358255151,2.703090516458965,0.4793785474030301,0.047697547848022825,83.83232879638672,0.0,34.428382263732914,0.0,0.3515010476112366,0.0,,,,,,,,,
split23__1h512__timestep_ce__trainable_dynamics,23,1h512,timestep_ce,trainable_dynamics,12,33,253443,253443,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,1.843518903761199,0.9713003512422116,0.9737373737373738,0.9730960493484786,0.07783038720538721,0.07171075994318182,2.182311843113346,0.6320816574493046,0.6298342541436464,0.62545779790826,0.07208218232044199,0.05248146689399171,2.1876732602631304,0.5351890756302521,0.5536723163841808,0.5385364350465455,0.07797787193973635,0.06785867981991525,140.05705850571394,78.1218178268167,25.92919727984814,1.9393750467048883,0.47818990802625194,0.041737727908058866,83.35379028320312,0.0,32.69961915097574,0.0,0.36888134479522705,0.0,,,,,,,,,
