run_key,split_seed,architecture,objective,train_regime,num_classes,best_epoch,trainable_parameters,total_parameters,sample_hash,train_loss,train_balanced_accuracy,train_accuracy,train_macro_f1,train_output_firing_rate,train_hidden1_firing_rate,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,val_output_firing_rate,val_hidden1_firing_rate,test_loss,test_balanced_accuracy,test_accuracy,test_macro_f1,test_output_firing_rate,test_hidden1_firing_rate,hidden_1_tau_syn_ms_mean,hidden_1_tau_syn_ms_std,hidden_1_tau_mem_ms_mean,hidden_1_tau_mem_ms_std,hidden_1_threshold_mean,hidden_1_threshold_std,output_tau_syn_ms_mean,output_tau_syn_ms_std,output_tau_mem_ms_mean,output_tau_mem_ms_std,output_threshold_mean,output_threshold_std,train_hidden2_firing_rate,val_hidden2_firing_rate,test_hidden2_firing_rate,hidden_2_tau_syn_ms_mean,hidden_2_tau_syn_ms_std,hidden_2_tau_mem_ms_mean,hidden_2_tau_mem_ms_std,hidden_2_threshold_mean,hidden_2_threshold_std
split11__1h1024__timestep_ce__trainable_dynamics,11,1h1024,timestep_ce,trainable_dynamics,12,40,506883,506883,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,1.8085945702198916,0.9827929338103757,0.9832285115303984,0.9832200039458359,0.07415050663871418,0.049175782273650416,2.25263398034232,0.4895070207570207,0.5059523809523809,0.48571287399300306,0.07130456349206349,0.034136817568824404,2.137100109687218,0.6311342592592594,0.6346153846153846,0.6263242311020146,0.06790865384615384,0.05273701594426082,139.8995807096362,78.02799561571256,26.115047765108578,2.231017154873945,0.4941763578681275,0.046611969132641096,83.71735382080078,0.0,34.0460498995632,0.0,0.35560721158981323,0.0,,,,,,,,,
split23__1h1024__timestep_ce__trainable_dynamics,23,1h1024,timestep_ce,trainable_dynamics,12,70,506883,506883,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,1.7333833590902463,0.996077888519749,0.9959595959595959,0.9959779819197944,0.07598905723905724,0.06324154632260101,2.1633018920434774,0.6165760641863584,0.6132596685082873,0.6123019096019343,0.06736302946593002,0.04793181867230663,2.1900236121678756,0.5128861266728914,0.519774011299435,0.5172059956191813,0.0726518361581921,0.06032756223516949,140.30001902207732,78.0297658050342,27.341799999951917,3.9001516592147794,0.5041064670076594,0.06897839834277915,85.6638412475586,0.0,41.83796149758108,0.0,0.2892262637615204,0.0,,,,,,,,,
split101__1h1024__timestep_ce__trainable_dynamics,101,1h1024,timestep_ce,trainable_dynamics,12,63,506883,506883,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,1.7532912519341508,0.9834720458960895,0.9851301115241635,0.9845782896762215,0.07780552973977695,0.05625614889492333,2.1495620715312467,0.618543956043956,0.6217948717948718,0.6044005935337505,0.06747462606837606,0.07342998798076923,2.1471693950629085,0.521916971916972,0.5283018867924528,0.5310372084422802,0.07750262054507337,0.05388252690153302,140.30326161161065,77.99767224121246,27.308665178352115,3.685414003207907,0.49812220365856774,0.06067121197537371,86.50029754638672,0.0,45.48205080541918,0.0,0.26841285824775696,0.0,,,,,,,,,
split11__1h1024__whole_count_ce__trainable_dynamics,11,1h1024,whole_count_ce,trainable_dynamics,12,195,506883,506883,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,0.0003267665433553897,1.0,1.0,1.0,0.06629979035639413,0.03125332686386268,2.990060794921148,0.46683836996336997,0.47619047619047616,0.4665570716042539,0.058562748015873016,0.020710536411830356,1.7258062270971446,0.6493532135076253,0.6538461538461539,0.6534811167674329,0.06487880608974358,0.035040048452524036,139.65903838723898,78.10375522311122,25.06588771126799,2.097400229607241,0.4877821937261615,0.03100312535206694,82.1536636352539,0.0,30.08731435048949,0.0,0.386759877204895,0.0,,,,,,,,,
split23__1h1024__whole_count_ce__trainable_dynamics,23,1h1024,whole_count_ce,trainable_dynamics,12,46,506883,506883,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,0.0025797421258469725,1.0,1.0,1.0,0.06469907407407408,0.029685033933080807,2.0293422818842513,0.5810771744595274,0.585635359116022,0.5799565529681822,0.0564859576427256,0.02118560622410221,2.310939047969667,0.48466094771241836,0.4971751412429379,0.5008161156200371,0.06273540489642185,0.027981688073799436,139.58373967930675,78.1625676741468,24.905667540467384,1.6803349471607127,0.4888110977190081,0.02897422315027402,81.73405456542969,0.0,29.28911118181307,0.0,0.39697185158729553,0.0,,,,,,,,,
split101__1h1024__whole_count_ce__trainable_dynamics,101,1h1024,whole_count_ce,trainable_dynamics,12,34,506883,506883,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,0.020901992494676638,0.9983333333333334,0.9981412639405205,0.9981542330939921,0.06510416666666667,0.024898599957888012,2.0333914023179274,0.6297348484848485,0.6410256410256411,0.6315544336153885,0.059528579059829057,0.03567309257311699,1.7679916087936305,0.572748778998779,0.559748427672956,0.5615340963806149,0.0639412997903564,0.023997180866745283,139.57778444886208,78.1552350421509,24.85875575706999,1.694165747289423,0.48866105475462973,0.028611333681909608,81.17295837402344,0.0,28.94126248708528,0.0,0.40183934569358826,0.0,,,,,,,,,
split11__1h1024__timestep_ce__weight_only,11,1h1024,timestep_ce,weight_only,12,51,503808,503808,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,1.810088827425079,0.9827929338103757,0.9832285115303984,0.9832989015144454,0.07160639412997903,0.05068669029251834,2.255052089691162,0.49163995726495724,0.5059523809523809,0.49088944125467,0.06882440476190477,0.034557524181547616,2.120206594467163,0.6843818082788671,0.6923076923076923,0.6868237023261367,0.06705729166666667,0.054058074951171875,137.72865471879754,78.06801392331141,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split23__1h1024__timestep_ce__weight_only,23,1h1024,timestep_ce,weight_only,12,70,503808,503808,85d14b124241660c22126d21cff9471c44f1adeea642dfee9ceac06323833b4c,1.7657139421713473,0.996031746031746,0.9959595959595959,0.9959101762476302,0.07355850168350168,0.05955009075126263,2.164106058152341,0.6384882478632478,0.6408839779005525,0.6320532625446058,0.069722605893186,0.04373286969095304,2.195358859617158,0.5162426081543728,0.5310734463276836,0.5217145051800623,0.07385828625235405,0.05584165066649011,137.72865471879754,78.06801392331141,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split101__1h1024__timestep_ce__weight_only,101,1h1024,timestep_ce,weight_only,12,92,503808,503808,904364bb02dc65c5d226b35e9acf226599682e62533d02759b60e22367517f34,1.756043772272018,0.9912903225806452,0.9925650557620818,0.9917204540306465,0.0734587980173482,0.05827893111785548,2.1519638147109594,0.6525814463314464,0.6538461538461539,0.6423153487370657,0.06520432692307693,0.07629707532051282,2.1544146402826847,0.6049755799755799,0.6037735849056604,0.5990484146573198,0.07258909853249476,0.05505409480640723,137.72865471879754,78.06801392331141,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
split11__1h1024__whole_count_ce__weight_only,11,1h1024,whole_count_ce,weight_only,12,133,503808,503808,fd3786ff7fca359f06912c9a8ffb3cb84f82534fdade3b9e9e33e91c66dd8338,0.000878487868489311,1.0,1.0,1.0,0.06388670510132774,0.03173764146848795,2.6176326161339167,0.49053724053724057,0.49404761904761907,0.4848605960969163,0.055679563492063495,0.020999363490513394,1.4991791798518255,0.6764365468409587,0.6826923076923077,0.6770599747390468,0.06352664262820513,0.03536018958458534,137.72865471879754,78.06801392331141,22.000000120771308,7.105427357601002e-15,0.5,0.0,77.46999952242511,0.0,22.000000120771315,0.0,0.5,0.0,,,,,,,,,
