condition,CNN_test_balanced_accuracy,CNN_test_accuracy,CNN_test_macro_f1,kNN_selected_k,kNN_test_balanced_accuracy,kNN_test_accuracy,kNN_test_macro_f1,prototype_test_balanced_accuracy,prototype_test_accuracy,prototype_test_macro_f1,linear_probe_test_balanced_accuracy,linear_probe_test_accuracy,linear_probe_test_macro_f1,retrieval_macro_mAP,retrieval_micro_mAP,SameLabel_macro_at_1,SameLabel_micro_at_1,D_intra_macro,D_inter_centroids,D_inter_over_D_intra,NMI_arithmetic,ARI,silhouette_macro,silhouette_micro
D_mixed_to_raw,0.26553932178932177,0.2698412698412698,0.259432449985989,20,0.2878246753246753,0.2857142857142857,0.2545775279327911,0.2502886002886003,0.2619047619047619,0.205659996873765,0.3628246753246753,0.36507936507936506,0.3642881574946792,0.12156118071308832,0.12311626658023785,0.2214736652236652,0.21428571428571427,0.05721325386811913,0.023277951404452324,0.4068629177725654,0.3725897300182399,0.0833123550234938,-0.21350278829219768,-0.22585387912949248
D_mixed_to_reconstruction,0.13472222222222222,0.14285714285714285,0.11200390867057534,20,0.26133658008658006,0.2698412698412698,0.27135477582846,0.11186868686868688,0.11904761904761904,0.0918811334500162,0.15496031746031746,0.15873015873015872,0.14750819356082515,0.10689872388107495,0.10890505265754763,0.2106691919191919,0.21428571428571427,0.04935055573152585,0.011644696816802025,0.23595877784872168,0.3448703379916374,0.06910624800077704,-0.24601475233598769,-0.2532763479255488
