split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train_mixed,0.410958904109589,0.3984055067093199,0.3931323408201243,0.40079758024906076,1.7481566480668531
val_mixed,0.4094488188976378,0.4037608225108225,0.39030978387489906,0.39107995664112655,1.7571630750115461
test_raw,0.33070866141732286,0.30883237133237135,0.2513010122505007,0.26537767936765055,2.4829275608062744
test_reconstruction,0.3700787401574803,0.34027777777777773,0.3038168240809567,0.3298488121121733,2.1388325691223145
