stage,parameterization,n_banks,rank,mean_val_balanced_accuracy,mean_paired_val_delta_vs_base,sem_paired_val_delta_vs_base,nonnegative_seed_count,mean_oracle_gap_recovery_fraction,mean_gap_to_fixed250_val_ba,trainable_parameter_count,eligible,strong_recovery
capacity,factorized,4,4,0.5344215969215969,0.03261423761423758,0.008696188149132198,5,1.4427211696548201,0.012924482924482927,2497,True,False
capacity,factorized,4,8,0.5494624819624819,0.04765512265512262,0.013589588137310137,5,2.3132114486400783,-0.0021164021164021053,4737,True,True
capacity,factorized,4,12,0.5462818662818663,0.0444745069745069,0.008543345376513599,5,2.6672546244399564,0.0010642135642136119,6977,True,True
capacity,factorized,8,4,0.5302032227032227,0.02839586339586341,0.006154258652364616,5,0.7784867777142193,0.017142857142857106,4993,True,False
capacity,factorized,8,8,0.5594131794131794,0.057605820105820035,0.012250149533548634,5,3.9756755653601408,-0.012067099567099527,9473,True,True
capacity,factorized,8,12,0.5581228956228956,0.056315536315536305,0.005963272026474358,5,3.0645536930843793,-0.010776815776815796,13953,True,True
capacity,factorized,16,4,0.5531938431938432,0.05138648388648385,0.006111143350457169,5,3.0095548385702657,-0.005847763347763335,9985,True,True
capacity,factorized,16,8,0.5616666666666666,0.05985930735930732,0.00746783511991457,5,3.685496720956452,-0.014320586820586812,18945,True,True
capacity,factorized,16,12,0.5591678691678691,0.057360509860509834,0.00729950010322818,5,3.5876092778084527,-0.011821789321789322,27905,True,True
