seed,max,mean,median,p95
11,0.3684363067150116,0.16444579746625196,0.14975064992904663,0.27338438481092453
23,0.9319629669189453,0.3308054452175147,0.302765890955925,0.5895861983299255
37,1.1119792461395264,0.32880139703007594,0.2678748518228531,0.675092026591301
53,0.9011297821998596,0.21075213690326638,0.18609023839235306,0.3848515972495079
71,1.8146106004714966,0.49293175829599983,0.4421118050813675,0.8453775346279144
