seed,bin_index,candidate_weight_norm,cosine_similarity,elapsed_seconds,fixed250_weight_norm,normalized_frobenius_distance
11,0,2.0922281742095947,0.12373709212952183,0.125,1.7027655933143169,1.485154567622673
11,1,2.1031179428100586,0.20678614240224477,0.375,0.5553172004530201,3.7117206898602406
11,2,2.0542855262756348,0.20304117675345731,0.625,0.5094042420761707,3.952875783367901
11,3,2.102001190185547,0.33114751612684684,0.875,0.500782021125709,3.97976642263616
11,4,2.0887651443481445,0.26905461915211887,1.125,0.6687754862148237,3.0123320368422863
11,5,2.0727012157440186,0.18887543104470106,1.375,0.6715073450720928,3.059634494355801
11,6,2.0646674633026123,0.12556647799343365,1.625,1.193863775695812,1.885872189832616
11,7,2.090418815612793,0.09670612480240533,1.875,0.8434637834131551,2.5812769791774195
11,8,2.0813345909118652,0.10593620132788568,2.125,0.8517461523310714,2.5403724739302014
11,9,2.064115524291992,0.02602760660589986,2.375,1.5571747032153846,1.639538092946878
11,10,2.105571746826172,-0.005377094194680064,2.625,1.5941003935238447,1.6609805499802495
11,11,2.0464048385620117,-0.014359489531817052,2.875,0.863514975557284,2.5853956238376012
11,12,2.0394344329833984,0.0,3.125,0.0,2039434612027.658
11,13,2.041872024536133,0.0,3.375,0.0,2041871860529.8496
11,14,2.038949728012085,0.0,3.625,0.0,2038949822118.9883
11,15,2.040433645248413,0.0,3.875,0.0,2040433522358.1782
23,0,2.136756181716919,0.09753287621248277,0.125,1.081880967656986,2.1249736834190323
23,1,2.1469852924346924,0.26271096555806217,0.375,0.5218846344694918,3.9702268258116256
23,2,2.1096763610839844,0.2751019669331178,0.625,0.4449712852950871,4.5683606842671205
23,3,2.172847270965576,0.3247317912687063,0.875,0.4937554245287186,4.184219959008151
23,4,2.1833810806274414,0.3139115571343762,1.125,0.6202251422137264,3.3440115933370156
23,5,2.0857176780700684,0.1748026975682143,1.375,0.5954137187972071,3.47075710927191
23,6,2.083638906478882,0.13196019365761102,1.625,0.5004694831896946,4.151486709060458
23,7,2.046949625015259,0.06349124409401802,1.875,1.5236348647898568,1.6230529874702366
23,8,2.048475742340088,0.05326036818120797,2.125,0.9394304290696417,2.3500060181151863
23,9,2.026918649673462,0.026447030662013822,2.375,0.7571697378746435,2.83276532105915
23,10,2.080944061279297,-0.039239006117671484,2.625,3.234647250561917,1.2101074795505071
23,11,2.0657851696014404,-0.002613874833328941,2.875,1.0041602365926323,2.289745927006587
23,12,2.05073881149292,0.0,3.125,0.0,2050738699377.5999
23,13,2.0220892429351807,0.0,3.375,0.0,2022089175170.5735
23,14,2.022650718688965,0.0,3.625,0.0,2022650729871.7117
23,15,2.029350757598877,0.0,3.875,0.0,2029350827089.306
37,0,2.054675817489624,0.09547453265994355,0.125,0.9925142635148534,2.2114062669759718
37,1,2.02306866645813,0.22035736402012773,0.375,0.576563077182356,3.430098121929798
37,2,2.0291199684143066,0.30503988948704713,0.625,0.46946981697061557,4.128455206022788
37,3,1.9898167848587036,0.3189867081969814,0.875,0.48307123682103265,3.9165132978500896
37,4,2.084191083908081,0.3547073190163731,1.125,0.6380779708426868,3.0580863272877004
37,5,1.9789583683013916,0.15705658070352463,1.375,0.5925105807717033,3.3325923623431692
37,6,1.993840217590332,0.16831316386955242,1.625,0.6020228364081285,3.294513295957853
37,7,2.0007946491241455,0.061741973869928087,1.875,0.7603392650786909,2.7567349494313826
37,8,2.0207595825195312,0.12300559951555129,2.125,0.5697500251776243,3.5646708269737286
37,9,2.018796920776367,0.010270400387664512,2.375,0.6398879295679295,3.2998078227390946
37,10,2.016918420791626,0.03703421910410182,2.625,1.2729947942509579,1.8419917617205919
37,11,1.9937143325805664,0.03246769779610617,2.875,1.1753061833146232,1.9409802109786367
37,12,1.9577571153640747,0.0,3.125,0.0,1957757206185.175
37,13,1.954062819480896,0.0,3.375,0.0,1954062788475.389
37,14,2.026606321334839,0.0,3.625,0.0,2026606304658.2197
37,15,1.9791889190673828,0.036334715955290885,3.875,2.3135457506551527,1.2921596370039614
53,0,2.0554146766662598,0.09833300402962622,0.125,1.1589750921198763,1.948444208351015
53,1,2.113569736480713,-0.005228478055165774,0.375,1.7172690586266035,1.5898660911090774
53,2,2.039649248123169,0.17486698686139393,0.625,0.5635630456711291,3.5823000140259653
53,3,2.1795670986175537,0.3808671780803385,0.875,0.48901375509322464,4.1797543283071175
53,4,2.1138625144958496,0.30702119584471327,1.125,0.6218879478126667,3.2352311287341258
53,5,2.0484888553619385,0.14300248239036312,1.375,0.5411689437045428,3.7743755429024004
53,6,2.023730754852295,0.09991833297005968,1.625,0.4912839561409383,4.1406757260485225
53,7,2.084197998046875,0.08600305028899032,1.875,0.6245393118691084,3.4004019739108124
53,8,2.192215919494629,0.10631332549980342,2.125,0.786820238973378,2.8583799559762886
53,9,2.1329874992370605,0.005876564233433304,2.375,0.8681821328648319,2.6471122629865373
53,10,2.0143396854400635,-0.017930438497193443,2.625,1.1519565900200774,2.029875713115419
53,11,2.0095064640045166,0.009875039076264075,2.875,0.6630645297177122,3.1819635477833597
53,12,2.0101022720336914,0.0,3.125,0.0,2010102264724.4316
53,13,2.003916025161743,0.0,3.375,0.0,2003916121121.4353
53,14,2.028291702270508,0.0,3.625,0.0,2028291709349.4746
53,15,2.0191802978515625,0.03972951659460282,3.875,4.220801653450048,1.0912573887931227
71,0,2.036058187484741,0.10858094984531633,0.125,1.2811861660755306,1.7833777458092588
71,1,2.139341115951538,0.21089986645156047,0.375,0.5881337204386222,3.563308286836839
71,2,2.1374974250793457,0.2900892041115851,0.625,0.4836595592073017,4.238781263279584
71,3,2.1620137691497803,0.3482027700544968,0.875,0.5581457104413121,3.6478673424280093
71,4,2.212777853012085,0.3375862673752437,1.125,0.6942252278028272,3.0012515438720104
71,5,2.09220814704895,0.21737692695376756,1.375,0.6473271173358477,3.1687752818824895
71,6,2.1148016452789307,0.16519168789060645,1.625,0.6269410503023862,3.3561989656579923
71,7,2.065861463546753,0.0922359496275837,1.875,0.8643389037839481,2.5043357579164947
71,8,2.158682346343994,0.0745583801917329,2.125,0.9794220981508974,2.351407871632304
71,9,2.2038209438323975,0.05377624123610954,2.375,1.3834674183057771,1.8347270356011764
71,10,2.068798065185547,-0.020982915073546715,2.625,1.722146577473295,1.5790856499513792
71,11,2.0147202014923096,0.07205801042634276,2.875,0.6902339137334365,3.0165026920788747
71,12,2.0123512744903564,0.0,3.125,0.0,2012351342669.4868
71,13,1.9923014640808105,0.0,3.375,0.0,1992301411907.9333
71,14,1.994403600692749,0.0,3.625,0.0,1994403560650.0732
71,15,1.9996862411499023,0.0,3.875,0.0,1999686297355.7043
